N	2gram	Medvedev_F_3	KulturaY
1	и т	11	39
2	потому что	7	25
3	т п	5	24
4	и в	27	23
5	т е	32	22
6	не только	9	20
7	в том	7	19
8	в этом	18	18
9	и не	30	16
10	было бы	6	15
11	так как	9	15
12	может быть	25	15
13	т д	6	14
14	точки зрения	16	14
15	если бы	12	12
16	у нас	3	12
17	в самом	11	12
18	все эти	6	12
19	том что	4	11
20	того чтобы	5	11
21	в области	2	11
22	но в	6	11
23	что в	8	10
24	по себе	4	10
25	в языке	2	10
26	а не	17	10
27	вовсе не	28	9
28	в сущности	2	9
29	то что	8	9
30	самом деле	16	9
31	для того	4	9
32	хотя бы	6	9
33	не может	24	9
34	с другой	6	8
35	прежде всего	4	8
36	не в	12	8
37	уже не	3	8
38	и что	3	8
39	и пр	15	8
40	с точки	14	8
41	что это	3	7
42	не менее	7	7
43	все же	6	7
44	но и	10	7
45	другой стороны	5	7
46	с помощью	8	7
47	и с	3	7
48	это не	3	6
49	да и	4	6
50	в этой	2	6
51	но не	5	6
52	тем не	2	6
53	то же	15	6
54	между тем	7	6
55	и на	3	6
56	ту же	2	6
57	не могут	10	5
58	должна быть	3	5
59	этом смысле	2	5
60	ясно что	3	5
61	что он	6	5
62	еще не	6	5
63	в его	7	5
64	всяком случае	6	5
65	этого слова	2	5
66	должен быть	2	5
67	и тем	3	5
68	слова и	4	5
69	вместе с	6	5
70	что же	5	5
71	все это	7	5
72	таким образом	18	5
73	там где	7	5
74	лишь в	9	5
75	как это	4	5
76	не следует	3	5
77	во всяком	6	5
78	только в	8	5
79	зависимости от	5	5
80	была бы	2	4
81	отнюдь не	8	4
82	в зависимости	5	4
83	в них	3	4
84	к этому	2	4
85	бы и	3	4
86	если мы	7	4
87	можно сказать	3	4
88	к тому	4	4
89	мы знаем	4	4
90	для нас	3	4
91	ни в	8	4
92	в пределах	8	4
93	от того	2	4
94	как бы	8	4
95	в нем	15	4
96	со стороны	4	4
97	так же	9	4
98	в связи	4	4
99	в данном	6	4
100	в результате	5	4
101	сказать что	3	4
102	могут быть	4	4
103	в каком	2	4
104	говорить о	2	4
105	в то	7	4
106	в конце	3	4
107	ничего не	2	4
108	так и	21	4
109	на этом	2	3
110	уже в	4	3
111	или иное	2	3
112	нисколько не	2	3
113	всех этих	2	3
114	для этого	2	3
115	главным образом	2	3
116	на фоне	3	3
117	же время	7	3
118	данный момент	2	3
119	п в	2	3
120	это и	2	3
121	но это	2	3
122	того же	3	3
123	до конца	4	3
124	совершенно не	7	3
125	связи с	5	3
126	но для	2	3
127	никак не	3	3
128	в ней	5	3
129	что и	2	3
130	как не	2	3
131	в процессе	15	3
132	что она	2	3
133	как в	4	3
134	отличается от	2	3
135	как раз	8	3
136	так в	2	3
137	смысл и	4	3
138	языке как	2	3
139	этом отношении	3	3
140	те же	3	3
141	как мы	8	3
142	сводится к	5	3
143	того что	3	3
144	то или	2	3
145	следует что	4	3
146	и его	19	3
147	конце концов	2	3
148	слова как	2	3
149	тем что	5	3
150	знаем что	2	3
151	и это	2	3
152	здесь не	2	3
153	в виду	3	3
154	смысла и	4	2
155	в отношении	2	2
156	темы и	2	2
157	и более	3	2
158	же как	3	2
159	с тем	7	2
160	сознания и	2	2
161	никогда не	5	2
162	смысле этого	2	2
163	но так	2	2
164	оно не	3	2
165	не как	2	2
166	и от	11	2
167	никаких оснований	3	2
168	и все	8	2
169	на все	2	2
170	что они	5	2
171	языка как	2	2
172	в самой	2	2
173	следовательно и	4	2
174	и потому	5	2
175	так называемые	2	2
176	очевидно что	2	2
177	а на	2	2
178	смысле слова	2	2
179	она не	4	2
180	в плоскости	5	2
181	при этом	8	2
182	в целях	2	2
183	конечно не	4	2
184	таким же	2	2
185	же и	4	2
186	бы например	2	2
187	и даже	2	2
188	был бы	2	2
189	мы видели	4	2
190	но уже	2	2
191	превращается в	2	2
192	в своей	6	2
193	дело не	2	2
194	данном случае	4	2
195	для данного	4	2
196	и следовательно	3	2
197	за счет	2	2
198	в своем	2	2
199	не на	3	2
200	в отличие	2	2
201	лишь с	2	2
202	и для	6	2
203	на самом	14	2
204	как и	14	2
205	чтобы не	2	2
206	в той	3	2
207	но оно	2	2
208	можно говорить	4	2
209	тем же	7	2
210	в корне	4	2
211	той же	3	2
212	роль в	4	2
213	в которых	3	2
214	быть только	2	2
215	от этого	2	2
216	нуждается в	3	2
217	он и	3	2
218	в своих	6	2
219	это только	2	2
220	мы должны	2	2
221	установка на	4	2
222	большинстве случаев	5	2
223	отличие от	2	2
224	отношения к	2	2
225	слов и	4	2
