N	2gram	Vinokur_St_1	Komedia
1	и в	44	22
2	т е	15	13
3	том что	29	12
4	в г	3	11
5	в том	36	11
6	но и	10	11
7	не только	18	10
8	из них	8	10
9	в то	9	10
10	как и	9	9
11	и т	30	9
12	может быть	15	9
13	таким образом	7	8
14	и не	16	8
15	и его	8	8
16	о том	17	8
17	в этой	11	7
18	что в	30	6
19	в отношении	9	6
20	в конце	3	6
21	что он	10	6
22	ни в	3	6
23	такого рода	2	6
24	и по	5	6
25	то же	5	6
26	не в	12	6
27	а в	17	6
28	в которой	4	6
29	уже в	2	5
30	с другой	9	5
31	во время	3	5
32	прежде всего	7	5
33	при этом	2	5
34	в его	9	5
35	в истории	3	5
36	так и	9	5
37	как в	13	5
38	все это	5	5
39	другой стороны	7	5
40	то время	2	5
41	и даже	5	5
42	потому что	6	5
43	т п	9	5
44	между тем	3	5
45	именно в	6	4
46	г в	5	4
47	по поводу	7	4
48	ясно что	10	4
49	несмотря на	2	4
50	в другом	3	4
51	что они	7	4
52	в качестве	4	4
53	же время	4	4
54	а также	2	4
55	в котором	5	4
56	в нем	5	4
57	что и	6	4
58	на него	2	4
59	т д	21	4
60	тем что	5	4
61	время как	2	4
62	в результате	3	4
63	точки зрения	11	4
64	ли не	2	4
65	так как	5	4
66	но в	10	4
67	же как	3	3
68	не менее	5	3
69	вопрос о	4	3
70	идет о	2	3
71	на то	4	3
72	в тех	3	3
73	у нас	11	3
74	первую очередь	2	3
75	одной стороны	2	3
76	и сам	2	3
77	во второй	9	3
78	в начале	3	3
79	и у	2	3
80	г и	2	3
81	в частности	4	3
82	у него	2	3
83	да и	3	3
84	он не	2	3
85	речь идет	4	3
86	даже в	3	3
87	все же	8	3
88	отношению к	3	3
89	в целом	5	3
90	отношение к	2	3
91	так же	5	3
92	по отношению	3	3
93	этом отношении	7	3
94	с одной	3	3
95	и и	2	3
96	мы не	2	3
97	как раз	4	3
98	в этом	21	3
99	и с	3	3
100	в виде	3	3
101	могут быть	5	3
102	только в	10	3
103	как правило	2	3
104	и все	2	3
105	его в	2	3
106	в чем	3	3
107	как это	4	3
108	ничего не	2	3
109	в сознании	2	3
110	к которому	4	3
111	еще и	2	2
112	за пределы	2	2
113	связанные с	3	2
114	меньшей мере	3	2
115	и без	3	2
116	столь же	4	2
117	и во	2	2
118	к сожалению	3	2
119	вовсе не	19	2
120	тем не	2	2
121	и можно	2	2
122	он был	3	2
123	г как	2	2
124	раз в	2	2
125	должна была	4	2
126	такой же	5	2
127	но не	3	2
128	совсем не	2	2
129	а то	2	2
130	того же	3	2
131	до сих	7	2
132	еще не	3	2
133	было бы	17	2
134	современного читателя	2	2
135	в самом	7	2
136	в первую	2	2
137	между прочим	2	2
138	всяком случае	6	2
139	стр и	5	2
140	ни одной	2	2
141	для себя	3	2
142	к числу	2	2
143	и тем	3	2
144	то что	18	2
145	в первой	12	2
146	судя по	2	2
147	со стороны	6	2
148	также в	2	2
149	даже не	4	2
150	по меньшей	3	2
151	для этого	2	2
152	в сущности	2	2
153	не может	8	2
154	это человек	4	2
155	в других	2	2
156	что у	4	2
157	по изд	9	2
158	в и	130	2
159	к нему	2	2
160	следующие слова	2	2
161	но это	6	2
162	во всяком	6	2
163	но он	2	2
164	что касается	3	2
165	в своих	2	2
166	в себе	2	2
167	по своей	2	2
168	как будто	4	2
169	будто бы	3	2
170	уже о	5	2
171	в области	14	2
172	е в	2	2
173	сих пор	7	2
