N	2gram	Voloshinov_1	Problema
1	и в	19	30
2	в своей	3	22
3	то что	8	18
4	не только	8	18
5	том что	3	17
6	в этом	16	17
7	и даже	2	14
8	но и	8	13
9	таким образом	17	13
10	в том	6	12
11	в его	6	12
12	и не	26	12
13	о том	2	12
14	в своем	2	11
15	точки зрения	34	10
16	все же	8	9
17	сказать что	4	9
18	но в	7	9
19	и вообще	2	9
20	только в	9	9
21	и все	5	9
22	в конце	5	8
23	вовсе не	5	8
24	с точки	20	8
25	никогда не	2	7
26	что он	2	7
27	у нас	2	7
28	как и	12	7
29	в дальнейшем	3	7
30	связи с	11	7
31	может быть	26	7
32	так и	11	7
33	в связи	7	7
34	не в	5	7
35	в результате	9	7
36	с другой	5	6
37	прежде всего	13	6
38	можно сказать	3	6
39	и как	3	6
40	уже у	2	6
41	и для	11	6
42	как бы	15	6
43	конце концов	3	6
44	в нем	10	6
45	что и	2	6
46	другой стороны	6	6
47	а в	4	6
48	и его	19	6
49	и на	4	6
50	его в	3	6
51	так как	2	6
52	не менее	4	5
53	что в	4	5
54	в которой	3	5
55	тем не	2	5
56	так же	7	5
57	в самом	10	5
58	и их	2	5
59	не может	24	5
60	не просто	2	5
61	а не	7	5
62	как раз	2	5
63	и с	2	5
64	мы можем	2	5
65	в частности	2	4
66	отнюдь не	6	4
67	жизни в	4	4
68	нового времени	2	4
69	ни в	2	4
70	ясно что	5	4
71	в смысле	6	4
72	но все	3	4
73	при этом	8	4
74	того же	6	4
75	было бы	4	4
76	в качестве	2	4
77	и к	3	4
78	и он	2	4
79	или в	2	4
80	в себе	2	4
81	в то	3	4
82	далеко не	4	4
83	из этого	2	4
84	для них	2	3
85	именно в	5	3
86	в отношении	4	3
87	все в	2	3
88	в ее	7	3
89	в начале	5	3
90	тот же	4	3
91	еще не	4	3
92	для того	4	3
93	нет никакой	2	3
94	он не	3	3
95	в новое	2	3
96	в русской	2	3
97	в настоящее	6	3
98	того что	3	3
99	от этого	2	3
100	в ней	4	3
101	в другом	2	3
102	настоящее время	6	3
103	этом смысле	2	3
104	в виду	2	3
105	не могут	3	2
106	и более	2	2
107	том числе	2	2
108	в какой	3	2
109	хотя бы	5	2
110	как в	4	2
111	во втором	2	2
112	с этой	2	2
113	на стадии	2	2
114	не все	2	2
115	если он	2	2
116	к этому	5	2
117	по себе	4	2
118	здесь в	3	2
119	к тому	2	2
120	то же	7	2
121	как мы	13	2
122	не будет	4	2
123	и сама	2	2
124	в свою	2	2
125	кроме того	6	2
126	до сих	8	2
127	жизни и	2	2
128	в данном	4	2
129	что не	2	2
130	в целях	3	2
131	конечно не	5	2
132	но для	2	2
133	и является	2	2
134	всяком случае	2	2
135	в котором	3	2
136	отношению к	2	2
137	бы то	8	2
138	из них	3	2
139	в первой	2	2
140	и речи	2	2
141	по отношению	3	2
142	и только	2	2
143	то ни	8	2
144	точке зрения	2	2
145	все эти	7	2
146	или к	2	2
147	с помощью	6	2
148	мы не	6	2
149	самом деле	10	2
150	именно на	2	2
151	того чтобы	5	2
152	в науке	6	2
153	в таком	2	2
154	можно было	2	2
155	во всяком	5	2
156	между тем	3	2
157	тем что	2	2
158	в одной	2	2
159	как с	2	2
160	мира и	2	2
161	в чем	2	2
162	в области	3	2
163	ничего не	6	2
164	таком случае	2	2
165	сих пор	8	2
