N	2gram	Bakhtin_Pr_2	Analitik
1	может быть	23	29
2	в том	6	27
3	не может	18	22
4	и не	29	21
5	и в	43	18
6	а не	7	17
7	но и	14	17
8	не только	11	15
9	не в	11	14
10	как и	14	13
11	в его	10	13
12	в этом	13	13
13	том что	2	12
14	при этом	6	12
15	в себе	5	11
16	то есть	4	11
17	но не	5	10
18	то же	8	9
19	а в	5	9
20	в то	7	9
21	не есть	2	8
22	в той	5	8
23	но в	10	8
24	к тому	4	7
25	этого слова	2	7
26	произведения как	2	7
27	времени и	2	6
28	это не	3	6
29	прежде всего	10	6
30	или иной	3	6
31	же время	5	6
32	в самом	7	6
33	в сущности	9	6
34	себя в	3	6
35	той или	3	6
36	далеко не	4	6
37	то что	7	6
38	в своей	4	6
39	в себя	3	6
40	в отличие	4	6
41	отличие от	4	6
42	по отношению	5	6
43	точки зрения	13	6
44	только в	4	6
45	я и	2	6
46	и как	2	5
47	что в	4	5
48	как бы	22	5
49	внутренней речи	2	5
50	отношению к	5	5
51	в целом	2	5
52	в их	3	5
53	лишь в	8	5
54	и его	8	5
55	между тем	3	5
56	и на	10	5
57	о том	5	5
58	в произведении	4	5
59	того что	2	4
60	могут быть	3	4
61	себя и	3	4
62	с другой	4	4
63	и другого	2	4
64	по себе	11	4
65	ни в	2	4
66	тому же	3	4
67	того же	3	4
68	все же	3	4
69	так и	3	4
70	уже не	3	4
71	ни было	2	4
72	с точки	8	4
73	в другом	7	4
74	с другим	2	4
75	с ним	3	4
76	не могут	4	3
77	с его	4	3
78	хотя бы	2	3
79	и все	6	3
80	в нем	12	3
81	и к	3	3
82	что он	13	3
83	и т	13	3
84	том или	3	3
85	еще не	9	3
86	что не	2	3
87	он не	9	3
88	о нем	6	3
89	в котором	6	3
90	даже в	3	3
91	что и	3	3
92	таким образом	5	3
93	а с	2	3
94	к нему	5	3
95	в таком	2	3
96	автора и	2	3
97	т п	9	3
98	того и	3	3
99	более того	4	3
100	как он	2	3
101	в художественном	3	3
102	если бы	3	3
103	другого в	3	3
104	и то	2	2
105	на фоне	5	2
106	никогда не	9	2
107	все эти	5	2
108	его и	2	2
109	между собой	2	2
110	для этого	2	2
111	из этих	2	2
112	была бы	2	2
113	вовсе не	5	2
114	вопрос о	2	2
115	в категориях	2	2
116	его к	2	2
117	а как	4	2
118	бы ни	2	2
119	могут оказаться	2	2
120	такой же	3	2
121	должно быть	4	2
122	и сам	7	2
123	отношение к	2	2
124	для него	8	2
125	в пределах	16	2
126	было бы	5	2
127	в речь	6	2
128	для чего	2	2
129	и та	2	2
130	за пределы	3	2
131	не могу	2	2
132	и о	2	2
133	и является	2	2
134	из них	2	2
135	в процессе	2	2
136	но к	2	2
137	и до	4	2
138	что же	7	2
139	другой стороны	3	2
140	отличается от	2	2
141	здесь не	6	2
142	бы не	2	2
143	отношения к	2	2
144	той же	3	2
145	самом деле	5	2
146	может служить	2	2
147	художественного творчества	2	2
148	особенно в	2	2
149	как мы	10	2
150	на себя	2	2
151	каждый из	2	2
152	самим собой	3	2
153	также и	3	2
154	героя в	3	2
155	для себя	2	2
156	в первом	2	2
157	так как	4	2
158	и с	5	2
