N	2gram	Berdyaev_M_2	Vladivir
1	и в	46	40
2	то что	5	28
3	и не	18	25
4	не только	18	25
5	у него	22	24
6	но и	15	18
7	в том	3	18
8	том что	4	18
9	что в	4	17
10	также и	4	17
11	в этом	20	16
12	так что	2	14
13	в его	5	14
14	не может	15	14
15	точки зрения	2	13
16	только в	3	13
17	сказать что	3	12
18	в конце	5	12
19	никогда не	18	11
20	потому что	12	11
21	о том	3	11
22	прежде всего	12	10
23	ни в	3	10
24	это есть	2	10
25	и потому	7	10
26	не есть	13	10
27	и его	5	10
28	что это	6	9
29	уже не	4	9
30	и с	3	9
31	в своей	5	9
32	что же	2	9
33	в себе	10	9
34	не был	2	8
35	в своем	8	8
36	в этой	7	8
37	для него	18	8
38	может быть	21	8
39	так же	6	8
40	и что	2	8
41	он не	10	8
42	а не	13	8
43	что все	5	7
44	к тому	5	7
45	и если	2	7
46	хотя и	2	7
47	а в	2	7
48	в своих	3	7
49	так как	8	7
50	того что	6	7
51	что и	4	7
52	вместе с	2	7
53	как и	13	7
54	и здесь	6	6
55	да и	2	6
56	смысле слова	3	6
57	не мог	3	6
58	и на	3	6
59	и от	3	6
60	по себе	2	6
61	то в	2	6
62	во всем	5	6
63	не будет	3	6
64	так и	4	6
65	хотя бы	7	6
66	но это	8	6
67	и это	5	6
68	в боге	4	6
69	совсем не	5	5
70	должно быть	2	5
71	отношения к	2	5
72	в отношении	5	5
73	не было	11	5
74	только и	4	5
75	в ней	11	5
76	что он	7	5
77	у нас	11	5
78	еще в	2	5
79	можно было	2	5
80	тем что	3	5
81	ничего не	2	5
82	тому что	4	4
83	вопрос о	6	4
84	и можно	3	4
85	до конца	4	4
86	такого рода	2	4
87	в самом	5	4
88	от того	3	4
89	не имеет	4	4
90	бы и	5	4
91	и все	5	4
92	чем в	2	4
93	есть и	3	4
94	то же	5	4
95	то он	2	4
96	но в	10	4
97	уже в	2	3
98	я не	5	3
99	же как	3	3
100	это не	5	3
101	всегда есть	2	3
102	человека и	7	3
103	но для	2	3
104	как бы	8	3
105	в нем	22	3
106	к нему	2	3
107	и против	3	3
108	что есть	2	3
109	не так	3	3
110	в россии	3	3
111	если бы	3	3
112	если нет	8	3
113	в духе	5	3
114	оно не	2	3
115	если есть	3	3
116	ее в	2	3
117	того чтобы	4	3
118	и эта	2	3
119	не в	9	3
120	и для	7	3
121	жизнь и	4	3
122	в чем	3	3
123	он сам	6	2
124	но на	2	2
125	можно ли	3	2
126	в нашем	7	2
127	в этих	2	2
128	человека от	2	2
129	к своему	2	2
130	идеи и	3	2
131	он был	9	2
132	есть отрицание	3	2
133	есть прежде	5	2
134	жизни а	2	2
135	не имеют	2	2
136	не о	2	2
137	же и	2	2
138	себе и	2	2
139	и за	2	2
140	что она	5	2
141	в разных	2	2
142	друг друга	12	2
143	себе в	2	2
144	самого себя	4	2
145	по своей	3	2
146	его в	3	2
147	нет ничего	3	2
148	бы в	2	2
149	нет ни	2	2
150	только с	3	2
151	не существует	3	2
152	с его	4	2
153	к богу	2	2
154	бог есть	2	2
155	но когда	2	2
156	идеей которая	2	2
157	в жизни	4	2
158	с таким	2	2
159	есть бог	2	2
160	есть не	5	2
161	и к	7	2
162	не к	2	2
163	она не	8	2
164	в сущности	2	2
165	по преимуществу	5	2
166	он уже	2	2
167	в церкви	2	2
168	на почве	3	2
169	в мире	7	2
170	быть и	2	2
171	который был	2	2
172	дальше и	2	2
173	но с	2	2
174	для того	5	2
175	и всегда	3	2
176	от этого	2	2
177	сам по	2	2
178	связи с	2	2
179	в которой	2	2
180	стоит на	2	2
