N	2gram	Tiupa_Hudo_2	Freidism
1	и не	18	23
2	не может	4	20
3	точки зрения	2	19
4	прежде всего	3	18
5	в этом	13	15
6	в его	11	15
7	в душе	8	13
8	может быть	8	13
9	и его	5	12
10	как и	11	11
11	как бы	5	11
12	то что	6	11
13	с точки	2	11
14	так и	8	10
15	как мы	2	10
16	самом деле	3	10
17	его в	2	10
18	с ним	7	10
19	но в	2	10
20	с его	5	9
21	и в	28	9
22	по отношению	7	9
23	все что	3	8
24	что он	8	8
25	отношению к	7	8
26	еще не	3	8
27	в своей	6	8
28	он не	4	8
29	не только	11	8
30	все это	3	8
31	то же	6	8
32	только в	4	8
33	и все	7	8
34	мы знаем	2	7
35	к нему	3	7
36	один из	2	7
37	отношение к	2	7
38	в самом	5	7
39	что же	2	7
40	те же	2	7
41	сказать что	2	7
42	мы уже	3	7
43	никогда не	5	6
44	вовсе не	2	6
45	и ее	3	6
46	для него	5	6
47	в ней	3	6
48	все те	2	6
49	хотя бы	2	6
50	и с	6	6
51	и к	2	5
52	он сам	2	5
53	можно сказать	6	5
54	не в	13	5
55	в этой	5	5
56	в то	6	5
57	его жизни	5	5
58	что в	5	5
59	но и	9	5
60	для того	4	5
61	а в	6	5
62	и на	3	5
63	я и	6	5
64	не менее	5	4
65	но не	4	4
66	я не	7	4
67	в котором	6	4
68	в этих	3	4
69	из этих	2	4
70	в жизни	8	4
71	с другими	3	4
72	к тому	7	4
73	об этом	7	4
74	сводится к	6	4
75	же время	4	4
76	на этом	2	4
77	при этом	11	4
78	и о	4	4
79	как раз	4	4
80	в основе	2	4
81	в нем	3	4
82	все же	2	4
83	данном случае	2	4
84	не было	6	4
85	между ними	2	4
86	уже не	10	4
87	того чтобы	4	4
88	и для	2	4
89	той же	2	4
90	с ними	3	4
91	характер и	2	4
92	в данном	2	4
93	потому что	2	4
94	себя и	2	4
95	говорить о	2	4
96	в голову	2	3
97	о которой	2	3
98	если бы	6	3
99	конечном счете	3	3
100	тому что	4	3
101	в них	3	3
102	во втором	2	3
103	и от	2	3
104	о себе	3	3
105	на себя	3	3
106	к себе	3	3
107	что все	3	3
108	в конечном	4	3
109	в себе	9	3
110	по поводу	3	3
111	она не	5	3
112	было бы	3	3
113	ни о	3	3
114	с ее	5	3
115	себя в	8	3
116	жизни и	6	3
117	на него	3	3
118	вместе с	2	3
119	со стороны	3	3
120	приводит к	2	3
121	как в	5	3
122	мысли и	2	3
123	у него	5	3
124	и внешней	2	3
125	зрения на	2	3
126	одна из	2	3
127	не является	2	3
128	человека и	3	3
129	есть и	3	2
130	человека в	4	2
131	только не	2	2
132	и становится	2	2
133	и другие	5	2
134	что это	5	2
135	это уже	2	2
136	и об	2	2
137	в нашем	2	2
138	его и	2	2
139	для себя	6	2
140	с другой	3	2
141	это не	6	2
142	оно не	2	2
143	же самое	3	2
144	и уже	4	2
145	тем не	4	2
146	для нас	3	2
147	в ее	18	2
148	да и	5	2
149	том что	19	2
150	они и	2	2
151	а не	14	2
152	одной стороны	3	2
153	из них	2	2
154	во сне	3	2
155	о нем	2	2
156	в своем	5	2
157	для нее	4	2
158	ответ на	2	2
159	только для	2	2
160	во второй	2	2
161	дело не	2	2
162	сих пор	2	2
163	все они	3	2
164	что она	7	2
165	только на	5	2
166	жизни то	2	2
167	а с	3	2
168	с одной	3	2
169	чтобы не	3	2
170	и у	2	2
171	и внешнюю	2	2
172	так же	3	2
173	как на	2	2
174	рядом с	5	2
175	роль в	2	2
176	и то	2	2
177	себя с	2	2
178	нуждается в	2	2
179	и тех	3	2
180	что и	4	2
181	в другом	2	2
182	в первом	2	2
183	до сих	2	2
184	как это	7	2
185	это было	2	2
