N	2gram	Propp_Isto_2	Psycholo
1	то что	12	44
2	и в	15	33
3	в этом	11	28
4	как бы	6	25
5	и что	6	25
6	потому что	9	24
7	может быть	17	22
8	том что	7	22
9	того чтобы	2	22
10	что в	12	21
11	в том	6	21
12	о том	3	20
13	что он	24	20
14	как это	3	14
15	что это	6	13
16	таким образом	7	13
17	и не	11	13
18	так же	13	13
19	сказать что	2	13
20	все это	3	13
21	к тому	5	12
22	так как	14	12
23	было бы	5	12
24	самом деле	2	12
25	он не	8	11
26	на то	3	10
27	говорит что	3	10
28	что она	5	10
29	не может	5	10
30	в его	6	10
31	как она	4	10
32	в этой	4	9
33	и если	2	9
34	то же	10	9
35	совершенно ясно	2	8
36	вместе с	7	8
37	как будто	3	8
38	для нас	4	7
39	так что	6	7
40	в нем	7	7
41	и только	2	7
42	не только	18	7
43	когда он	3	7
44	показать что	2	7
45	перед нами	2	6
46	это не	2	6
47	что они	10	6
48	в ней	4	6
49	и т	19	6
50	после этого	4	6
51	все эти	4	6
52	но он	4	6
53	что мы	3	6
54	когда мы	2	6
55	во время	2	6
56	у него	4	6
57	мы видим	8	6
58	мы должны	4	6
59	в сущности	2	6
60	на самом	2	6
61	а не	5	6
62	в себе	4	6
63	что эта	2	6
64	самого начала	2	5
65	никогда не	15	5
66	нисколько не	2	5
67	с самого	2	5
68	мы не	3	5
69	и на	4	5
70	как он	3	5
71	только после	4	5
72	мы можем	8	5
73	с этим	5	5
74	связь с	4	5
75	как и	2	5
76	и может	2	5
77	мы уже	6	5
78	и его	3	5
79	все же	9	5
80	и это	3	5
81	я не	2	4
82	и есть	5	4
83	что у	2	4
84	из них	2	4
85	а в	12	4
86	не просто	2	4
87	того что	3	4
88	знаем что	12	4
89	при помощи	2	4
90	с тем	9	4
91	и так	2	4
92	в жизни	2	4
93	об этом	11	4
94	одна из	2	4
95	о нем	4	4
96	ее в	2	4
97	на него	5	4
98	той же	2	4
99	можно было	5	4
100	этот материал	2	4
101	могла бы	2	4
102	только в	6	4
103	в которой	2	4
104	же как	5	3
105	с одной	4	3
106	точно так	6	3
107	и говорит	2	3
108	ни в	2	3
109	тому же	2	3
110	одной стороны	3	3
111	например в	2	3
112	но если	3	3
113	обратимся к	2	3
114	был бы	2	3
115	то это	6	3
116	с ее	2	3
117	но и	14	3
118	мнение что	2	3
119	не было	2	3
120	здесь мы	3	3
121	он видит	2	3
122	увидим что	3	3
123	в которых	2	3
124	их в	2	3
125	уже знаем	3	3
126	и здесь	9	3
127	его в	10	3
128	видит в	2	3
129	всех этих	3	3
130	должен был	3	3
131	смысле этого	2	3
132	в одном	5	3
133	но не	2	3
134	здесь в	2	3
135	до сих	6	3
136	она не	5	3
137	и из	2	3
138	мы в	2	3
139	что и	6	3
140	или его	2	3
141	сих пор	7	3
142	так и	5	3
143	как в	5	3
144	да и	2	3
145	спрашивается почему	2	3
146	тем самым	2	3
147	к этой	4	3
148	и для	2	3
149	что этот	3	3
150	тем что	4	3
151	эти слова	3	3
152	уже в	2	2
153	его и	4	2
154	с другой	2	2
155	в одной	4	2
156	из этих	3	2
157	прежде всего	5	2
158	вопрос о	4	2
159	уже с	2	2
160	мы могли	2	2
161	в тех	2	2
162	мы знаем	11	2
163	в нее	2	2
164	но все	5	2
165	такой же	2	2
166	совершается в	2	2
167	в нашей	2	2
168	при этом	4	2
169	вместо того	2	2
170	и почему	3	2
171	что ее	3	2
172	и дает	2	2
173	в каких	3	2
174	в виду	2	2
175	в котором	5	2
176	один из	8	2
177	в их	3	2
178	другой стороны	2	2
179	т д	18	2
180	именно в	2	2
181	и наконец	5	2
182	к таким	2	2
183	его не	2	2
184	можно найти	5	2
185	и с	4	2
186	умер и	2	2
187	одно из	2	2
188	она дает	2	2
189	не в	7	2
190	на нее	2	2
191	мы имеем	15	2
192	но в	6	2
193	же мы	2	2
194	видим что	5	2
195	и эти	2	2
196	по существу	2	2
197	представляет собой	5	2
198	что при	5	2
199	мы увидим	8	2
200	во всех	2	2
201	должно было	3	2
202	и когда	2	2
203	а другой	3	2
204	не все	2	2
205	что эти	4	2
206	принадлежит к	2	2
207	и именно	2	2
208	оказывается что	2	2
209	а с	2	2
210	и она	3	2
211	хотя бы	2	2
212	тому как	3	2
213	и то	2	2
214	в руки	2	2
215	и ее	2	2
216	связи с	8	2
217	в русской	5	2
218	только с	2	2
219	ничего не	7	2
