N	2gram	Bakhtin_fo_1	Istorich
1	и в	50	24
2	не только	9	21
3	и т	8	17
4	может быть	11	14
5	не может	6	14
6	в этих	3	13
7	что в	5	13
8	как в	6	12
9	в этом	25	12
10	но и	8	11
11	это не	6	10
12	у него	6	10
13	том что	4	10
14	а в	3	10
15	мы видим	3	10
16	и другие	5	9
17	с другой	2	9
18	не в	5	9
19	все же	6	9
20	потому что	4	9
21	еще не	5	8
22	что и	3	8
23	все это	4	8
24	то же	11	8
25	а не	3	8
26	или в	3	8
27	так как	6	8
28	один из	3	7
29	в том	9	7
30	одна из	2	7
31	во всех	6	7
32	то что	6	7
33	вместе с	3	7
34	таким образом	11	7
35	тем что	2	6
36	всех этих	5	6
37	об этом	2	6
38	для нас	2	6
39	как и	8	6
40	так же	6	6
41	но не	5	6
42	в нем	24	6
43	он не	5	6
44	и все	6	6
45	того что	2	6
46	только в	4	6
47	как он	2	6
48	одной стороны	2	5
49	отношение к	2	5
50	так и	12	5
51	с одной	3	5
52	в чем	2	5
53	с ним	2	5
54	ничего не	9	5
55	героя и	7	5
56	там где	2	5
57	но в	10	5
58	никогда не	2	4
59	вовсе не	13	4
60	по существу	12	4
61	но все	5	4
62	при этом	3	4
63	одной из	3	4
64	мы уже	11	4
65	же как	2	4
66	как бы	2	4
67	в их	6	4
68	и не	14	4
69	не имеет	4	4
70	в других	9	4
71	мы не	3	4
72	точки зрения	5	4
73	в данном	2	4
74	мы должны	2	4
75	уже в	2	3
76	с его	9	3
77	в качестве	3	3
78	в них	4	3
79	вступает в	2	3
80	но они	3	3
81	тогда когда	2	3
82	в образе	5	3
83	вопрос о	2	3
84	в различных	2	3
85	и стал	2	3
86	в дальнейшем	6	3
87	кроме того	4	3
88	например в	6	3
89	эта форма	2	3
90	себе и	3	3
91	его в	3	3
92	здесь нет	3	3
93	происходит в	2	3
94	сих пор	3	3
95	ее в	2	3
96	как мы	14	3
97	и даже	2	3
98	и по	2	3
99	и его	16	3
100	хотя и	3	3
101	к себе	4	3
102	связи с	6	3
103	что мы	2	3
104	в конце	9	3
105	но по	2	2
106	того же	8	2
107	вообще не	3	2
108	же что	2	2
109	к этому	3	2
110	прежде всего	15	2
111	не могут	3	2
112	в литературе	16	2
113	стороны и	2	2
114	и ее	3	2
115	в то	9	2
116	ни в	8	2
117	в ее	6	2
118	связаны с	3	2
119	и нет	2	2
120	то время	4	2
121	в форме	3	2
122	было бы	2	2
123	со своей	3	2
124	здесь и	2	2
125	в самом	8	2
126	не имеют	3	2
127	и эта	2	2
128	но оно	2	2
129	ни с	2	2
130	к ним	2	2
131	но для	2	2
132	к ней	2	2
133	в основном	5	2
134	в котором	4	2
135	и др	9	2
136	на себя	2	2
137	но конечно	2	2
138	оказывается что	2	2
139	здесь не	4	2
140	в связи	5	2
141	уже не	2	2
142	в особенности	9	2
143	характерно что	4	2
144	но эта	3	2
145	что не	3	2
146	и у	5	2
147	в которой	2	2
148	друг друга	3	2
149	время как	5	2
150	сказать что	3	2
151	в основе	5	2
152	с этим	6	2
153	попадает в	2	2
154	но он	2	2
155	и на	8	2
156	сохраняется и	2	2
157	они не	3	2
158	в золотом	3	2
159	во всем	2	2
160	только на	3	2
161	его на	2	2
162	все эти	9	2
163	и это	4	2
164	конечно не	4	2
165	все его	3	2
166	до сих	3	2
