N	3gram	Potebnia_M_2	Myshleni
1	в том что	7	17
2	для того чтобы	2	7
3	с самого начала	2	6
4	с одной стороны	3	5
5	тем не менее	5	5
6	и того же	6	4
7	смысле этого слова	3	4
8	в то время	4	4
9	во всяком случае	7	4
10	то и другое	4	4
11	одного и того	6	4
12	то время как	3	4
13	сами по себе	7	3
14	на то что	3	3
15	с другой стороны	2	3
16	того что они	2	3
17	и все остальные	2	2
18	так и в	2	2
19	только потому что	2	2
20	которых мы не	2	2
21	в свою очередь	6	2
22	само по себе	2	2
23	заключает в себе	4	2
24	то что мы	2	2
25	то что в	2	2
26	не может быть	2	2
27	в этом смысле	2	2
