N	2gram	Vygotskiy__1	Formalny
1	т е	3	34
2	и в	31	24
3	художественного произведения	17	23
4	в его	6	23
5	прежде всего	4	22
6	и не	16	20
7	так и	3	18
8	не может	17	16
9	точки зрения	15	16
10	в этом	12	15
11	в нем	2	14
12	может быть	22	14
13	на почве	2	13
14	с точки	2	13
15	таким образом	20	13
16	и т	26	12
17	в своем	3	11
18	не менее	2	11
19	как и	16	11
20	в своей	3	11
21	вовсе не	6	10
22	в настоящее	2	10
23	и их	2	10
24	то же	5	10
25	а не	13	10
26	и его	7	10
27	настоящее время	2	10
28	и потому	2	9
29	в процессе	5	9
30	все это	8	9
31	в то	5	9
32	в ее	5	8
33	то что	32	8
34	как в	9	8
35	т д	8	8
36	не в	11	8
37	и с	2	8
38	должна быть	3	7
39	и от	2	7
40	до конца	6	7
41	не только	13	7
42	жизни и	3	7
43	но и	2	7
44	на самом	2	7
45	отнюдь не	6	6
46	и все	5	6
47	и здесь	2	6
48	было бы	6	6
49	в том	30	6
50	в этой	3	6
51	более или	2	6
52	самом деле	9	6
53	до сих	3	6
54	она не	5	6
55	как бы	5	6
56	сих пор	3	6
57	в целом	5	6
58	или менее	2	6
59	художественное произведение	10	6
60	а в	6	6
61	на основе	2	6
62	как это	4	6
63	формы и	5	5
64	по себе	9	5
65	бы ни	2	5
66	в искусстве	4	5
67	у нас	4	5
68	при этом	19	5
69	только на	3	5
70	в самом	11	5
71	со стороны	4	5
72	как мы	2	5
73	искусства и	15	5
74	того что	10	5
75	должны быть	3	5
76	с другой	5	5
77	но в	3	5
78	мы увидим	4	4
79	история искусства	2	4
80	независимо от	2	4
81	искусства в	9	4
82	главным образом	2	4
83	в частности	3	4
84	никогда не	8	4
85	стороны и	3	4
86	и к	3	4
87	одной стороны	6	4
88	и может	2	4
89	если бы	6	4
90	всяком случае	6	4
91	так же	12	4
92	т п	16	4
93	в связи	2	4
94	что в	23	4
95	с одной	5	4
96	задачи и	3	4
97	как на	3	4
98	в которой	4	4
99	с этой	4	4
100	во всяком	8	4
101	к этой	2	4
102	но не	3	3
103	она должна	2	3
104	в них	2	3
105	в жизни	2	3
106	ясно что	19	3
107	что он	7	3
108	смысле этого	2	3
109	к тому	4	3
110	художественном произведении	3	3
111	это и	3	3
112	и как	2	3
113	но это	3	3
114	зависимости от	6	3
115	в каждом	3	3
116	со всеми	4	3
117	он не	3	3
118	об искусстве	2	3
119	произведение как	2	3
120	один из	4	3
121	все же	5	3
122	отношение к	2	3
123	когда он	2	3
124	каждой из	3	3
125	отличается от	2	3
126	не было	3	3
127	и других	3	3
128	мы не	12	3
129	тем самым	2	3
130	и даже	6	3
131	его в	2	3
132	целый ряд	6	3
133	наконец в	2	3
134	от всех	3	3
135	в основе	2	3
136	связи со	2	3
137	как она	2	3
138	в себе	4	3
139	как к	2	3
140	изобразительных искусств	2	3
141	этого слова	4	3
142	в художественном	3	3
143	бы в	2	3
144	в области	11	3
145	под влиянием	3	2
146	художественной формы	5	2
147	сама по	2	2
148	же как	4	2
149	с тем	3	2
150	в другой	2	2
151	искусства как	4	2
152	в зависимости	5	2
153	его и	3	2
154	целом ряде	2	2
155	иначе как	2	2
156	что содержание	2	2
157	с этим	3	2
158	произведение искусства	8	2
159	в применении	2	2
160	в одном	2	2
161	вопрос о	3	2
162	не можем	3	2
163	идет о	2	2
164	том чтобы	7	2
165	а только	2	2
166	остановиться на	2	2
167	все время	4	2
168	ни в	9	2
169	уже не	2	2
170	по существу	4	2
171	мы видели	2	2
172	из виду	2	2
173	каждого из	3	2
174	и всякий	2	2
175	одна из	4	2
176	если мы	12	2
177	от эстетики	2	2
178	только в	14	2
179	и если	4	2
180	как таковое	2	2
181	в эстетике	5	2
182	фактов и	2	2
183	к другим	2	2
184	от того	3	2
185	как раз	2	2
186	в него	2	2
187	только не	3	2
188	точка зрения	4	2
189	что и	13	2
190	не есть	3	2
191	вместе с	8	2
192	не дает	2	2
193	эстетики и	2	2
194	искусства не	5	2
195	и вот	3	2
196	применении к	2	2
197	и что	8	2
198	приводит к	2	2
199	в науке	2	2
200	исследования и	3	2
201	его не	2	2
202	в результате	4	2
203	между тем	4	2
204	в своих	4	2
205	ничего не	2	2
206	если же	2	2
207	и это	3	2
208	в произведении	3	2
209	тех же	2	2
210	во всем	3	2
211	с ним	2	2
212	мысли в	3	2
213	могло бы	4	2
214	оно было	2	2
215	ее от	3	2
216	что такое	2	2
