N	2gram	Vinokur_Vv_1	Vladivir
1	и в	27	30
2	то что	17	20
3	в этом	34	20
4	в том	31	18
5	и не	13	18
6	и с	2	14
7	что он	4	13
8	в конце	3	13
9	том что	26	12
10	что в	11	12
11	не только	21	12
12	в его	10	11
13	а в	5	11
14	как мы	9	11
15	сказать что	5	11
16	а также	3	10
17	и вообще	3	10
18	и даже	5	10
19	не в	8	9
20	было бы	5	9
21	все же	8	9
22	потому что	14	9
23	не может	13	9
24	в то	5	9
25	связи с	3	8
26	в своем	3	8
27	вместе с	6	8
28	но и	5	8
29	что же	3	8
30	в связи	2	8
31	не мог	2	8
32	но в	10	8
33	не менее	8	7
34	никогда не	3	7
35	точки зрения	7	7
36	до конца	3	7
37	может быть	24	7
38	а не	3	7
39	как это	5	7
40	еще и	3	6
41	хотя и	3	6
42	к этому	3	6
43	прежде всего	8	6
44	об этом	5	6
45	тем не	8	6
46	у нас	2	6
47	только в	13	6
48	всяком случае	3	6
49	во всяком	3	6
50	в себе	4	6
51	жизни и	2	6
52	а именно	6	6
53	и его	5	6
54	также и	16	6
55	о чем	4	6
56	и то	5	5
57	же касается	2	5
58	по себе	9	5
59	как и	5	5
60	так что	5	5
61	в дальнейшем	2	5
62	при этом	3	5
63	того же	3	5
64	но что	3	5
65	в своей	4	5
66	как бы	5	5
67	в котором	4	5
68	все это	6	5
69	с этим	2	5
70	в течение	5	5
71	и что	4	5
72	того что	12	5
73	в результате	3	5
74	все эти	3	5
75	так как	13	5
76	совсем не	3	4
77	именно в	8	4
78	с этой	4	4
79	вовсе не	6	4
80	его в	6	4
81	можно сказать	3	4
82	в этой	3	4
83	в целом	5	4
84	что это	3	4
85	несмотря на	2	4
86	в ней	3	4
87	в нем	13	4
88	то это	3	4
89	не есть	4	4
90	крайней мере	4	4
91	в этих	3	4
92	него в	2	4
93	время в	2	4
94	со стороны	12	4
95	то же	8	4
96	на этот	4	4
97	так же	3	4
98	той же	4	4
99	и на	3	4
100	в начале	3	4
101	о том	15	4
102	здесь не	2	4
103	по крайней	4	4
104	отношение к	3	4
105	учение о	2	3
106	уже в	5	3
107	должен был	4	3
108	в них	4	3
109	в отношении	2	3
110	хотя бы	5	3
111	из этих	5	3
112	точно так	2	3
113	это в	2	3
114	же время	5	3
115	быть в	4	3
116	что и	3	3
117	да и	4	3
118	по существу	2	3
119	и как	9	3
120	тем более	2	3
121	философии и	2	3
122	но не	7	3
123	он и	2	3
124	в данном	11	3
125	и для	4	3
126	том же	2	3
127	так или	4	3
128	с точки	2	3
129	во всех	2	3
130	вообще в	2	3
131	в отличие	3	3
132	таким образом	19	3
133	само собой	2	3
134	и вот	3	3
135	уже не	5	3
136	должно быть	2	3
137	в очень	3	3
138	отличие от	3	3
139	или иначе	4	3
140	не столько	2	3
141	в виде	4	3
142	даже и	3	3
143	что можно	2	3
144	не говоря	2	3
145	и это	6	3
146	дело в	3	3
147	конце концов	2	3
148	когда мы	2	3
149	в области	4	3
150	не могли	2	3
151	к нему	2	2
152	этого не	2	2
153	он сам	3	2
154	нисколько не	3	2
155	с тем	6	2
156	казалось бы	2	2
157	уже и	7	2
158	и есть	3	2
159	однако в	3	2
160	это не	8	2
161	тогда когда	3	2
162	только после	2	2
163	история и	3	2
164	мы видели	2	2
165	этой книги	2	2
166	же это	2	2
167	к тому	4	2
168	в общем	12	2
169	на котором	2	2
170	из его	2	2
171	невозможно но	2	2
172	на этом	3	2
173	по своему	5	2
174	есть и	4	2
175	само по	3	2
176	в совокупности	2	2
177	после того	2	2
178	и сам	2	2
179	во второй	3	2
180	себе и	2	2
181	такого рода	2	2
182	в самом	12	2
183	в сущности	3	2
184	в частности	3	2
185	том чтобы	6	2
186	ни с	2	2
187	не вполне	4	2
188	для того	21	2
189	в виду	4	2
190	будто бы	2	2
191	гораздо более	3	2
192	был в	2	2
193	говоря уже	2	2
194	не имеет	4	2
195	но уже	2	2
196	себя в	2	2
197	отчет в	3	2
198	наряду с	2	2
199	с ней	2	2
200	и до	2	2
201	данном случае	5	2
202	в их	11	2
203	но дело	3	2
204	в печати	2	2
205	иной раз	2	2
206	того как	3	2
207	но все	3	2
208	в той	7	2
209	заключается в	4	2
210	того чтобы	21	2
211	что не	5	2
212	в чем	4	2
213	те кто	2	2
214	которое в	2	2
215	можно было	7	2
216	в своих	2	2
217	второй половине	2	2
218	в работе	3	2
219	мысли и	2	2
220	и при	2	2
221	в более	2	2
222	на свои	2	2
223	этому времени	2	2
224	как будто	3	2
225	что если	2	2
226	как он	6	2
227	при жизни	2	2
228	или как	3	2
229	в чисто	4	2
230	ничего не	2	2
231	и представить	2	2
232	мы не	2	2
