N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	41
2	таким образом	12	19
3	в этом	8	15
4	и все	2	14
5	как и	3	14
6	в этой	3	13
7	то же	7	13
8	в его	8	12
9	прежде всего	5	11
10	в том	12	11
11	как мы	2	11
12	в себе	4	11
13	так и	4	10
14	все это	5	10
15	в то	6	10
16	в качестве	2	9
17	и его	6	9
18	не в	4	9
19	же время	5	9
20	но и	4	9
21	в своем	8	9
22	что в	5	9
23	в конце	7	8
24	по существу	2	8
25	то что	4	8
26	но в	5	8
27	в них	3	7
28	вовсе не	4	7
29	как бы	3	7
30	в нем	3	7
31	и не	21	7
32	в эпоху	2	7
33	у него	4	6
34	это не	2	6
35	ни в	10	6
36	с помощью	4	6
37	о том	8	6
38	уже в	2	5
39	к этому	6	5
40	не только	5	5
41	и к	3	5
42	в ней	4	5
43	вместе с	9	5
44	что и	8	5
45	как в	2	5
46	до нас	4	5
47	а в	7	5
48	к нему	5	5
49	и для	4	5
50	так же	4	5
51	точки зрения	4	5
52	и это	2	5
53	потому что	10	5
54	хотя и	5	4
55	в образе	2	4
56	и здесь	4	4
57	том что	13	4
58	но все	4	4
59	все что	3	4
60	было бы	3	4
61	в сущности	2	4
62	может быть	6	4
63	он не	5	4
64	в виду	2	4
65	целый ряд	2	4
66	при виде	3	4
67	и на	2	4
68	и с	4	4
69	конце концов	2	4
70	ничего не	3	4
71	сам он	2	3
72	в отношении	4	3
73	того же	6	3
74	во время	6	3
75	нового времени	2	3
76	в одном	2	3
77	это в	2	3
78	в мире	2	3
79	он был	4	3
80	свою очередь	6	3
81	в своей	5	3
82	в свою	7	3
83	при этом	7	3
84	из них	5	3
85	несмотря на	4	3
86	которым он	2	3
87	что он	8	3
88	во всех	2	3
89	в их	2	3
90	не может	3	3
91	не было	2	3
92	на них	3	3
93	за то	2	3
94	с точки	3	3
95	не имеет	3	3
96	можно было	2	3
97	ничем не	4	3
98	тем что	5	3
99	не знает	3	3
100	его в	8	3
101	так как	11	3
102	он знает	4	2
103	с его	3	2
104	все время	2	2
105	ни было	2	2
106	в изображении	2	2
107	а на	2	2
108	никогда не	3	2
109	и со	2	2
110	здесь и	2	2
111	и во	2	2
112	с этим	3	2
113	человека в	2	2
114	и ее	2	2
115	к тому	6	2
116	и еще	3	2
117	отношению к	3	2
118	из всех	2	2
119	по своему	3	2
120	до конца	4	2
121	отношение к	5	2
122	тот же	2	2
123	еще не	6	2
124	в доме	10	2
125	одного из	3	2
126	не совсем	2	2
127	одной из	3	2
128	а также	2	2
129	дело не	2	2
130	должен быть	2	2
131	здесь нет	4	2
132	к человеку	2	2
133	по отношению	5	2
134	в связи	4	2
135	этом отношении	2	2
136	в течение	3	2
137	то ли	4	2
138	не мог	2	2
139	а не	4	2
140	с самого	4	2
141	из которых	2	2
142	роль в	2	2
143	мы не	2	2
144	в результате	2	2
145	их в	3	2
146	во всяком	3	2
147	в которых	5	2
148	далеко не	3	2
149	как он	3	2
150	в свое	2	2
151	бы в	4	2
152	в которой	3	2
153	с ним	5	2
154	в области	2	2
155	нет ни	2	2
156	том как	3	2
