N	2gram	Losev_Vlad_2	Formalny
1	и в	30	38
2	в этом	20	27
3	может быть	7	23
4	и его	6	21
5	таким образом	3	20
6	и не	18	20
7	в самом	2	16
8	прежде всего	6	15
9	не в	9	15
10	не может	9	14
11	в нем	4	13
12	но и	8	13
13	связи с	8	13
14	с его	4	11
15	с тем	2	11
16	в том	18	11
17	вовсе не	4	11
18	в его	11	10
19	в связи	8	10
20	и с	14	9
21	как и	5	9
22	при этом	5	9
23	не только	12	9
24	что и	3	8
25	все же	9	8
26	так и	5	8
27	точки зрения	7	8
28	что в	12	7
29	по себе	5	7
30	для него	9	7
31	по существу	3	7
32	в своей	5	7
33	как мы	11	7
34	уже не	3	7
35	с точки	3	7
36	не было	10	6
37	в результате	5	6
38	то что	20	6
39	в ней	4	6
40	в этой	4	6
41	было бы	9	6
42	вместе с	8	6
43	в их	2	6
44	то же	4	6
45	все эти	5	6
46	а не	7	6
47	он не	4	6
48	только в	6	6
49	а в	11	6
50	хотя бы	3	6
51	в общем	2	5
52	что он	13	5
53	именно в	4	5
54	же время	3	5
55	во всех	3	5
56	что же	8	5
57	с этим	5	5
58	и для	3	5
59	еще более	3	5
60	в то	9	5
61	во всяком	6	5
62	всяком случае	6	5
63	не столько	3	4
64	раз и	2	4
65	к этому	6	4
66	к тому	2	4
67	мы видели	2	4
68	в дальнейшем	5	4
69	в сущности	2	4
70	в статье	2	4
71	не о	2	4
72	как бы	5	4
73	и к	6	4
74	как в	3	4
75	в теории	2	4
76	что не	2	4
77	и наконец	4	4
78	и даже	10	4
79	даже и	3	4
80	здесь не	4	4
81	ничего не	2	4
82	так как	5	4
83	но в	8	4
84	всех этих	3	3
85	и может	2	3
86	из этих	3	3
87	можно и	2	3
88	мы знаем	4	3
89	и как	3	3
90	но все	2	3
91	то это	4	3
92	не есть	4	3
93	в целом	4	3
94	жизни и	6	3
95	и до	2	3
96	все это	5	3
97	и прежде	2	3
98	только и	3	3
99	к нему	2	3
100	того что	5	3
101	того чтобы	2	3
102	для того	2	3
103	мы не	2	3
104	и на	4	3
105	сам по	2	3
106	хотя и	6	3
107	он и	3	3
108	как к	2	3
109	и все	7	3
110	его в	4	3
111	что это	4	3
112	в области	3	3
113	не то	3	3
114	это было	4	3
115	уже в	3	2
116	правда в	2	2
117	никогда не	7	2
118	в этих	4	2
119	это не	2	2
120	в конце	13	2
121	первый план	2	2
122	это время	4	2
123	же это	2	2
124	на котором	2	2
125	до конца	7	2
126	том что	12	2
127	но это	4	2
128	то в	5	2
129	но не	3	2
130	совсем не	4	2
131	кроме того	9	2
132	она не	2	2
133	в каких	2	2
134	со своей	2	2
135	на первый	2	2
136	борьба с	2	2
137	едва ли	3	2
138	и о	4	2
139	же и	2	2
140	конце концов	3	2
141	в котором	5	2
142	даже в	2	2
143	он был	6	2
144	отношение к	4	2
145	во второй	2	2
146	ни в	7	2
147	и нужно	2	2
148	а к	2	2
149	со стороны	4	2
150	он пишет	2	2
151	а именно	6	2
152	его не	2	2
153	на этом	2	2
154	в той	2	2
155	можно говорить	3	2
156	не имеет	2	2
157	и по	2	2
158	должно быть	3	2
159	что для	2	2
160	отличие от	3	2
161	в таком	3	2
162	нужно понимать	2	2
163	и то	5	2
164	их в	2	2
165	сказать что	11	2
166	и от	2	2
167	в отличие	3	2
168	был и	3	2
169	к его	2	2
170	и это	3	2
171	из этого	5	2
172	должен был	3	2
173	в чем	2	2
174	потому что	9	2
175	как это	7	2
176	в которой	4	2
177	с ним	5	2
178	не могли	3	2
179	в виду	2	2
