N	2gram	Losev_Dial_3	Istorich
1	и т	24	27
2	и в	24	26
3	т д	23	24
4	т е	48	18
5	так же	4	18
6	то что	14	16
7	не только	23	15
8	что в	7	14
9	может быть	13	14
10	же как	2	13
11	но и	9	12
12	и пр	6	11
13	что он	13	10
14	показывает что	2	10
15	так и	5	10
16	таким образом	13	10
17	и его	5	10
18	при помощи	3	10
19	что и	6	9
20	все же	3	9
21	и не	27	9
22	так как	6	9
23	мы знаем	3	8
24	то же	6	8
25	а в	2	8
26	превращается в	6	7
27	об этом	6	7
28	как и	7	7
29	нас к	2	7
30	он не	5	7
31	на небо	2	7
32	их в	2	7
33	в этом	8	7
34	еще не	2	6
35	не может	19	6
36	а не	26	6
37	к нему	3	6
38	и то	4	6
39	потому что	7	6
40	могут быть	2	6
41	у него	2	5
42	и как	8	5
43	это не	4	5
44	точно так	2	5
45	это и	7	5
46	в силу	3	5
47	но не	2	5
48	и только	6	5
49	ничего не	17	5
50	в его	2	5
51	и у	2	5
52	мы уже	3	5
53	то это	9	5
54	как мы	2	5
55	и что	15	5
56	из которых	3	5
57	уже не	5	5
58	и по	2	5
59	не в	3	5
60	и с	6	5
61	тем что	3	5
62	и здесь	2	5
63	но в	2	5
64	с другой	4	4
65	на себя	3	4
66	вовсе не	13	4
67	вопрос о	5	4
68	все что	3	4
69	другой стороны	2	4
70	так в	2	4
71	же он	2	4
72	не просто	18	4
73	его на	2	4
74	и даже	13	4
75	что этот	2	4
76	о том	6	4
77	только что	4	3
78	перед нами	3	3
79	что у	2	3
80	он должен	3	3
81	в одной	3	3
82	из этих	2	3
83	все еще	2	3
84	на котором	2	3
85	же в	2	3
86	для нас	2	3
87	в том	5	3
88	по существу	2	3
89	том что	8	3
90	но это	5	3
91	во всем	3	3
92	при этом	2	3
93	не что	6	3
94	от своего	2	3
95	она не	3	3
96	и если	2	3
97	например в	2	3
98	как бы	3	3
99	все эти	3	3
100	и он	2	3
101	на то	3	3
102	что она	9	3
103	а именно	2	3
104	только тогда	3	3
105	не на	6	3
106	или же	3	3
107	как это	5	3
108	не имеет	11	3
109	есть только	12	3
110	или в	2	3
111	в данном	2	3
112	что иное	6	3
113	что мы	8	3
114	только в	5	3
115	к этой	2	3
116	иное как	6	3
117	е в	4	3
118	не могут	4	2
119	в мифе	13	2
120	должна быть	6	2
121	не менее	11	2
122	и есть	16	2
123	никогда не	7	2
124	это же	3	2
125	в своем	3	2
126	содержится в	2	2
127	и во	2	2
128	с этим	3	2
129	в который	2	2
130	и все	6	2
131	этого не	2	2
132	их не	2	2
133	по себе	20	2
134	не говорит	3	2
135	и тем	2	2
136	тем не	10	2
137	его как	3	2
138	ни в	9	2
139	говорит о	4	2
140	так что	8	2
141	есть в	3	2
142	в истории	4	2
143	одна из	3	2
144	на этом	2	2
145	есть и	12	2
146	было бы	5	2
147	если бы	6	2
148	конечно не	4	2
149	у нас	4	2
150	в частности	2	2
151	но для	2	2
152	хотя и	5	2
153	не видно	2	2
154	хотя бы	4	2
155	в нем	3	2
156	не есть	54	2
157	себя в	2	2
158	другими словами	7	2
159	из них	3	2
160	от того	4	2
161	все это	6	2
162	что это	12	2
163	что есть	4	2
164	только одна	3	2
165	а когда	2	2
166	и они	2	2
167	и вот	2	2
168	имеется в	3	2
169	того что	12	2
170	меня и	2	2
171	и на	3	2
172	живое существо	2	2
173	с этой	5	2
174	сказать что	4	2
175	в виде	8	2
176	даже и	7	2
177	в себе	2	2
178	превратился в	2	2
179	в особенности	7	2
180	и этим	3	2
