N	2gram	Nazirov_Tr_1	Myshleni
1	в том	2	33
2	том что	4	27
3	то что	4	20
4	в этом	9	19
5	и в	18	15
6	не только	8	15
7	что в	4	14
8	что он	6	12
9	в самом	2	11
10	ребенка в	2	10
11	в целом	4	10
12	но и	4	10
13	в своем	3	9
14	может быть	7	9
15	не может	5	9
16	о том	2	9
17	так и	5	8
18	никогда не	2	8
19	не в	2	8
20	и что	4	8
21	к тому	2	7
22	и не	7	7
23	потому что	2	7
24	как бы	7	7
25	он не	2	7
26	что это	5	6
27	в частности	2	6
28	в этой	4	6
29	как это	3	6
30	но в	6	6
31	как и	5	6
32	это не	5	5
33	уже в	3	5
34	вопрос о	2	5
35	что с	3	5
36	и даже	4	5
37	друг друга	2	5
38	то же	5	5
39	говорит что	2	5
40	прежде всего	4	4
41	что все	2	4
42	ребенка и	2	4
43	по поводу	2	4
44	несмотря на	5	4
45	все это	4	4
46	который в	2	4
47	не имеет	2	4
48	так же	4	4
49	и с	7	4
50	с его	2	4
51	все же	5	4
52	как в	3	4
53	и его	6	4
54	он сам	7	3
55	об этом	4	3
56	и сам	3	3
57	для него	3	3
58	при этом	3	3
59	и до	2	3
60	данном случае	2	3
61	все эти	3	3
62	но эта	2	3
63	с ним	3	3
64	ничем не	2	3
65	и все	4	3
66	бы и	2	3
67	что она	2	3
68	тем самым	3	3
69	в данном	2	3
70	в отличие	2	3
71	и ее	2	3
72	и это	2	3
73	отличие от	2	3
74	ничего не	2	3
75	не могут	2	2
76	на всем	2	2
77	перед нами	2	2
78	столь же	2	2
79	ни в	2	2
80	и как	3	2
81	но все	2	2
82	как у	2	2
83	сам говорит	2	2
84	с ее	3	2
85	должно быть	3	2
86	в одном	2	2
87	у него	6	2
88	отнюдь не	3	2
89	в его	3	2
90	что и	2	2
91	как говорит	2	2
92	тем что	2	2
93	в себе	4	2
94	гораздо важнее	2	2
