N	2gram	Potebnia_M_2	KulturaY
1	и т	6	39
2	потому что	49	25
3	т п	3	24
4	и в	24	23
5	не только	15	20
6	в том	18	19
7	в этом	8	18
8	и не	19	16
9	было бы	13	15
10	так как	10	15
11	может быть	23	15
12	т д	3	14
13	если бы	11	12
14	у нас	2	12
15	в самом	4	12
16	все эти	2	12
17	том что	8	11
18	того чтобы	2	11
19	но в	4	11
20	что в	16	10
21	по себе	15	10
22	в языке	3	10
23	а не	18	10
24	вовсе не	9	9
25	вопрос о	2	9
26	то что	20	9
27	самом деле	2	9
28	для того	5	9
29	хотя бы	2	9
30	не может	12	9
31	с другой	6	8
32	прежде всего	7	8
33	не в	13	8
34	только потому	2	8
35	уже не	4	8
36	и что	4	8
37	языка и	3	8
38	что это	3	7
39	не менее	5	7
40	в нашем	2	7
41	все же	5	7
42	но и	9	7
43	другой стороны	2	7
44	слова в	5	6
45	это не	3	6
46	по крайней	5	6
47	крайней мере	5	6
48	но не	12	6
49	что не	5	6
50	тем не	6	6
51	то же	12	6
52	между тем	6	6
53	и на	8	6
54	что мы	11	6
55	не могут	7	5
56	что все	2	5
57	этом смысле	2	5
58	что он	4	5
59	тот же	5	5
60	еще не	4	5
61	в его	2	5
62	всяком случае	7	5
63	этого слова	6	5
64	один из	2	5
65	и тем	3	5
66	слова и	3	5
67	вместе с	11	5
68	все это	2	5
69	таким образом	11	5
70	там где	4	5
71	как это	2	5
72	и то	3	5
73	во всяком	7	5
74	само по	2	5
75	и здесь	2	5
76	только в	11	5
77	в них	5	4
78	к этому	2	4
79	на то	5	4
80	если мы	3	4
81	что на	3	4
82	но только	2	4
83	мы знаем	2	4
84	для нас	31	4
85	но все	2	4
86	должно быть	2	4
87	в нашей	2	4
88	или в	2	4
89	от того	5	4
90	хотя и	3	4
91	как бы	9	4
92	в нем	9	4
93	со стороны	3	4
94	так же	2	4
95	в связи	2	4
96	не было	6	4
97	не имеет	6	4
98	вряд ли	3	4
99	сказать что	2	4
100	могут быть	8	4
101	в каком	3	4
102	в то	6	4
103	в разговоре	2	4
104	так и	5	4
105	на этом	2	3
106	уже в	5	3
107	случаи когда	2	3
108	у него	2	3
109	всех этих	2	3
110	что слово	2	3
111	точно так	9	3
112	этого не	2	3
113	главным образом	4	3
114	же время	2	3
115	что оно	4	3
116	а только	8	3
117	о которых	3	3
118	же в	5	3
119	но это	3	3
120	того же	14	3
121	связи с	6	3
122	в ней	3	3
123	что и	11	3
124	не все	2	3
125	как не	3	3
126	что она	3	3
127	как в	10	3
128	так в	4	3
129	с этим	7	3
130	то и	9	3
131	те же	3	3
132	того что	7	3
133	что такое	2	3
134	и по	2	3
135	от слова	3	3
136	а в	8	3
137	и его	2	3
138	тем что	7	3
139	указание на	2	3
140	и это	2	3
141	есть в	2	3
142	если и	2	3
143	только для	5	2
144	они имеют	2	2
145	с тем	4	2
146	себе не	4	2
147	и есть	2	2
148	никогда не	4	2
149	смысле этого	3	2
150	состоит в	2	2
151	но даже	3	2
152	о котором	2	2
153	что у	2	2
154	оно не	3	2
155	не как	3	2
156	и от	3	2
157	и все	3	2
158	на такие	2	2
159	быть не	3	2
160	на все	3	2
161	связанные с	2	2
162	не должно	2	2
163	что они	5	2
164	в самой	3	2
165	в другом	2	2
166	и потому	2	2
167	с одной	4	2
168	что если	6	2
169	свою очередь	6	2
170	очевидно что	3	2
171	что само	3	2
172	но что	2	2
173	в свою	6	2
174	после того	2	2
175	при этом	13	2
176	по поводу	6	2
177	и если	4	2
178	мы в	3	2
179	между прочим	4	2
180	это определение	2	2
181	превращается в	2	2
182	есть явление	3	2
183	для обозначения	2	2
184	вообще и	2	2
185	и следовательно	2	2
186	не на	2	2
187	мы говорим	3	2
188	или же	7	2
189	того как	7	2
190	например что	2	2
191	и для	3	2
192	что за	2	2
193	которых мы	3	2
194	нам не	2	2
195	на самом	2	2
196	как и	7	2
197	образом в	4	2
198	с первого	2	2
199	тем самым	4	2
200	должны быть	4	2
201	и у	3	2
202	тем же	3	2
203	одно время	4	2
204	для самого	4	2
205	той же	3	2
206	что для	3	2
207	рядом с	3	2
208	с ними	3	2
209	быть только	2	2
210	также что	2	2
211	даже и	2	2
212	указания на	4	2
213	и вообще	3	2
214	могла бы	3	2
215	мы должны	2	2
216	могли бы	2	2
217	а это	2	2
218	то не	3	2
219	отношения к	2	2
220	не то	2	2
221	только как	6	2
