N	2gram	Vygotskiy__3	Istorich
1	и т	14	27
2	и в	38	26
3	т д	4	24
4	так же	2	18
5	то что	35	16
6	не только	12	15
7	что в	20	14
8	может быть	19	14
9	но и	5	12
10	что он	11	10
11	показывает что	2	10
12	таким образом	12	10
13	и его	6	10
14	при помощи	4	10
15	что и	4	9
16	этот случай	2	9
17	все же	8	9
18	и не	10	9
19	его в	3	9
20	так как	6	9
21	то же	10	8
22	а в	7	8
23	в этих	2	7
24	как и	8	7
25	в качестве	2	7
26	он не	6	7
27	как в	4	7
28	мы рассмотрим	2	7
29	их в	2	7
30	в этом	13	7
31	что здесь	2	7
32	мы видим	12	6
33	что они	4	6
34	мы видели	6	6
35	когда он	4	6
36	вместе с	5	6
37	не может	7	6
38	а не	7	6
39	и то	8	6
40	потому что	14	6
41	мы можем	7	6
42	к которым	5	5
43	у него	4	5
44	и как	8	5
45	в одном	8	5
46	к этому	3	5
47	в силу	2	5
48	и только	3	5
49	ничего не	2	5
50	в его	5	5
51	мы уже	7	5
52	до сих	6	5
53	то это	2	5
54	сих пор	5	5
55	как мы	7	5
56	и что	18	5
57	из которых	4	5
58	уже не	2	5
59	и по	2	5
60	не в	12	5
61	тем что	3	5
62	и здесь	6	5
63	в другом	5	5
64	но в	3	5
65	с другой	7	4
66	вовсе не	8	4
67	в тех	4	4
68	такое же	3	4
69	указывает на	6	4
70	в своей	5	4
71	он в	2	4
72	другой стороны	5	4
73	здесь не	3	4
74	того как	3	4
75	не просто	2	4
76	и даже	4	4
77	что этот	4	4
78	но он	2	4
79	в которых	6	4
80	о том	6	4
81	представляют собой	2	4
82	интересно что	3	4
83	только что	2	3
84	перед нами	8	3
85	и более	2	3
86	видели что	2	3
87	что у	7	3
88	в одной	2	3
89	из этих	3	3
90	к себе	2	3
91	указать на	3	3
92	к своему	2	3
93	же в	2	3
94	для нас	8	3
95	в том	25	3
96	по существу	2	3
97	том что	14	3
98	его к	2	3
99	но это	3	3
100	при этом	4	3
101	от своего	2	3
102	она не	6	3
103	и другие	2	3
104	мы увидим	12	3
105	и если	6	3
106	например в	2	3
107	большей частью	2	3
108	как бы	14	3
109	все эти	4	3
110	на то	16	3
111	но мы	2	3
112	наряду с	3	3
113	данном случае	2	3
114	что она	16	3
115	как это	6	3
116	не мог	4	3
117	не имеет	6	3
118	есть только	2	3
119	или в	5	3
120	вор и	2	3
121	в данном	2	3
122	только в	4	3
123	в русской	2	3
124	что эта	4	3
125	там где	6	3
126	должен был	2	3
127	к этой	2	3
128	и действительно	2	3
129	мы читаем	2	2
130	не могут	2	2
131	с тем	8	2
132	что образ	2	2
133	должна быть	5	2
134	никогда не	4	2
135	смысле этого	2	2
136	он может	2	2
137	это же	2	2
138	в своем	5	2
139	и во	2	2
140	с этим	8	2
141	и все	10	2
142	главным образом	3	2
143	и тем	3	2
144	видим что	8	2
145	ни в	3	2
146	говорит о	2	2
147	так что	8	2
148	представляет собой	2	2
149	есть в	2	2
150	в истории	2	2
151	одна из	4	2
152	на этом	5	2
153	говорит что	8	2
154	было бы	12	2
155	том как	2	2
156	если бы	14	2
157	конечно не	4	2
158	у нас	2	2
159	он говорит	6	2
160	к ним	3	2
161	указывают на	2	2
162	хотя бы	2	2
163	в нем	4	2
164	с той	4	2
165	в целом	4	2
166	не к	3	2
167	из них	6	2
168	дело не	2	2
169	все это	3	2
170	что это	10	2
171	и вот	2	2
172	здесь мы	4	2
173	совершенно ясно	13	2
174	того что	4	2
175	чтобы он	2	2
176	по его	3	2
177	увидим что	9	2
178	и на	6	2
179	с этой	2	2
180	а у	2	2
181	сказать что	4	2
182	или от	2	2
183	в виде	2	2
184	в себе	4	2
185	же самое	10	2
186	в этой	13	2
187	на это	3	2
188	этого слова	2	2
189	могло бы	2	2
190	так например	2	2
