N	2gram	Losev_Dial_2	VeschiIm
1	не есть	47	49
2	т е	30	42
3	не может	9	33
4	не только	19	31
5	может быть	20	29
6	это –	23	29
7	и не	30	28
8	и в	19	26
9	то что	14	24
10	вещи и	3	24
11	и есть	4	23
12	это значит	8	22
13	значит что	12	22
14	и т	17	21
15	т д	15	20
16	а не	16	20
17	не просто	12	18
18	есть только	4	17
19	что я	2	16
20	в смысле	5	15
21	и следовательно	5	15
22	что она	14	14
23	только в	5	14
24	и что	5	13
25	того что	6	13
26	по себе	18	13
27	что это	10	12
28	было бы	3	12
29	и –	4	12
30	но и	12	12
31	сказать что	10	12
32	есть не	7	12
33	все же	4	12
34	и то	7	12
35	что же	2	11
36	таким образом	4	11
37	с нею	3	11
38	общения с	3	11
39	то же	12	10
40	уже не	3	10
41	в ней	2	10
42	как бы	14	10
43	потому что	14	10
44	что мы	2	10
45	не значит	3	10
46	есть нечто	8	10
47	что такое	3	10
48	вещей и	3	9
49	в том	14	9
50	в самом	5	9
51	и с	5	9
52	прежде всего	8	9
53	что не	6	9
54	иное как	3	8
55	она есть	9	8
56	но это	7	8
57	с ее	2	8
58	что иное	3	8
59	не что	3	8
60	в себе	15	8
61	смысл и	2	8
62	и это	5	8
63	ничего не	3	8
64	смысла и	2	7
65	совершенно не	7	7
66	– не	9	7
67	что оно	4	7
68	также и	2	7
69	говорить о	5	7
70	в то	6	7
71	его в	3	7
72	так как	14	7
73	е в	3	7
74	если она	2	7
75	– в	8	7
76	том что	10	7
77	есть и	6	7
78	от всего	2	7
79	себя в	2	7
80	не будет	2	7
81	и их	3	7
82	как раз	5	7
83	и пр	5	7
84	д и	2	7
85	в этом	8	7
86	оно есть	3	6
87	и нечто	2	6
88	так что	7	6
89	и как	10	6
90	это есть	8	6
91	что они	6	6
92	есть ни	6	6
93	но что	7	6
94	что в	7	6
95	жизни и	6	6
96	ни с	4	6
97	и только	4	6
98	должно быть	7	6
99	в результате	2	6
100	точки зрения	12	6
101	когда мы	3	6
102	то не	3	6
103	но в	2	6
104	по крайней	9	6
105	ясно что	4	6
106	есть ли	5	6
107	необходимо чтобы	2	6
108	одно и	4	6
109	она не	8	6
110	крайней мере	9	6
111	бытие и	2	6
112	бы и	2	6
113	если мы	2	6
114	с ним	4	6
115	быть только	2	6
116	вещь но	2	6
117	не менее	3	5
118	содержит в	4	5
119	должна быть	5	5
120	это не	10	5
121	тем не	2	5
122	не в	8	5
123	еще не	4	5
124	– как	2	5
125	только и	2	5
126	должны быть	3	5
127	и тут	3	5
128	а в	4	5
129	и бытия	3	5
130	есть просто	3	5
131	или не	2	5
132	что тут	4	5
133	ни на	2	5
134	с тем	2	5
135	отнюдь не	6	5
136	тут –	7	5
137	в ее	4	5
138	это и	3	5
139	тут мы	2	5
140	но не	6	5
141	же это	4	5
142	в сущности	2	5
143	есть всегда	11	5
144	в чем	3	5
145	как только	3	4
146	я не	6	4
147	можно ли	3	4
148	в своем	4	4
149	с другой	5	4
150	вещи в	4	4
151	как же	3	4
152	независимо от	4	4
153	же время	5	4
154	тут не	3	4
155	и мы	3	4
156	между собою	3	4
157	когда я	2	4
158	только то	4	4
159	из них	3	4
160	в их	2	4
161	что есть	2	4
162	мы говорим	3	4
163	от того	4	4
164	и даже	14	4
165	с этим	3	4
166	о том	5	4
167	и более	3	4
168	и все	12	4
169	– совершенно	3	4
170	то это	2	4
171	как и	10	4
172	так чтобы	2	4
173	во всех	2	4
174	и потому	5	4
175	что и	5	4
176	быть и	4	4
177	собственно говоря	2	4
178	как я	2	4
179	оно –	2	4
180	с точки	8	4
181	то или	4	4
182	со всем	2	4
183	в данном	3	4
184	тем что	2	4
185	же не	3	4
186	сама по	7	3
187	никогда не	9	3
188	но –	5	3
189	вопрос о	3	3
190	не важно	2	3
191	можно сказать	5	3
192	к тому	2	3
193	несмотря на	2	3
194	без всякого	4	3
195	более или	2	3
196	это может	2	3
197	на этом	2	3
198	момент в	2	3
199	в нем	10	3
200	сам по	3	3
201	все это	4	3
202	можно только	2	3
203	мы находим	3	3
204	же –	4	3
205	всегда есть	2	3
206	существуют и	2	3
207	их в	2	3
208	думают что	2	3
209	реальности и	2	3
210	но как	5	3
211	мы имеем	3	3
212	тогда когда	6	3
213	или как	3	3
214	нисколько не	4	3
215	нет никакой	4	3
216	само по	2	3
217	в одном	4	3
218	в жизни	2	3
219	не мешает	5	3
220	что он	6	3
221	и притом	7	3
222	не быть	2	3
223	мы видим	2	3
224	ни о	2	3
225	себе не	3	3
226	в своей	8	3
227	вместе с	2	3
228	так и	10	3
229	или менее	2	3
230	да и	6	3
231	и тогда	3	3
232	в той	3	3
233	самом деле	4	3
234	хотя бы	4	3
235	не то	5	3
236	и вообще	6	3
237	явлений и	2	3
238	без этого	4	3
239	может не	4	2
240	же мы	3	2
241	это уже	2	2
242	в частности	2	2
243	о вещах	2	2
244	тому что	2	2
245	в каком-то	4	2
246	человека и	2	2
247	она сама	3	2
248	была бы	3	2
249	на все	2	2
250	же есть	2	2
251	а потому	2	2
252	– тоже	2	2
253	что на	2	2
254	а только	3	2
255	есть уже	2	2
256	и можно	2	2
257	ни в	10	2
258	но все	2	2
259	есть сама	4	2
260	она –	8	2
261	и нет	2	2
262	кроме того	3	2
263	и если	4	2
264	и та	6	2
265	мы уже	8	2
266	у меня	3	2
267	в виду	5	2
268	в сфере	2	2
269	так или	2	2
270	нечто совершенно	2	2
271	и уже	3	2
272	только одно	2	2
273	я сам	2	2
274	данном случае	2	2
275	но только	3	2
276	в разных	3	2
277	и вот	4	2
278	тех или	2	2
279	заключается в	4	2
280	так же	2	2
281	жизнь и	5	2
282	в своих	2	2
283	но ведь	2	2
284	– мы	3	2
285	как это	7	2
286	однако это	2	2
287	на него	2	2
288	личность как	2	2
289	не сама	3	2
290	от этого	3	2
291	о чем	3	2
292	а потом	4	2
293	ли что	2	2
294	в одну	5	2
295	бы ни	2	2
296	понимание есть	2	2
297	смысле что	3	2
298	а я	2	2
299	– и	3	2
300	в силу	5	2
301	себе как	3	2
302	и может	6	2
303	себе и	3	2
304	об этом	3	2
305	он не	4	2
306	и когда	4	2
307	только к	2	2
308	вещи ибо	2	2
309	– это	6	2
310	как в	2	2
311	как нечто	4	2
312	может и	2	2
313	все равно	5	2
314	и они	2	2
315	как мы	3	2
316	тем же	2	2
317	и его	5	2
318	или иначе	2	2
319	тут же	4	2
320	во всяком	2	2
321	в науке	2	2
322	это все	2	2
323	не потому	6	2
324	том как	2	2
325	это было	3	2
