N	2gram	Trubetskoy_1	Istorich
1	и в	23	22
2	в этом	12	17
3	что в	8	15
4	не только	7	14
5	мы видели	2	13
6	но и	9	12
7	и не	8	12
8	может быть	16	11
9	в этих	3	11
10	еще не	5	10
11	таким образом	31	10
12	но в	4	10
13	что он	7	9
14	в нем	3	9
15	что и	7	9
16	вместе с	6	9
17	в том	30	9
18	что они	2	8
19	с этим	11	8
20	том что	19	8
21	как мы	2	8
22	другой стороны	5	7
23	с другой	6	7
24	к этому	5	7
25	но не	2	7
26	то что	18	7
27	из них	5	7
28	мы должны	4	7
29	так как	7	7
30	связи с	4	6
31	в них	2	6
32	это не	3	6
33	мы уже	4	6
34	не вполне	3	6
35	то и	2	6
36	а в	3	6
37	то же	4	6
38	в течение	4	6
39	друг друга	2	6
40	мы можем	6	6
41	если бы	8	6
42	не менее	7	5
43	в частности	2	5
44	тем не	4	5
45	так что	5	5
46	до сих	8	5
47	все же	13	5
48	этом случае	4	5
49	он не	3	5
50	того что	6	5
51	сих пор	8	5
52	к нему	2	5
53	в этой	6	5
54	у нас	3	4
55	не в	8	4
56	в дальнейшем	2	4
57	только в	6	4
58	на этом	2	4
59	в свою	2	4
60	она не	2	4
61	они не	2	4
62	одним из	4	4
63	отношение к	4	4
64	для нас	3	4
65	и на	6	4
66	в данном	3	4
67	не может	17	4
68	все эти	19	4
69	и с	5	4
70	я не	2	3
71	что у	2	3
72	целый ряд	4	3
73	и от	5	3
74	он все	2	3
75	и все	7	3
76	представление о	3	3
77	прежде всего	3	3
78	к тому	8	3
79	и к	5	3
80	а затем	2	3
81	как и	9	3
82	все что	9	3
83	у него	5	3
84	было бы	3	3
85	но по	3	3
86	между прочим	2	3
87	выше мы	4	3
88	можно ли	2	3
89	в его	5	3
90	никогда не	4	3
91	в целом	5	3
92	быть и	5	3
93	данном случае	3	3
94	в связи	3	3
95	на нее	2	3
96	на том	2	3
97	и у	4	3
98	так же	8	3
99	с ними	2	3
100	потому что	9	3
101	и ее	2	3
102	из этих	8	3
103	далеко не	5	3
104	о том	7	3
105	его в	5	3
106	при помощи	3	3
107	их в	2	3
108	если это	2	3
109	однако это	2	3
110	не было	2	2
111	всех этих	4	2
112	с тем	2	2
113	независимо от	2	2
114	только не	2	2
115	знаем что	8	2
116	в сторону	2	2
117	вступают в	2	2
118	и так	2	2
119	в жизни	3	2
120	на месте	2	2
121	если он	2	2
122	на все	5	2
123	вовсе не	2	2
124	вопрос о	3	2
125	в тех	3	2
126	во всяком	2	2
127	мы знаем	10	2
128	тому же	6	2
129	но все	5	2
130	в силу	7	2
131	от него	3	2
132	такой же	2	2
133	и более	2	2
134	одна из	2	2
135	с одной	3	2
136	при этом	9	2
137	то время	2	2
138	ни один	3	2
139	одной стороны	2	2
140	совершенно не	3	2
141	же как	3	2
142	они могут	2	2
143	хотя и	4	2
144	в ней	3	2
145	и потому	3	2
146	всяком случае	2	2
147	в котором	2	2
148	даже в	3	2
149	и уже	2	2
150	отношению к	9	2
151	и это	3	2
152	жизни и	2	2
153	образом и	2	2
154	так и	10	2
155	по отношению	9	2
156	в своем	10	2
157	никто не	2	2
158	на самом	7	2
159	этот вопрос	2	2
160	из того	4	2
161	из этой	2	2
162	образом в	3	2
163	и некоторые	2	2
164	и что	8	2
165	и для	6	2
166	в которых	2	2
167	со своими	2	2
168	время от	2	2
169	и то	4	2
170	очень много	3	2
171	между тем	12	2
172	в виде	4	2
173	точки зрения	13	2
174	в другом	2	2
175	в то	6	2
176	ту же	2	2
177	как будто	5	2
178	где находится	2	2
179	что по	3	2
180	же не	3	2
