N	2gram	Bakhtin_Pr_3	DiskursI
1	не только	4	28
2	в том	14	23
3	а не	11	22
4	то есть	48	20
5	том что	5	19
6	может быть	12	17
7	и в	53	16
8	как и	11	16
9	в этом	8	15
10	еще не	5	14
11	но и	7	14
12	при этом	3	13
13	и т.п	31	12
14	прежде всего	15	11
15	но не	5	11
16	и не	15	11
17	по своей	9	11
18	с другой	2	10
19	как в	7	10
20	далеко не	2	10
21	в нем	10	9
22	по отношению	2	9
23	не может	2	9
24	а также	4	8
25	своего рода	3	8
26	так и	6	8
27	о том	2	8
28	но в	5	8
29	в основе	5	7
30	в его	8	7
31	то же	6	7
32	не было	4	7
33	в себе	5	7
34	только в	4	7
35	не в	2	7
36	можно сказать	8	5
37	тому же	2	5
38	как бы	14	5
39	в своей	3	5
40	то что	9	5
41	во всех	12	5
42	а в	2	5
43	в себя	6	5
44	в их	2	5
45	в эпоху	10	5
46	данного жанра	5	5
47	и на	18	5
48	с его	2	4
49	что в	2	4
50	в них	2	4
51	и к	5	4
52	что он	4	4
53	в истории	3	4
54	же время	5	4
55	одной из	4	4
56	на его	3	4
57	жанра в	2	4
58	отношение к	6	4
59	в особенности	2	4
60	потому что	5	4
61	между тем	2	4
62	могут быть	4	4
63	и т.д	2	4
64	перед нами	5	3
65	того же	2	3
66	это не	6	3
67	в одной	2	3
68	что и	3	3
69	в ее	3	3
70	времени и	2	3
71	по своему	6	3
72	они и	2	3
73	с этим	2	3
74	в самом	2	3
75	при всей	2	3
76	или на	2	3
77	один из	6	3
78	хотя бы	2	3
79	из них	4	3
80	таким образом	6	3
81	именно в	2	3
82	и даже	2	3
83	в своих	2	3
84	сказать что	10	3
85	тем что	2	3
86	точки зрения	4	3
87	в то	5	3
88	также и	4	3
89	и потому	5	3
90	литературы в	3	2
91	но они	4	2
92	не менее	3	2
93	одновременно и	3	2
94	никогда не	2	2
95	этого жанра	14	2
96	мысли о	2	2
97	и без	3	2
98	и одновременно	4	2
99	том числе	11	2
100	к себе	6	2
101	представления о	2	2
102	и во	4	2
103	или меньшей	3	2
104	и все	10	2
105	на ее	2	2
106	в каждом	4	2
107	к этому	4	2
108	до н.э	3	2
109	для понимания	2	2
110	в литературе	5	2
111	в соответствии	2	2
112	направлен на	2	2
113	более того	6	2
114	есть в	3	2
115	более или	3	2
116	числе и	10	2
117	большей или	3	2
118	так например	2	2
119	в начале	2	2
120	в сущности	10	2
121	одним из	3	2
122	к другим	2	2
123	хотя и	4	2
124	и др	14	2
125	например в	5	2
126	и тем	2	2
127	жанра и	2	2
128	в форме	6	2
129	или менее	3	2
130	жизни в	3	2
131	уже в	2	2
132	человека в	3	2
133	них в	2	2
134	как мы	5	2
135	и по	3	2
136	и его	10	2
137	в литературу	4	2
138	в рассказе	2	2
139	здесь в	10	2
140	что касается	2	2
141	наших дней	3	2
142	и ее	6	2
143	соответствии с	2	2
144	на протяжении	5	2
145	и вообще	3	2
146	так сказать	5	2
147	они не	3	2
148	это было	3	2
