N	2gram	Losev_Prob_2	Istorich
1	и в	35	24
2	что он	4	21
3	не только	24	21
4	и т	6	17
5	т д	6	16
6	может быть	18	14
7	не может	13	14
8	в этих	4	13
9	что в	11	13
10	в этом	17	12
11	и здесь	4	12
12	но и	16	11
13	том что	19	10
14	а в	4	10
15	и что	13	10
16	с другой	6	9
17	не в	2	9
18	все же	8	9
19	о том	18	9
20	потому что	13	9
21	еще не	10	8
22	что и	2	8
23	все это	4	8
24	другой стороны	5	8
25	то же	5	8
26	а не	10	8
27	или в	2	8
28	так как	7	8
29	один из	3	7
30	в том	12	7
31	одна из	3	7
32	во всех	2	7
33	то что	38	7
34	вместе с	2	7
35	к нему	2	7
36	таким образом	4	7
37	тем что	4	6
38	всех этих	4	6
39	об этом	2	6
40	для нас	9	6
41	как и	5	6
42	так же	5	6
43	но не	4	6
44	а именно	6	6
45	он не	2	6
46	и все	5	6
47	того что	12	6
48	только в	14	6
49	не менее	13	5
50	в тех	2	5
51	одной стороны	5	5
52	то это	3	5
53	так и	7	5
54	с одной	5	5
55	что она	4	5
56	здесь мы	3	5
57	ничего не	10	5
58	имеем в	2	5
59	но в	6	5
60	в состоянии	2	4
61	вовсе не	37	4
62	тем не	12	4
63	но все	2	4
64	представляет собой	2	4
65	при этом	3	4
66	мы уже	3	4
67	как бы	4	4
68	ли он	3	4
69	в их	3	4
70	то и	4	4
71	если не	4	4
72	и не	37	4
73	не имеет	7	4
74	мы не	7	4
75	точки зрения	2	4
76	в данном	10	4
77	мы должны	3	4
78	то не	3	4
79	на первый	4	4
80	мы можем	6	4
81	уже в	3	3
82	в качестве	2	3
83	в них	2	3
84	тогда когда	3	3
85	представление о	5	3
86	вопрос о	3	3
87	на то	6	3
88	так что	11	3
89	что они	3	3
90	кроме того	5	3
91	и если	3	3
92	не вполне	4	3
93	себе и	2	3
94	его в	3	3
95	не все	4	3
96	при помощи	8	3
97	сих пор	4	3
98	данном случае	5	3
99	в свете	3	3
100	как мы	5	3
101	должны были	3	3
102	эта связь	2	3
103	и наконец	3	3
104	и даже	11	3
105	и по	3	3
106	но это	6	3
107	хотя и	3	3
108	из этих	3	3
109	связи с	5	3
110	что мы	14	3
111	которой он	4	3
112	в конце	7	3
113	тоже не	7	3
114	как только	3	2
115	из самых	2	2
116	перед нами	2	2
117	не будет	11	2
118	по этому	3	2
119	тому что	3	2
120	вообще не	4	2
121	или даже	3	2
122	и от	3	2
123	прежде всего	11	2
124	не могут	4	2
125	не можем	4	2
126	стороны и	4	2
127	и ее	2	2
128	в то	6	2
129	ни в	6	2
130	без всякого	4	2
131	нас не	3	2
132	это значит	4	2
133	только о	8	2
134	есть знак	10	2
135	что при	4	2
136	она не	3	2
137	тот же	4	2
138	было бы	8	2
139	и тот	3	2
140	в действительности	2	2
141	в самом	5	2
142	и о	4	2
143	это обстоятельство	2	2
144	ни с	2	2
145	что из	2	2
146	тем более	10	2
147	и др	2	2
148	такое положение	3	2
149	и тем	4	2
150	другими словами	6	2
151	на том	3	2
152	на него	2	2
153	оказывается что	3	2
154	отличается от	2	2
155	здесь не	2	2
156	точно так	3	2
157	в связи	5	2
158	уже не	8	2
159	нами в	2	2
160	во многих	2	2
161	не просто	11	2
162	имеется в	3	2
163	но эта	3	2
164	мы здесь	3	2
165	что не	5	2
166	что такое	18	2
167	свое место	2	2
168	не так	2	2
169	которые не	2	2
170	сказать что	24	2
171	ничем не	2	2
172	в основе	3	2
173	с этим	5	2
174	и на	5	2
175	только на	9	2
176	но вот	2	2
177	в таких	3	2
178	все эти	7	2
179	и это	5	2
180	конечно не	2	2
181	то чтобы	2	2
182	если это	2	2
183	до сих	4	2
184	но при	2	2
