N	2gram	Bakhtin_Pr_2	Mirosoze
1	у достоевского	14	42
2	может быть	23	30
3	не только	11	29
4	и в	43	28
5	не может	18	28
6	но и	14	25
7	а не	7	25
8	он не	9	24
9	в этом	13	20
10	у него	6	17
11	не в	11	16
12	переходит в	2	15
13	в своей	4	15
14	никогда не	9	14
15	человека и	2	14
16	он был	3	14
17	до конца	4	14
18	в нем	12	13
19	человека в	4	13
20	и он	5	12
21	и это	4	12
22	для него	8	11
23	в самом	7	11
24	и не	29	11
25	что в	4	10
26	в своем	4	10
27	из подполья	2	10
28	достоевского и	2	10
29	прежде всего	10	10
30	и все	6	10
31	что он	13	10
32	было бы	5	10
33	в творчестве	2	10
34	достоевского в	4	9
35	но он	4	9
36	в его	10	9
37	не есть	2	9
38	и его	8	9
39	но не	5	8
40	в человеке	3	8
41	в котором	6	8
42	не был	2	7
43	в самой	4	7
44	достоевского он	2	7
45	образ человека	2	7
46	того что	2	7
47	в конце	2	7
48	но в	10	7
49	ивана карамазова	2	7
50	к нему	5	7
51	в себе	5	7
52	он сам	3	6
53	должна быть	3	6
54	в том	6	6
55	все это	5	6
56	лишь в	8	6
57	и на	10	6
58	человек и	2	6
59	достоевский не	2	6
60	только в	4	6
61	не могут	4	5
62	это не	3	5
63	достоевский в	4	5
64	для достоевского	3	5
65	у нас	2	5
66	как и	14	5
67	то что	7	5
68	достоевского нет	2	5
69	уже в	2	4
70	в этих	6	4
71	не знает	3	4
72	достоевского не	3	4
73	отношение к	2	4
74	в их	3	4
75	отношения к	2	4
76	а в	5	4
77	в которых	2	4
78	точки зрения	13	4
79	творчестве достоевского	3	4
80	обращен к	3	4
81	чем у	3	4
82	в них	4	4
83	не как	6	4
84	она не	3	4
85	за пределы	3	4
86	что и	3	4
87	уже не	3	4
88	тем что	3	4
89	себя и	3	3
90	о себе	7	3
91	к тому	4	3
92	для нас	2	3
93	достоевского но	3	3
94	в него	7	3
95	и их	3	3
96	должно быть	4	3
97	особенно в	2	3
98	с этим	2	3
99	и еще	2	3
100	его в	3	3
101	так как	4	3
102	то есть	4	3
103	и с	5	3
104	с его	4	3
105	в жизни	3	3
106	с собой	4	3
107	том что	2	3
108	есть и	3	3
109	ничего не	3	3
110	мы увидим	5	3
111	конечно не	2	3
112	на том	2	3
113	себя в	3	3
114	когда он	3	3
115	бы и	2	3
116	не была	3	3
117	хотя бы	2	3
118	все его	2	3
119	по своему	2	2
120	вопрос о	2	2
121	с их	2	2
122	записной книжке	2	2
123	с самим	8	2
124	о своей	3	2
125	него не	2	2
126	и нет	4	2
127	на этот	4	2
128	в виду	3	2
129	себе и	4	2
130	могут быть	3	2
131	отличается от	2	2
132	по отношению	5	2
133	все эти	5	2
134	и что	5	2
135	время как	2	2
136	его творчества	2	2
137	также и	3	2
138	сказать что	2	2
139	которую он	2	2
140	он и	3	2
141	как бы	22	2
142	о том	5	2
143	как он	2	2
144	бы в	5	2
145	с ним	3	2
146	а как	4	2
147	если бы	3	2
148	отношению к	5	2
149	к миру	2	2
150	в то	7	2
151	него как	2	2
152	то время	2	2
153	ведь это	2	2
154	достоевского это	3	2
155	до сих	7	2
156	пути и	2	2
157	и к	3	2
158	о нем	6	2
159	все же	3	2
160	героев достоевского	4	2
161	не хочет	3	2
162	сих пор	7	2
163	как в	2	2
164	мысли и	2	2
165	приводит к	6	2
166	входит в	2	2
167	бы не	2	2
168	т е	26	2
169	чтобы не	2	2
170	в той	5	2
171	и как	2	2
172	и для	3	2
173	конце концов	2	2
174	достоевского как	2	2
175	своей записной	2	2
176	отношении к	2	2
