N	3gram	Trubetskoy_1	Myshleni
1	с точки зрения	8	18
2	в том что	15	15
3	для того чтобы	7	15
4	с другой стороны	4	9
5	с одной стороны	2	8
6	по отношению к	9	7
7	о том что	4	6
8	заключается в том	2	6
9	по сравнению с	5	5
10	в то время	2	5
11	так же как	3	5
12	не может быть	3	5
13	вместе с тем	2	5
14	до сих пор	8	4
15	друг с другом	9	4
16	в свою очередь	2	3
17	на то что	7	3
18	во всяком случае	2	3
19	друг от друга	6	3
20	то что у	2	2
21	не в состоянии	2	2
22	в данном случае	3	2
23	том что он	2	2
24	в самом деле	5	2
25	мы говорили выше	5	2
26	в то же	2	2
27	между этими двумя	2	2
28	а с другой	2	2
29	то же время	2	2
