N	2gram	Ircho_Kome_3	Istorich
1	т е	16	29
2	что он	8	24
3	и т	4	19
4	не только	5	18
5	может быть	6	17
6	никогда не	3	15
7	и в	22	15
8	но и	4	14
9	так как	11	14
10	так же	4	13
11	что в	5	12
12	а в	7	12
13	то что	4	12
14	об этом	7	11
15	мы знаем	2	11
16	и не	21	11
17	в этом	8	11
18	что они	2	10
19	его в	8	10
20	то же	7	10
21	с тем	4	9
22	еще не	6	9
23	все же	4	9
24	и здесь	4	9
25	в другом	2	9
26	потому что	10	9
27	связи с	5	8
28	один из	3	8
29	он не	5	8
30	мы можем	3	8
31	том что	13	7
32	в нем	3	7
33	вместе с	9	7
34	сих пор	9	7
35	таким образом	12	7
36	не в	4	7
37	ничего не	3	7
38	видно что	2	6
39	так что	6	6
40	до сих	9	6
41	наряду с	2	6
42	в его	8	6
43	как бы	3	6
44	то это	5	6
45	что и	8	6
46	и что	6	6
47	в том	12	6
48	но в	5	6
49	с этим	3	5
50	прежде всего	5	5
51	в одном	2	5
52	этом случае	2	5
53	к тому	6	5
54	но все	4	5
55	как в	2	5
56	она не	2	5
57	было бы	3	5
58	в котором	2	5
59	на него	4	5
60	так и	4	5
61	что она	4	5
62	не может	3	5
63	в связи	4	5
64	а не	4	5
65	к нему	5	5
66	можно было	2	5
67	представляет собой	3	5
68	с одной	3	4
69	у него	4	4
70	в этой	3	4
71	при этом	7	4
72	одной из	3	4
73	в ней	4	4
74	после этого	2	4
75	дело не	2	4
76	из дома	5	4
77	и с	4	4
78	тем что	5	4
79	и на	2	4
80	в себе	4	4
81	к этой	2	4
82	в дом	14	3
83	должен был	4	3
84	в качестве	2	3
85	не мог	2	3
86	и его	6	3
87	на то	3	3
88	он был	4	3
89	как это	5	3
90	одной стороны	3	3
91	в доме	10	3
92	не совсем	2	3
93	должно было	3	3
94	но если	3	3
95	о том	8	3
96	отношению к	3	3
97	когда он	4	3
98	в их	2	3
99	все это	5	3
100	по отношению	5	3
101	роль в	2	3
102	мы не	2	3
103	он и	2	3
104	что мы	2	3
105	представляют собой	2	3
106	как он	3	3
107	и это	2	3
108	в других	3	3
109	на вопрос	2	2
110	уже в	2	2
111	во время	6	2
112	не было	2	2
113	самого начала	4	2
114	себя и	2	2
115	с другой	4	2
116	это не	2	2
117	она кормит	2	2
118	к себе	5	2
119	представление о	2	2
120	все еще	2	2
121	не знает	3	2
122	нисколько не	3	2
123	о его	2	2
124	ни в	10	2
125	а затем	2	2
126	отец и	3	2
127	по существу	2	2
128	как и	3	2
129	в силу	2	2
130	возможно что	3	2
131	в глаза	3	2
132	того чтобы	6	2
133	и если	2	2
134	на его	2	2
135	и для	4	2
136	в сущности	2	2
137	а также	2	2
138	что происходит	2	2
139	был бы	2	2
140	здесь нет	4	2
141	хотя бы	4	2
142	из них	5	2
143	во всех	2	2
144	у тебя	2	2
145	приводит к	3	2
146	не могла	3	2
147	другой стороны	2	2
148	с самого	4	2
149	человека в	2	2
150	самом деле	6	2
151	тут же	4	2
152	его не	2	2
153	с другими	2	2
154	в которых	5	2
155	умер и	2	2
156	в руки	2	2
157	к ней	8	2
158	состоит в	2	2
159	и ее	2	2
160	его на	2	2
161	нет ничего	2	2
162	что эта	2	2
163	здесь не	2	2
164	их в	3	2
165	в которой	3	2
166	тому же	6	2
167	в виду	2	2
