N	2gram	Losev_Prob_3	Myshleni
1	в процессе	2	27
2	и в	44	25
3	в том	21	23
4	том что	12	20
5	что в	8	17
6	так же	5	17
7	таким образом	9	17
8	в основе	2	16
9	с тем	5	16
10	как и	10	15
11	то что	23	15
12	в его	9	15
13	в этом	17	14
14	вместе с	2	14
15	может быть	28	13
16	в целом	6	13
17	так как	9	12
18	в качестве	3	12
19	по своему	2	11
20	могли бы	4	11
21	на основании	2	11
22	перед нами	8	10
23	что они	5	10
24	как бы	9	10
25	и не	35	10
26	и что	7	10
27	того что	8	10
28	было бы	8	10
29	что и	9	10
30	только в	19	10
31	мы могли	4	9
32	заключается в	4	9
33	связи с	8	9
34	как в	5	9
35	мы не	7	9
36	ни в	8	9
37	не является	11	8
38	тем что	4	8
39	как мы	8	8
40	уже в	3	7
41	все эти	7	7
42	что мы	8	7
43	как это	2	7
44	по себе	25	7
45	мы можем	6	7
46	не менее	10	6
47	с другой	7	6
48	не в	13	6
49	же как	3	6
50	и у	2	6
51	мы видели	2	6
52	не может	7	6
53	в связи	7	6
54	потому что	25	6
55	мы должны	7	6
56	что он	9	6
57	в отношении	2	6
58	но не	3	6
59	того же	2	6
60	не только	14	6
61	все же	6	6
62	в отличие	2	6
63	точки зрения	5	6
64	все это	5	6
65	можно было	4	6
66	слова и	3	6
67	отличие от	3	6
68	по типу	2	5
69	так и	10	5
70	именно в	2	5
71	что это	3	5
72	тем не	10	5
73	и как	3	5
74	но это	8	5
75	для него	3	5
76	при этом	4	5
77	с одной	2	5
78	и по	2	5
79	с ее	2	5
80	если бы	3	5
81	в понятии	2	5
82	мы уже	4	5
83	и к	6	5
84	о том	6	5
85	из которых	2	5
86	могут быть	2	5
87	в этой	3	5
88	в частности	2	4
89	никогда не	6	4
90	в своем	5	4
91	прежде всего	3	4
92	на то	3	4
93	к тому	3	4
94	всяком случае	6	4
95	время как	4	4
96	отнюдь не	10	4
97	из них	2	4
98	но и	10	4
99	от того	2	4
100	не столько	2	4
101	то и	5	4
102	друг друга	2	4
103	а в	5	4
104	сказать что	16	4
105	в то	9	4
106	с ним	7	4
107	мы имеем	2	4
108	в известном	2	4
109	что слово	2	4
110	с этим	2	4
111	и все	3	4
112	что оно	2	4
113	то время	4	4
114	еще не	5	4
115	мы говорили	2	4
116	он не	8	4
117	по сравнению	2	4
118	тем же	2	4
119	это значит	4	4
120	во всяком	9	4
121	могло бы	3	4
122	этого слова	5	4
123	и это	9	4
124	значит что	7	4
125	или иная	3	3
126	с этой	3	3
127	как оно	3	3
128	когда в	3	3
129	и сам	5	3
130	в самом	3	3
131	в котором	2	3
132	значение в	3	3
133	который в	2	3
134	другой стороны	5	3
135	отличается от	4	3
136	но только	6	3
137	в которых	3	3
138	в результате	2	3
139	его в	3	3
140	с которыми	2	3
141	как она	2	3
142	та или	3	3
143	были бы	2	3
144	сравнению с	2	3
145	с понятием	3	3
146	но как	4	3
147	то в	3	3
148	или иной	8	3
149	сами по	6	3
150	не есть	35	3
151	с ней	5	3
152	а с	2	3
153	когда он	2	3
154	если мы	16	3
155	этот вопрос	3	3
156	является в	2	3
157	в виде	6	3
158	ничего общего	7	3
159	то же	13	2
160	мы будем	2	2
161	можно ли	4	2
162	в этих	2	2
163	все они	2	2
164	тому что	4	2
165	том виде	2	2
166	и от	9	2
167	виде как	2	2
168	что является	2	2
169	первый план	2	2
170	теми или	3	2
171	этой точки	2	2
172	в тех	3	2
173	для нас	16	2
174	ни было	3	2
175	так что	12	2
176	но все	3	2
177	мы и	2	2
178	является не	2	2
179	смысле слова	8	2
180	оно возникает	2	2
181	не стоит	2	2
182	в нашей	2	2
183	такого рода	6	2
184	нас к	2	2
185	хотя и	5	2
186	той или	12	2
187	в нем	9	2
188	с той	5	2
189	для этого	6	2
190	и только	6	2
191	как на	2	2
192	ряд и	2	2
193	же типа	2	2
194	и здесь	5	2
195	в начале	2	2
196	ни на	3	2
197	того или	6	2
198	зрения на	2	2
199	бы быть	3	2
200	бы в	2	2
201	всех этих	2	2
202	само по	3	2
203	однако в	2	2
204	на котором	2	2
205	только при	4	2
206	и во	2	2
207	или другого	3	2
208	с нею	2	2
209	ясно что	6	2
210	или иного	3	2
211	и могут	2	2
212	между знаком	2	2
213	на первый	4	2
214	об этом	3	2
215	же в	3	2
216	только потому	2	2
217	в таком	5	2
218	есть и	2	2
219	указывает на	7	2
220	с их	2	2
221	и может	2	2
222	мы в	4	2
223	с теми	2	2
224	синего цвета	2	2
225	это так	2	2
226	и потому	7	2
227	а также	4	2
228	и особенно	2	2
229	в своей	5	2
230	только что	2	2
231	нами в	2	2
232	из того	3	2
233	уже не	7	2
234	тем самым	5	2
235	к проблеме	2	2
236	на этот	4	2
237	едва ли	5	2
238	и для	2	2
239	и его	5	2
240	у человека	2	2
241	знаком и	3	2
242	или в	4	2
243	с другими	3	2
244	и то	14	2
245	в каком	4	2
246	в себе	8	2
247	в чем	4	2
248	а как	2	2
