N	2gram	Bakhtin_Fr_2	Literetu
1	и не	15	22
2	и в	49	16
3	в мире	2	16
4	при этом	5	15
5	не только	17	14
6	но и	13	14
7	в этом	15	14
8	то что	6	12
9	может быть	5	12
10	в том	3	12
11	такого рода	2	10
12	то же	7	9
13	так и	6	9
14	в то	6	9
15	в жизни	4	8
16	том что	4	8
17	не может	7	8
18	в этой	10	8
19	как бы	11	8
20	в своей	5	7
21	же время	6	7
22	точки зрения	6	7
23	только в	13	7
24	с его	5	6
25	с другой	4	6
26	еще не	2	6
27	в его	18	6
28	и т.п	11	6
29	и его	17	6
30	в себе	4	6
31	в другом	2	6
32	о том	3	6
33	в качестве	2	5
34	в году	13	5
35	что он	3	5
36	в ее	3	5
37	как и	11	5
38	лишь в	4	5
39	вместе с	2	5
40	а в	4	5
41	этом отношении	3	5
42	именно в	6	5
43	то есть	32	5
44	место в	3	4
45	но не	5	4
46	никогда не	5	4
47	даже в	3	4
48	по существу	2	4
49	перед лицом	2	4
50	до конца	2	4
51	одной стороны	3	4
52	в начале	5	4
53	одним из	2	4
54	хотя и	2	4
55	из них	3	4
56	жизни в	3	4
57	с одной	3	4
58	в одном	3	4
59	прежде всего	19	3
60	в г	3	3
61	а затем	3	3
62	в романе	9	3
63	о чем	3	3
64	совершенно не	2	3
65	и к	4	3
66	на его	2	3
67	в самом	3	3
68	наконец в	3	3
69	еще в	2	3
70	для которого	3	3
71	с ее	3	3
72	жизни и	7	3
73	с точки	5	3
74	как на	4	3
75	тому как	2	3
76	там где	4	3
77	отношения к	4	3
78	в области	4	3
79	но в	4	3
80	в противоположность	2	2
81	сознания и	2	2
82	что в	2	2
83	в конце	2	2
84	одного из	2	2
85	вследствие этого	2	2
86	на то	2	2
87	в нем	9	2
88	же в	3	2
89	раз в	3	2
90	связи с	2	2
91	вот в	2	2
92	для него	9	2
93	можно сказать	2	2
94	и перед	3	2
95	было бы	3	2
96	со всеми	2	2
97	несмотря на	3	2
98	во всех	6	2
99	вплоть до	2	2
100	на страницах	2	2
101	один из	7	2
102	все же	7	2
103	отношение к	8	2
104	в ту	2	2
105	как мы	7	2
106	так же	2	2
107	и вот	3	2
108	того чтобы	2	2
109	другой стороны	3	2
110	и даже	2	2
111	в своих	4	2
112	и на	17	2
113	и с	6	2
114	автора и	2	2
115	тем что	4	2
116	подобно тому	2	2
117	далеко не	3	2
118	xix века	2	2
119	еще раз	2	2
120	и вовсе	2	2
121	и потому	5	2
122	здесь не	2	2
123	ее в	2	2
