N	2gram	Bakhtin_Fr_8	EvropaiC
1	таким образом	17	32
2	в том	13	31
3	и в	56	24
4	том что	8	20
5	все эти	15	19
6	не может	2	18
7	то что	3	17
8	может быть	3	15
9	все же	2	15
10	точки зрения	6	13
11	в своем	3	12
12	до сих	8	12
13	сих пор	8	12
14	самом деле	2	12
15	в этом	14	12
16	все это	8	11
17	между тем	3	11
18	как бы	11	10
19	культуры в	2	10
20	во всех	8	10
21	так и	13	10
22	культуры и	2	10
23	при этом	4	9
24	в результате	5	9
25	как и	5	9
26	что в	5	9
27	не в	3	8
28	в самом	9	8
29	так же	2	8
30	если бы	2	8
31	и все	6	8
32	с точки	2	8
33	но и	9	7
34	и не	9	7
35	по своей	4	7
36	о том	4	7
37	что он	2	7
38	или менее	2	7
39	на самом	2	7
40	того чтобы	4	7
41	для того	2	7
42	более или	2	7
43	все они	6	6
44	с другой	2	6
45	так что	3	6
46	в этой	6	6
47	несмотря на	2	6
48	и на	7	6
49	так как	4	6
50	с ним	2	6
51	и при	2	6
52	еще не	10	6
53	что и	3	6
54	в мире	2	6
55	только в	9	6
56	вместе с	2	6
57	что это	4	5
58	что все	4	5
59	у него	7	5
60	и их	8	5
61	другой стороны	2	5
62	как к	2	5
63	и с	8	5
64	потому что	6	5
65	его в	2	5
66	между собою	2	5
67	но в	6	5
68	к этому	2	5
69	и к	4	5
70	из всех	2	5
71	в то	12	5
72	по своему	8	5
73	в его	18	5
74	не только	8	5
75	и для	2	5
76	в себе	4	5
77	далеко не	2	5
78	в которой	4	5
79	никогда не	5	4
80	одним из	5	4
81	хотя и	2	4
82	из них	2	4
83	в их	3	4
84	и то	2	4
85	всех этих	3	4
86	связи с	6	4
87	мы уже	10	4
88	он не	5	4
89	многие из	2	4
90	то же	11	4
91	из которых	2	4
92	в виде	2	4
93	и т.д	3	4
94	в области	5	4
95	с одной	4	3
96	в нашем	2	3
97	в этих	11	3
98	не подлежит	3	3
99	в настоящее	3	3
100	в нем	8	3
101	данном случае	2	3
102	целый ряд	2	3
103	в совершенно	4	3
104	то ни	2	3
105	и других	4	3
106	образом в	2	3
107	и наконец	3	3
108	а в	2	3
109	это не	2	3
110	настоящее время	3	3
111	и потому	4	3
112	бы в	3	3
113	с тем	2	3
114	но по	4	3
115	прежде всего	6	3
116	во всем	4	3
117	конечно не	4	3
118	подлежит сомнению	3	3
119	даже в	4	3
120	в данном	2	3
121	очень много	2	3
122	в связи	3	3
123	в частности	7	2
124	ему и	2	2
125	о них	2	2
126	с этой	2	2
127	что эти	2	2
128	что на	2	2
129	как мы	7	2
130	для него	2	2
131	эта часть	2	2
132	такой же	5	2
133	что они	2	2
134	между людьми	2	2
135	же время	10	2
136	одной стороны	2	2
137	и сам	2	2
138	к нему	2	2
139	к ним	2	2
140	в ней	4	2
141	в котором	2	2
142	с ее	5	2
143	мы видели	5	2
144	бы то	2	2
145	двух культур	2	2
146	и до	10	2
147	образом и	3	2
148	что она	2	2
149	что для	3	2
150	они не	5	2
151	и некоторые	2	2
152	ни было	2	2
153	и те	2	2
154	в которых	2	2
155	не было	5	2
156	также и	2	2
157	то есть	24	2
158	в основе	4	2
159	и более	4	2
160	только не	2	2
161	из нее	2	2
162	в них	11	2
163	вовсе не	6	2
164	конечно в	2	2
165	одна из	4	2
166	но не	5	2
167	было бы	2	2
168	в сущности	8	2
169	в точке	2	2
170	в процессе	5	2
171	в ту	4	2
172	почти все	2	2
173	но с	2	2
174	между ними	2	2
175	и ее	4	2
176	в другом	3	2
177	ту же	4	2
178	в эту	2	2
179	все его	3	2
