N	2gram	Vygotskiy__5	Literetu
1	а не	10	20
2	и в	16	19
3	может быть	9	17
4	то же	8	12
5	и не	12	11
6	в том	18	10
7	как и	8	10
8	но и	6	10
9	состоит в	6	9
10	не может	18	9
11	в этом	25	9
12	в то	5	9
13	с другой	4	8
14	не только	16	8
15	и даже	2	8
16	том что	15	7
17	то что	26	7
18	так и	7	7
19	с одной	3	7
20	и т.д	4	7
21	не менее	3	6
22	одной стороны	3	6
23	при этом	4	6
24	и на	6	6
25	столь же	2	5
26	я не	2	5
27	у нас	2	5
28	но не	10	5
29	в качестве	4	5
30	он не	8	5
31	вместе с	4	5
32	того что	16	5
33	что в	16	4
34	в частности	3	4
35	в сфере	5	4
36	прежде всего	3	4
37	не в	6	4
38	того же	7	4
39	для него	5	4
40	в ней	2	4
41	в его	11	4
42	еще в	3	4
43	жизни и	2	4
44	так что	4	4
45	другой стороны	2	4
46	мы не	3	4
47	по отношению	12	4
48	тем что	5	4
49	точки зрения	18	4
50	в области	12	4
51	никогда не	5	3
52	в себя	3	3
53	что он	25	3
54	в нем	7	3
55	по существу	3	3
56	и как	3	3
57	одним из	2	3
58	но это	3	3
59	такой же	4	3
60	в этой	6	3
61	этот путь	2	3
62	в сущности	13	3
63	во всех	2	3
64	не с	2	3
65	отношению к	12	3
66	в их	3	3
67	то и	2	3
68	на свою	2	3
69	этом отношении	5	3
70	как я	3	3
71	так как	16	3
72	но с	2	3
73	сознания в	3	3
74	тем самым	8	3
75	с точки	9	3
76	как на	3	3
77	а в	3	3
78	и его	3	3
79	и то	4	3
80	и с	3	3
81	в другом	6	3
82	ничего не	5	3
83	на этом	3	2
84	при которой	2	2
85	к жизни	3	2
86	же как	7	2
87	с тем	3	2
88	у него	6	2
89	себя и	2	2
90	не является	5	2
91	в них	2	2
92	в какой	6	2
93	с этой	4	2
94	в виду	2	2
95	в одном	3	2
96	в жизни	2	2
97	вовсе не	2	2
98	что было	2	2
99	в такой	5	2
100	как уже	3	2
101	из того	11	2
102	и к	2	2
103	этом случае	3	2
104	очевидно что	2	2
105	все что	2	2
106	до конца	3	2
107	тот же	5	2
108	еще не	4	2
109	было бы	10	2
110	одной из	3	2
111	к объекту	7	2
112	свое время	2	2
113	как бы	5	2
114	в свое	2	2
115	если в	3	2
116	что и	3	2
117	как он	6	2
118	все же	3	2
119	же в	2	2
120	в целом	4	2
121	из них	2	2
122	могут быть	4	2
123	то как	3	2
124	в истории	2	2
125	мысли и	5	2
126	той же	4	2
127	я это	3	2
128	все равно	2	2
129	а потому	3	2
130	но только	2	2
131	и что	12	2
132	для того	14	2
133	из которых	3	2
134	не станем	2	2
135	хотя бы	5	2
136	речь в	3	2
137	не знает	5	2
138	в своих	2	2
139	то в	3	2
140	в результате	4	2
141	потому что	21	2
142	в основе	8	2
143	подобно тому	4	2
144	но как	3	2
145	что я	2	2
146	ту же	2	2
147	о том	8	2
148	что нам	2	2
149	представляет собой	7	2
150	тому как	4	2
151	к этой	3	2
152	как это	8	2
153	с ним	5	2
154	но в	6	2
