N	2gram	Losev_Dial_3	Komedia
1	и в	24	22
2	и не	27	21
3	т е	48	16
4	том что	8	13
5	в том	5	12
6	таким образом	13	12
7	со стороны	2	11
8	так как	6	11
9	ни в	9	10
10	потому что	7	10
11	в самом	7	9
12	если бы	6	8
13	в своем	3	8
14	что он	13	8
15	в его	2	8
16	что и	6	8
17	в этом	8	8
18	о том	6	8
19	об этом	6	7
20	при этом	2	7
21	то же	6	7
22	только что	4	7
23	а в	2	7
24	ясно что	7	6
25	тому же	2	6
26	еще не	2	6
27	для того	3	6
28	к тому	4	6
29	может быть	13	6
30	как раз	7	6
31	самом деле	6	6
32	и что	15	6
33	так что	8	6
34	и его	5	6
35	в то	5	6
36	не менее	11	5
37	что в	7	5
38	же время	3	5
39	прежде всего	8	5
40	то это	9	5
41	что его	5	5
42	как это	5	5
43	хотя и	5	5
44	не только	23	5
45	из них	3	5
46	все это	6	5
47	он не	5	5
48	тем что	3	5
49	к нему	3	5
50	но в	2	5
51	у него	2	4
52	отнюдь не	10	4
53	с другой	4	4
54	вовсе не	13	4
55	нет и	4	4
56	и здесь	2	4
57	все же	3	4
58	не в	3	4
59	несмотря на	2	4
60	в ней	2	4
61	тем более	3	4
62	и т	24	4
63	то что	14	4
64	но и	9	4
65	что она	9	4
66	а не	26	4
67	и для	2	4
68	друг друга	3	4
69	так же	4	4
70	точки зрения	25	4
71	на себя	3	4
72	в себе	2	4
73	бы в	2	4
74	так и	5	4
75	хотя бы	4	4
76	и с	6	4
77	ничем не	7	4
78	с его	2	3
79	в частности	2	3
80	никогда не	7	3
81	в них	5	3
82	на них	2	3
83	с этой	5	3
84	с этим	3	3
85	если не	3	3
86	в нем	3	3
87	на то	3	3
88	и к	5	3
89	тем не	10	3
90	как и	7	3
91	все что	3	3
92	одной стороны	3	3
93	было бы	5	3
94	конечно не	4	3
95	как бы	3	3
96	из себя	2	3
97	тех пор	2	3
98	даже не	6	3
99	не может	19	3
100	с одной	3	3
101	все равно	2	3
102	из того	2	3
103	что не	5	3
104	с точки	14	3
105	и даже	13	3
106	не имеет	11	3
107	их в	2	3
108	во всяком	2	3
109	не о	2	3
110	но если	6	3
111	говорить о	4	3
112	не знает	3	3
113	и этим	3	3
114	ничего не	17	3
115	всяком случае	2	3
116	в основе	3	2
117	что их	2	2
118	все время	3	2
119	не мешает	2	2
120	себя и	2	2
121	как видим	2	2
122	и без	3	2
123	того кто	3	2
124	не будет	3	2
125	это не	4	2
126	нового времени	2	2
127	и все	6	2
128	сама она	2	2
129	и я	3	2
130	не могут	4	2
131	нет никаких	2	2
132	от отца	5	2
133	мы знаем	3	2
134	по существу	2	2
135	в силу	3	2
136	она не	3	2
137	бы то	2	2
138	то время	4	2
139	только как	5	2
140	и если	2	2
141	совершенно не	2	2
142	в сущности	10	2
143	за пределы	3	2
144	и о	3	2
145	от того	4	2
146	и он	2	2
147	так или	2	2
148	если же	8	2
149	на основании	2	2
150	в их	2	2
151	как мы	2	2
152	другой стороны	2	2
153	все еще	2	2
154	при всем	4	2
155	она была	2	2
156	целый ряд	2	2
157	его не	2	2
158	хочет быть	2	2
159	даже если	2	2
160	не было	3	2
161	время как	4	2
162	мы не	5	2
163	из которых	3	2
164	да что	2	2
165	что для	5	2
166	в таком	14	2
167	или иначе	2	2
168	меньше чем	2	2
169	в своих	2	2
170	и на	3	2
171	людей и	2	2
172	тому что	4	2
173	и во	2	2
174	он и	3	2
175	и ее	3	2
176	нет ни	2	2
177	что мы	8	2
178	е в	4	2
179	его на	2	2
180	и это	4	2
181	нет ничего	9	2
182	из этого	2	2
183	к этой	2	2
184	отца и	2	2
185	к отцу	2	2
186	в виду	7	2
