N	2gram	Vygotskiy__3	Morfolog
1	может быть	19	52
2	и т	14	49
3	т д	4	47
4	таким образом	12	20
5	представляет собой	2	17
6	не может	7	17
7	в этих	2	16
8	с этим	8	14
9	и в	38	13
10	в этом	13	13
11	действующих лиц	5	13
12	так как	6	12
13	перед нами	8	11
14	мы видим	12	11
15	видим что	8	10
16	представляют собой	2	10
17	заметить что	2	10
18	то же	10	9
19	и не	10	9
20	а не	7	9
21	с другой	7	8
22	по существу	2	8
23	что и	4	8
24	при помощи	4	8
25	в тех	4	7
26	в качестве	2	7
27	но если	4	7
28	все же	8	7
29	этот случай	2	6
30	не могут	2	6
31	и здесь	6	6
32	в том	25	6
33	а в	7	6
34	если мы	6	5
35	и другие	2	5
36	в море	2	5
37	мы увидим	12	5
38	наряду с	3	5
39	во всех	4	5
40	далеко не	3	5
41	как бы	14	5
42	один из	6	5
43	то что	35	5
44	образом мы	4	5
45	или в	5	5
46	потому что	14	5
47	мы не	5	5
48	и затем	2	4
49	что в	20	4
50	и как	8	4
51	вовсе не	8	4
52	очень часто	2	4
53	увидим ниже	2	4
54	что его	2	4
55	было бы	12	4
56	несмотря на	5	4
57	не только	12	4
58	то это	2	4
59	как в	4	4
60	как мы	7	4
61	другой стороны	5	4
62	так же	2	4
63	показать что	7	4
64	как и	8	4
65	там где	6	4
66	тем что	3	4
67	точки зрения	16	4
68	с точки	9	4
69	могла бы	3	4
70	на этом	5	4
71	его в	3	4
72	ничего не	2	4
73	только что	2	3
74	если бы	14	3
75	между собой	2	3
76	в какой	5	3
77	же в	2	3
78	том что	14	3
79	но это	3	3
80	что они	4	3
81	в целом	4	3
82	того чтобы	9	3
83	в сущности	10	3
84	он не	6	3
85	ни в	3	3
86	но и	5	3
87	целый ряд	2	3
88	на самом	2	3
89	самом деле	21	3
90	из которых	4	3
91	к чему	6	3
92	и по	2	3
93	и для	4	3
94	можно назвать	2	3
95	мы можем	7	3
96	из них	6	3
97	и ее	2	3
98	большей частью	2	3
99	в то	3	3
100	в один	3	3
101	но в	3	3
102	совсем не	3	2
103	и более	2	2
104	с тем	8	2
105	в виде	2	2
106	хотя бы	2	2
107	та же	3	2
108	что эта	4	2
109	состоит в	3	2
110	к этому	3	2
111	что он	11	2
112	утверждать что	2	2
113	животных и	2	2
114	так например	2	2
115	и к	3	2
116	в нее	2	2
117	только в	4	2
118	он приводит	3	2
119	то время	2	2
120	для него	2	2
121	одной стороны	5	2
122	мы уже	7	2
123	с теми	3	2
124	из двух	3	2
125	благодаря этому	2	2
126	то как	2	2
127	без всякой	2	2
128	и только	3	2
129	а с	2	2
130	с одной	6	2
131	все эти	4	2
132	и что	18	2
133	к себе	2	2
134	того что	4	2
135	для того	8	2
136	уже не	2	2
137	не имеет	6	2
138	заставляет его	2	2
139	и его	6	2
140	в другом	5	2
141	или не	2	2
142	о том	6	2
143	что эти	4	2
144	ясно что	6	2
145	здесь не	3	2
146	одна из	4	2
147	сказать что	4	2
148	как это	6	2
149	время как	4	2
