N	2gram	Vinokur_Ku_2	Vladivir
1	и в	23	40
2	то что	9	28
3	и не	16	25
4	не только	20	25
5	у него	3	24
6	но и	7	18
7	в том	19	18
8	том что	11	18
9	еще и	2	18
10	что в	10	17
11	также и	5	17
12	в этом	18	16
13	в его	5	14
14	не может	9	14
15	точки зрения	14	13
16	вовсе не	9	13
17	только в	5	13
18	а именно	2	12
19	сказать что	4	12
20	даже и	2	12
21	в конце	4	12
22	никогда не	2	11
23	таким образом	5	11
24	потому что	25	11
25	прежде всего	8	10
26	тем не	6	10
27	ни в	4	10
28	не просто	2	10
29	и потому	2	10
30	как раз	3	10
31	в году	2	10
32	и его	3	10
33	не менее	7	9
34	что это	7	9
35	уже не	8	9
36	и с	7	9
37	и то	5	9
38	в своей	2	9
39	что же	5	9
40	в своем	2	8
41	в этой	6	8
42	может быть	15	8
43	так же	4	8
44	и что	8	8
45	он не	3	8
46	а также	3	8
47	как мы	3	8
48	а не	10	8
49	что все	5	7
50	к тому	4	7
51	а только	3	7
52	несмотря на	5	7
53	и если	2	7
54	хотя и	4	7
55	а в	3	7
56	в своих	2	7
57	так как	15	7
58	с тем	2	7
59	того что	3	7
60	в то	4	7
61	что и	3	7
62	вместе с	5	7
63	как и	2	7
64	и здесь	5	6
65	да и	6	6
66	смысле слова	2	6
67	и даже	2	6
68	и на	6	6
69	и от	2	6
70	по себе	10	6
71	об этом	5	6
72	так и	4	6
73	хотя бы	9	6
74	с точки	8	6
75	но это	3	6
76	и это	3	6
77	с другой	8	5
78	для нас	4	5
79	не говорит	2	5
80	должно быть	4	5
81	отношения к	2	5
82	в отношении	2	5
83	не было	4	5
84	все эти	12	5
85	в ней	3	5
86	отнюдь не	4	5
87	что он	5	5
88	у нас	12	5
89	между прочим	2	5
90	можно было	9	5
91	конце концов	3	5
92	в данном	4	5
93	тем что	3	5
94	ничего не	4	5
95	но даже	2	4
96	точно так	3	4
97	вопрос о	9	4
98	на то	4	4
99	что если	2	4
100	до конца	3	4
101	в самом	12	4
102	от того	4	4
103	не имеет	4	4
104	бы и	4	4
105	в результате	4	4
106	однако и	2	4
107	мы должны	2	4
108	как это	5	4
109	и все	2	4
110	по существу	5	4
111	чем в	3	4
112	но не	6	4
113	еще не	5	4
114	было бы	15	4
115	и о	4	4
116	никак не	3	4
117	то же	6	4
118	если мы	4	4
119	в каком	4	4
120	все же	7	4
121	но в	11	4
122	перед нами	4	3
123	уже в	3	3
124	я не	5	3
125	же как	2	3
126	в качестве	8	3
127	это не	6	3
128	только о	2	3
129	подобного рода	5	3
130	мы знаем	4	3
131	но все	4	3
132	при этом	2	3
133	но для	3	3
134	как бы	4	3
135	в виду	3	3
136	всяком случае	5	3
137	был бы	2	3
138	и тем	5	3
139	в нем	4	3
140	к нему	2	3
141	мы видели	2	3
142	вопросе о	2	3
143	отличается от	3	3
144	в связи	4	3
145	с одной	2	3
146	именно в	3	3
147	сводится к	3	3
148	но вот	2	3
149	мы имеем	5	3
150	этого не	3	3
151	том случае	2	3
152	нисколько не	3	3
153	если бы	12	3
154	само по	5	3
155	этом смысле	5	3
156	же в	3	3
157	оно не	2	3
158	не все	3	3
159	в отличие	2	3
160	всякого рода	2	3
161	на самом	2	3
162	того чтобы	11	3
163	и у	2	3
164	не в	8	3
165	и для	2	3
166	во всяком	5	3
167	и вообще	2	3
168	и вовсе	2	3
169	здесь не	3	3
170	отличие от	2	3
171	не могут	5	2
172	мы будем	2	2
173	ни к	15	2
174	должна быть	5	2
175	можно ли	4	2
176	в нашем	7	2
177	все они	2	2
178	случае если	2	2
179	с этой	2	2
180	что на	4	2
181	интересно что	2	2
182	же время	3	2
183	но что	2	2
184	в нашей	4	2
185	же и	2	2
186	так или	2	2
187	что она	3	2
188	в их	2	2
189	другой стороны	7	2
190	то и	3	2
191	которых мы	2	2
192	но только	4	2
193	и по	3	2
194	бы на	2	2
195	этом отношении	3	2
196	что касается	2	2
197	и еще	2	2
198	что мы	6	2
199	ни на	2	2
200	иметь в	2	2
201	то не	2	2
202	к этой	3	2
203	и более	2	2
204	знаем что	3	2
205	не как	2	2
206	с этим	3	2
207	к этому	4	2
208	не хочет	2	2
209	о которых	3	2
210	в силу	7	2
211	того же	3	2
212	она не	2	2
213	совершенно не	3	2
214	в сущности	9	2
215	по преимуществу	2	2
216	но оно	2	2
217	он уже	2	2
218	со стороны	4	2
219	как можно	2	2
220	но уже	2	2
221	как не	3	2
222	данном случае	2	2
223	но можно	2	2
224	не на	2	2
225	и сейчас	2	2
226	тем самым	2	2
227	для того	9	2
228	роль в	2	2
229	или иначе	3	2
230	от этого	2	2
231	в другом	2	2
232	связи с	3	2
233	что эта	2	2
234	а если	2	2
235	о значении	2	2
