N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	65
2	как бы	2	22
3	и не	14	22
4	вовсе не	2	18
5	в том	11	16
6	в этом	10	15
7	но в	3	14
8	в нем	6	13
9	нового времени	2	13
10	прежде всего	4	11
11	и на	7	11
12	том числе	3	10
13	и его	12	10
14	не только	7	10
15	но и	10	10
16	так и	12	10
17	в его	4	9
18	во всех	3	9
19	все это	3	9
20	по своему	2	8
21	в своем	6	8
22	в духе	2	8
23	здесь в	3	8
24	и другие	2	8
25	его в	4	7
26	жизни и	3	7
27	точки зрения	4	7
28	только в	4	7
29	том что	9	6
30	все же	4	6
31	как мы	4	6
32	еще не	6	6
33	может быть	11	6
34	в ней	3	6
35	и у	2	6
36	одно из	2	6
37	так как	4	6
38	с его	5	5
39	в одном	2	5
40	в частности	4	5
41	еще более	2	5
42	в них	4	5
43	потому что	6	5
44	отличие от	2	5
45	на протяжении	10	5
46	рядом с	2	5
47	в своей	3	5
48	как в	3	5
49	как и	4	5
50	в той	2	5
51	с их	4	5
52	между тем	4	5
53	и все	2	5
54	связи с	3	4
55	и к	2	4
56	не в	2	4
57	в этой	3	4
58	отношение к	2	4
59	в самом	4	4
60	из них	7	4
61	сих пор	2	4
62	до сих	2	4
63	в их	3	4
64	для нас	3	4
65	в отличие	2	4
66	во время	6	4
67	и еще	2	4
68	что в	9	3
69	не является	2	3
70	это не	2	3
71	и во	2	3
72	в тех	3	3
73	что он	5	3
74	в ее	2	3
75	но все	3	3
76	в самой	3	3
77	даже в	2	3
78	к нему	3	3
79	то что	6	3
80	от всех	2	3
81	и их	3	3
82	до нас	4	3
83	не может	3	3
84	с другой	2	3
85	друг друга	3	3
86	в других	2	3
87	второй половины	2	3
88	и вовсе	2	3
89	и здесь	6	3
90	и с	5	3
91	в виду	2	3
92	мира в	4	3
93	но не	3	2
94	к тому	12	2
95	представления о	2	2
96	и от	4	2
97	из этих	4	2
98	же в	4	2
99	он был	2	2
100	да и	3	2
101	а затем	5	2
102	это время	3	2
103	многие из	3	2
104	мы найдем	3	2
105	одной стороны	2	2
106	в это	2	2
107	например в	3	2
108	наряду с	6	2
109	интерес к	3	2
110	от того	2	2
111	хотя и	4	2
112	он не	2	2
113	на что	2	2
114	в народном	2	2
115	не вполне	2	2
116	нет и	2	2
117	и особенно	3	2
118	и для	4	2
119	в целом	4	2
120	в изображении	2	2
121	с одной	2	2
122	не для	2	2
123	на этот	4	2
124	одним из	2	2
125	роль в	2	2
126	или в	3	2
127	в этих	4	2
128	в наиболее	4	2
129	о том	6	2
130	и это	2	2
131	у других	2	2
132	дошедших до	2	2
133	это было	4	2
