N	2gram	Losev_Prob_2	Literetu
1	а не	10	20
2	и в	35	19
3	может быть	18	17
4	то же	5	12
5	и не	37	11
6	в том	12	10
7	как и	5	10
8	но и	16	10
9	такого рода	15	9
10	не может	13	9
11	в этом	17	9
12	в то	6	9
13	с другой	6	8
14	не только	24	8
15	и даже	11	8
16	том что	19	7
17	то что	38	7
18	так и	7	7
19	с одной	5	7
20	слова и	4	7
21	не менее	13	6
22	в себе	5	6
23	одной стороны	5	6
24	при этом	3	6
25	и на	5	6
26	для всех	2	5
27	у нас	18	5
28	одна из	3	5
29	но не	4	5
30	в качестве	2	5
31	он не	2	5
32	вместе с	2	5
33	того что	12	5
34	то есть	39	5
35	что в	11	4
36	в частности	5	4
37	прежде всего	11	4
38	не в	2	4
39	отнюдь не	5	4
40	в ней	2	4
41	в его	7	4
42	еще в	2	4
43	даже в	2	4
44	один из	3	4
45	так что	11	4
46	другой стороны	5	4
47	мы не	7	4
48	каждый из	2	4
49	тем что	4	4
50	точки зрения	2	4
51	едва ли	9	4
52	в области	6	4
53	перестает быть	3	3
54	что он	4	3
55	и как	4	3
56	но это	6	3
57	в этой	9	3
58	во всех	2	3
59	речь идет	2	3
60	и др	2	3
61	данном случае	5	3
62	себе и	2	3
63	а именно	6	3
64	в их	3	3
65	то и	4	3
66	и для	6	3
67	так как	7	3
68	тем самым	7	3
69	как на	2	3
70	а в	4	3
71	и то	10	3
72	и с	10	3
73	в данном	10	3
74	ничего не	10	3
75	том числе	2	2
76	уже в	3	2
77	не было	3	2
78	с тем	3	2
79	в нашем	3	2
80	не является	7	2
81	для этого	3	2
82	в них	2	2
83	по крайней	6	2
84	в конце	7	2
85	в виду	8	2
86	все еще	4	2
87	вовсе не	37	2
88	в такой	2	2
89	и к	3	2
90	а также	2	2
91	крайней мере	6	2
92	для нас	9	2
93	этом случае	7	2
94	тем не	12	2
95	ведь мы	2	2
96	все что	3	2
97	ведь это	2	2
98	и без	5	2
99	тот же	4	2
100	еще не	10	2
101	было бы	8	2
102	и сам	2	2
103	не так	2	2
104	свидетельствует о	2	2
105	как бы	4	2
106	не вполне	4	2
107	был бы	6	2
108	для себя	9	2
109	говоря уже	4	2
110	что и	2	2
111	уже о	4	2
112	все же	8	2
113	и т	6	2
114	но уже	5	2
115	в целом	3	2
116	по преимуществу	2	2
117	в истории	3	2
118	не говоря	4	2
119	мысли и	2	2
120	как раз	8	2
121	и только	4	2
122	той же	2	2
123	все равно	3	2
124	но только	4	2
125	уже не	8	2
126	и что	13	2
127	для того	3	2
128	что не	5	2
129	из которых	2	2
130	и наконец	3	2
131	хотя бы	12	2
132	на свете	4	2
133	не знает	3	2
134	в своих	3	2
135	в результате	4	2
136	потому что	13	2
137	в основе	3	2
138	есть по	2	2
139	даже и	18	2
140	подобно тому	2	2
141	но как	6	2
142	о том	18	2
143	представляет собой	2	2
144	тому как	3	2
145	в него	2	2
146	но в	6	2
