N	2gram	Vygotskiy__3	Problema
1	и в	25	30
2	в своей	2	22
3	то что	15	18
4	не только	6	18
5	том что	20	17
6	в этом	14	17
7	но и	4	13
8	таким образом	17	13
9	потому что	6	13
10	в том	23	12
11	в его	15	12
12	и не	10	12
13	о том	5	12
14	в своем	4	11
15	так что	2	11
16	в виде	3	10
17	для нас	2	10
18	точки зрения	6	10
19	в этой	5	10
20	все же	6	9
21	который в	3	9
22	сказать что	4	9
23	только в	10	9
24	и все	4	9
25	хотя и	2	8
26	никогда не	4	7
27	что он	6	7
28	как и	15	7
29	связи с	9	7
30	но не	6	7
31	может быть	13	7
32	вместе с	14	7
33	так и	5	7
34	в связи	6	7
35	не в	6	7
36	в результате	3	7
37	с другой	6	6
38	прежде всего	4	6
39	уже не	2	6
40	и как	5	6
41	и для	2	6
42	как бы	10	6
43	в нем	2	6
44	что и	10	6
45	другой стороны	3	6
46	и что	10	6
47	а в	4	6
48	и его	2	6
49	и на	6	6
50	его в	3	6
51	так как	12	6
52	не менее	6	5
53	с тем	16	5
54	что в	17	5
55	тем не	5	5
56	в силу	6	5
57	так же	17	5
58	в самом	3	5
59	и их	3	5
60	еще в	2	5
61	не может	6	5
62	и у	6	5
63	и то	2	5
64	того как	3	5
65	мы можем	7	5
66	в частности	4	4
67	отнюдь не	4	4
68	тогда когда	4	4
69	человека и	5	4
70	ни в	9	4
71	все еще	2	4
72	ясно что	2	4
73	в смысле	4	4
74	об этом	2	4
75	но все	2	4
76	при этом	5	4
77	того же	6	4
78	было бы	10	4
79	и сам	3	4
80	в качестве	12	4
81	а с	3	4
82	и к	5	4
83	не мог	4	4
84	или в	2	4
85	в себе	2	4
86	в то	4	4
87	едва ли	2	4
88	все время	2	3
89	именно в	5	3
90	однако в	2	3
91	в отношении	6	3
92	о котором	2	3
93	но только	3	3
94	же в	2	3
95	в начале	2	3
96	что они	10	3
97	тот же	2	3
98	смысле слова	2	3
99	то время	4	3
100	указывает на	2	3
101	еще не	4	3
102	одной стороны	5	3
103	для того	7	3
104	он не	4	3
105	в новое	2	3
106	а также	2	3
107	с одной	5	3
108	того что	10	3
109	тем же	4	3
110	внимание на	2	3
111	время как	4	3
112	от этого	6	3
113	и другое	5	3
114	этом смысле	2	3
115	с ним	4	3
116	в одном	2	3
117	не могут	4	2
118	мы будем	2	2
119	по этому	3	2
120	но тем	2	2
121	в них	2	2
122	в какой	4	2
123	как в	9	2
124	с этой	3	2
125	уже в	7	2
126	один из	6	2
127	к этому	3	2
128	по себе	7	2
129	со всей	2	2
130	на то	4	2
131	к тому	4	2
132	то же	2	2
133	как мы	8	2
134	мы и	2	2
135	не будет	2	2
136	в свою	3	2
137	в нашей	2	2
138	со всеми	6	2
139	бы с	2	2
140	мы имеем	4	2
141	на его	2	2
142	такого рода	2	2
143	стороны он	2	2
144	вслед за	3	2
145	в роли	2	2
146	всяком случае	4	2
147	в котором	3	2
148	отношению к	2	2
149	из них	4	2
150	когда он	3	2
151	наряду с	3	2
152	все что	2	2
153	и речи	20	2
154	по отношению	3	2
155	то и	4	2
156	и только	2	2
157	все эти	7	2
158	факт что	5	2
159	с помощью	42	2
160	мы не	9	2
161	того чтобы	8	2
162	в таком	2	2
163	можно было	6	2
164	во всяком	4	2
165	между тем	3	2
166	тем что	8	2
167	как с	4	2
168	обстоятельство что	3	2
169	по своей	7	2
170	в чем	2	2
171	в области	7	2
172	и которые	3	2
