N	2gram	Bakhtin_Pr_1	Hudozhes
1	и в	23	28
2	том что	9	19
3	и не	34	18
4	в том	11	15
5	а не	20	14
6	не в	6	13
7	в этом	25	13
8	о том	2	12
9	перед нами	4	11
10	как и	8	11
11	при этом	3	11
12	в его	24	11
13	не только	13	11
14	уже не	8	10
15	но и	11	9
16	в себе	5	9
17	в жизни	6	8
18	что он	10	8
19	может быть	21	8
20	себя в	3	8
21	так и	10	8
22	между тем	5	8
23	я не	3	7
24	и все	3	7
25	в мире	7	7
26	отношению к	11	7
27	что она	2	7
28	по отношению	11	7
29	с ним	6	7
30	это не	10	6
31	можно сказать	2	6
32	в котором	2	6
33	то что	18	6
34	жизни и	6	6
35	в своей	11	6
36	человеческой жизни	2	6
37	если бы	10	6
38	то же	10	6
39	не было	3	6
40	а в	7	6
41	и с	4	6
42	тем что	3	6
43	для себя	2	6
44	в то	10	6
45	с его	6	5
46	и другие	2	5
47	у него	6	5
48	в своем	8	5
49	как бы	28	5
50	как в	6	5
51	да и	2	5
52	с ее	2	5
53	в этой	4	5
54	что в	8	5
55	она не	5	5
56	и сам	2	5
57	в самом	8	5
58	никогда не	5	5
59	и его	13	5
60	рядом с	13	5
61	для него	15	5
62	ничего не	6	5
63	бы и	4	4
64	тому что	2	4
65	у вас	2	4
66	но не	8	4
67	же время	7	4
68	в художественном	2	4
69	для того	2	4
70	и о	3	4
71	он не	4	4
72	что и	5	4
73	и уже	3	4
74	как раз	4	4
75	то и	2	4
76	не может	11	4
77	человека в	5	4
78	того чтобы	4	4
79	подобно тому	3	4
80	как будто	3	4
81	только в	8	4
82	тому как	3	4
83	в человеке	6	3
84	была бы	2	3
85	в них	3	3
86	с другой	2	3
87	о себе	9	3
88	в одном	9	3
89	к себе	2	3
90	что все	3	3
91	личности в	4	3
92	прежде всего	7	3
93	что было	3	3
94	в нем	20	3
95	для нас	3	3
96	самом деле	5	3
97	все что	3	3
98	еще не	5	3
99	было бы	6	3
100	несмотря на	6	3
101	со своим	3	3
102	по преимуществу	3	3
103	мы уже	2	3
104	героя не	5	3
105	в этих	2	3
106	на него	2	3
107	со стороны	2	3
108	все это	7	3
109	так же	6	3
110	можно было	3	3
111	с другими	7	3
112	для других	2	3
113	и на	10	3
114	на себя	3	3
115	как он	2	3
116	и это	5	3
117	героя и	5	3
118	к нему	3	3
119	он знает	3	2
120	в основе	5	2
121	автора и	5	2
122	он сам	3	2
123	сам он	3	2
124	представляется нам	2	2
125	себя и	2	2
126	однако в	2	2
127	именно в	6	2
128	не столько	3	2
129	не как	12	2
130	из этих	2	2
131	в духе	3	2
132	вовсе не	8	2
133	а как	6	2
134	как мы	5	2
135	ли он	2	2
136	одна из	2	2
137	художественного мышления	2	2
138	как у	2	2
139	но именно	4	2
140	и к	4	2
141	о нем	11	2
142	до сих	2	2
143	один из	2	2
144	оно не	2	2
145	все же	5	2
146	в первом	2	2
147	как же	3	2
148	из них	2	2
149	вместе с	2	2
150	сих пор	2	2
151	данном случае	2	2
152	мысли и	2	2
153	приводит к	3	2
154	как на	2	2
155	лишь в	3	2
156	именно на	2	2
157	и у	4	2
158	между ними	2	2
159	ни одного	2	2
160	хотя бы	2	2
161	и для	3	2
162	с точки	15	2
163	той же	6	2
164	роль в	2	2
165	в данном	2	2
166	тем как	4	2
167	сказать что	5	2
168	потому что	12	2
169	точки зрения	21	2
170	самим собою	2	2
171	не во	3	2
172	к той	2	2
173	говорить о	2	2
174	его в	4	2
175	зрения на	8	2
176	но в	4	2
