N	2gram	Tiupa_Lite_3	Myslijsy
1	потому что	3	46
2	то есть	5	34
3	в слове	3	32
4	в том	12	32
5	и в	16	30
6	может быть	12	28
7	то же	9	23
8	не только	14	21
9	только в	7	21
10	но и	14	19
11	том что	8	18
12	то что	12	18
13	того что	9	18
14	что в	2	17
15	по себе	2	16
16	в себе	6	16
17	не в	10	15
18	и не	22	15
19	а не	12	15
20	что и	2	13
21	вместе с	5	12
22	а в	5	12
23	если бы	2	12
24	так и	9	11
25	как и	5	10
26	как в	5	10
27	в этом	14	10
28	в то	9	10
29	для него	2	9
30	было бы	2	9
31	в нем	2	9
32	между тем	3	9
33	в самом	3	8
34	что не	2	8
35	с другой	6	7
36	к тому	6	7
37	как мы	2	7
38	но не	4	7
39	с одной	4	7
40	тем самым	7	7
41	тем что	2	7
42	что он	5	6
43	из них	4	6
44	например в	3	6
45	то это	2	6
46	художественное произведение	2	6
47	не может	8	6
48	уже не	3	6
49	одно из	4	5
50	художественного произведения	2	5
51	и как	3	5
52	же время	7	5
53	еще не	6	5
54	и тем	3	5
55	отношению к	4	5
56	не менее	2	5
57	по отношению	4	5
58	я как	4	5
59	должно быть	4	5
60	как на	3	5
61	тому как	3	5
62	что я	5	5
63	оно не	2	4
64	в его	6	4
65	себя и	2	4
66	один из	2	4
67	другой стороны	2	4
68	а и	2	4
69	и его	6	4
70	если не	2	4
71	и наоборот	2	4
72	для того	2	4
73	быть только	2	4
74	далеко не	2	4
75	и потому	2	4
76	и при	2	4
77	в каждой	2	4
78	для меня	2	4
79	место в	4	3
80	быть может	2	3
81	не говоря	4	3
82	жизни не	2	3
83	прежде всего	3	3
84	к этому	2	3
85	и вместе	2	3
86	я и	10	3
87	именно в	5	3
88	в свою	2	3
89	можно сказать	2	3
90	одной стороны	4	3
91	при этом	15	3
92	вслед за	3	3
93	как бы	8	3
94	для себя	2	3
95	искусства и	3	3
96	в целом	5	3
97	время в	2	3
98	со стороны	7	3
99	в словах	3	3
100	и тогда	2	3
101	на свое	2	3
102	не я	2	3
103	того чтобы	2	3
104	так же	2	3
105	и на	2	3
106	в начале	4	3
107	за ним	2	3
108	не знает	2	3
109	его в	2	3
110	в первом	2	3
111	там где	3	3
112	здесь как	2	3
113	связи с	2	2
114	свое место	3	2
115	не как	2	2
116	между людьми	2	2
117	в одном	4	2
118	не всегда	2	2
119	это последнее	2	2
120	на то	2	2
121	отношение к	2	2
122	на слово	2	2
123	в ее	5	2
124	в этой	8	2
125	как о	2	2
126	художника и	2	2
127	несмотря на	2	2
128	и если	4	2
129	на его	3	2
130	том чтобы	2	2
131	так или	2	2
132	даже в	4	2
133	все же	2	2
134	же в	2	2
135	жизни и	3	2
136	в своей	7	2
137	в природе	4	2
138	в нас	2	2
139	входит в	4	2
140	тогда как	17	2
141	на свою	3	2
142	этом отношении	5	2
143	быть не	2	2
144	из того	2	2
145	самом деле	3	2
146	и наконец	3	2
147	и даже	2	2
148	той же	3	2
149	но без	2	2
150	с этой	2	2
151	эти слова	2	2
152	точки зрения	7	2
153	подобно тому	2	2
154	еще раз	2	2
155	о том	6	2
156	в области	3	2
157	большей части	2	2
158	и с	2	2
159	вне себя	2	2
