N	2gram	Bakhtin_Fr_5	Formalny
1	и в	45	38
2	в этом	14	27
3	может быть	2	23
4	и его	13	21
5	таким образом	8	20
6	и не	15	20
7	в самом	4	16
8	прежде всего	10	15
9	не в	7	15
10	не может	5	14
11	в нем	10	13
12	но и	10	13
13	связи с	6	13
14	в пределах	2	12
15	в поэзии	3	12
16	с его	7	11
17	с тем	2	11
18	в том	10	11
19	вовсе не	8	11
20	в его	13	10
21	в связи	5	10
22	с помощью	3	10
23	и с	10	9
24	как и	10	9
25	при этом	2	9
26	не только	14	9
27	что и	7	8
28	все же	2	8
29	так и	6	8
30	самом деле	5	8
31	точки зрения	4	8
32	что в	12	7
33	не могут	2	7
34	для него	3	7
35	по существу	3	7
36	слова и	2	7
37	в своей	3	7
38	этом отношении	5	7
39	как мы	8	7
40	лишь в	2	7
41	с точки	2	7
42	не было	3	6
43	то что	2	6
44	в истории	2	6
45	в ней	8	6
46	в этой	6	6
47	было бы	2	6
48	вместе с	3	6
49	в их	4	6
50	то же	11	6
51	все эти	5	6
52	а не	4	6
53	как раз	5	6
54	он не	6	6
55	только в	4	6
56	а в	4	6
57	хотя бы	2	6
58	в общем	4	5
59	что он	6	5
60	именно в	3	5
61	это и	5	5
62	же время	9	5
63	во всех	13	5
64	если мы	2	5
65	с этим	4	5
66	и только	2	5
67	и для	3	5
68	всего этого	3	5
69	в основе	4	5
70	говорить о	2	5
71	в то	11	5
72	бы в	4	5
73	независимо от	2	4
74	не столько	2	4
75	на фоне	2	4
76	к этому	2	4
77	к тому	2	4
78	мы видели	7	4
79	в большинстве	2	4
80	в сторону	2	4
81	здесь и	5	4
82	в сущности	4	4
83	дело идет	3	4
84	как они	3	4
85	известной степени	4	4
86	как бы	12	4
87	и к	5	4
88	как в	3	4
89	в особенности	2	4
90	и наконец	2	4
91	и даже	4	4
92	там где	3	4
93	здесь не	6	4
94	ничего не	4	4
95	так как	6	4
96	но в	14	4
97	всех этих	6	3
98	если в	2	3
99	же как	4	3
100	для них	2	3
101	и др	8	3
102	из этих	3	3
103	и здесь	4	3
104	и как	5	3
105	как ее	2	3
106	но именно	2	3
107	например в	5	3
108	и отчасти	2	3
109	в целом	2	3
110	жизни и	8	3
111	и их	5	3
112	и до	2	3
113	значение и	2	3
114	все это	7	3
115	и прежде	3	3
116	так в	2	3
117	на самом	5	3
118	большинстве случаев	2	3
119	до известной	4	3
120	к нему	2	3
121	такой же	4	3
122	в значительной	2	3
123	того что	3	3
124	того чтобы	6	3
125	для того	6	3
126	менее всего	3	3
127	роль в	2	3
128	мы не	4	3
129	и на	5	3
130	хотя и	5	3
131	чем же	4	3
132	он и	3	3
133	и все	7	3
134	его в	5	3
135	что это	2	3
136	это было	4	3
137	от этого	2	3
138	и другие	3	2
139	в качестве	2	2
140	особенности в	2	2
141	характерно что	4	2
142	перед нами	4	2
143	от его	3	2
144	это не	3	2
145	в одной	3	2
146	в конце	7	2
147	это время	2	2
148	и нового	2	2
149	на котором	2	2
150	его как	4	2
151	том что	7	2
152	но это	5	2
153	но не	4	2
154	кроме того	4	2
155	что на	3	2
156	борьба с	2	2
157	и о	4	2
158	даже в	2	2
159	он был	7	2
160	один из	2	2
161	от всех	5	2
162	во второй	2	2
163	ни в	3	2
164	а именно	2	2
165	его не	4	2
166	в известной	2	2
167	на этом	5	2
168	превращается в	2	2
169	можно говорить	2	2
170	в эпоху	7	2
171	не имеет	3	2
172	отличие от	2	2
173	здесь с	2	2
174	языка но	2	2
175	сказать что	4	2
176	между тем	2	2
177	он в	2	2
178	и от	4	2
179	в отличие	2	2
180	и это	4	2
181	что эта	2	2
182	в чем	2	2
183	потому что	7	2
184	как это	4	2
185	с ним	5	2
