N	2gram	Voloshinov_1	Problemy
1	и в	16	34
2	и не	4	29
3	как бы	5	27
4	что он	2	23
5	в его	4	22
6	может быть	17	19
7	в нем	4	19
8	не может	8	19
9	и все	4	19
10	как и	2	18
11	к себе	3	17
12	но в	4	16
13	все это	4	16
14	и его	8	16
15	в этом	9	16
16	и с	8	15
17	прежде всего	9	15
18	он не	2	15
19	то же	2	14
20	самом деле	6	13
21	для него	6	13
22	но и	4	12
23	и к	6	12
24	то что	3	11
25	на самом	4	11
26	не только	7	10
27	самого начала	4	8
28	никогда не	2	8
29	себя и	2	8
30	с самого	4	8
31	в самом	2	8
32	так же	2	8
33	точки зрения	8	8
34	с ним	2	8
35	и для	2	8
36	что в	3	7
37	и даже	4	7
38	как мы	4	7
39	что не	2	7
40	в пределах	2	6
41	отношение к	5	6
42	не знает	2	6
43	и на	4	6
44	с ними	4	6
45	с его	7	6
46	мы уже	2	6
47	так и	4	6
48	только в	4	6
49	что это	2	5
50	всяком случае	3	5
51	таким образом	9	5
52	на них	2	5
53	и вот	3	5
54	а в	3	5
55	и так	2	5
56	и наконец	4	5
57	в одном	3	5
58	на протяжении	2	5
59	что и	2	5
60	хотя бы	4	5
61	во всяком	3	5
62	в чем	5	5
63	ни было	2	4
64	ни в	5	4
65	но это	2	4
66	на этом	3	4
67	все и	2	4
68	у него	2	4
69	при этом	6	4
70	в общем	3	4
71	все эти	5	4
72	но как	2	4
73	в начале	2	4
74	его в	4	4
75	так как	4	4
76	этом смысле	3	4
77	еще не	5	4
78	только на	3	4
79	с точки	6	4
80	с другими	3	4
81	и это	6	4
82	вместе с	3	4
83	не менее	2	3
84	для этого	2	3
85	в том	3	3
86	совсем не	2	3
87	в него	5	3
88	с ее	4	3
89	жизни и	3	3
90	ненависть к	2	3
91	их в	3	3
92	нуждается в	5	3
93	говорить о	2	3
94	большинстве случаев	3	3
95	сознания и	2	3
96	по крайней	3	3
97	том что	3	3
98	по своему	2	3
99	нет и	2	3
100	но зато	2	3
101	крайней мере	3	3
102	в своей	2	3
103	сводится к	2	3
104	и как	3	3
105	в душе	2	2
106	вообще не	2	2
107	с этой	2	2
108	мы знаем	3	2
109	в большинстве	3	2
110	всю жизнь	2	2
111	кажется что	2	2
112	что такое	5	2
113	при всей	2	2
114	к другим	2	2
115	один из	2	2
116	в этот	2	2
117	и только	9	2
118	что оно	2	2
119	чем не	3	2
120	те же	3	2
121	друг на	2	2
122	с этим	2	2
123	на друга	2	2
124	о том	2	2
125	сказать что	7	2
126	я и	6	2
127	во время	3	2
128	и лишь	2	2
129	и этот	2	2
130	отнюдь не	4	2
131	а может	2	2
132	в них	2	2
133	в жизни	2	2
134	по всему	2	2
135	его целом	2	2
136	ту сторону	5	2
137	того же	2	2
138	было бы	2	2
139	со всеми	2	2
140	если б	3	2
141	конечно не	6	2
142	за пределы	2	2
143	во всех	3	2
144	и потому	3	2
145	все позволено	4	2
146	по ту	4	2
147	войти в	2	2
148	находится в	2	2
149	да еще	2	2
150	и ее	4	2
151	и вообще	2	2
