N	2gram	Berdyaev_N_1	Istorich
1	и в	16	28
2	может быть	7	25
3	не может	16	15
4	а не	17	15
5	никогда не	6	14
6	что в	9	12
7	не только	5	12
8	прежде всего	4	10
9	но и	3	10
10	мы не	2	10
11	и что	2	10
12	в том	8	9
13	о том	4	9
14	то что	4	9
15	и не	11	9
16	не в	6	9
17	так и	2	9
18	в этом	7	8
19	но в	2	8
20	это не	4	7
21	том что	2	7
22	еще не	3	7
23	в ней	5	7
24	а в	2	7
25	так же	2	7
26	с другой	3	6
27	не менее	4	6
28	к тому	3	6
29	вместе с	2	6
30	должна быть	3	5
31	не знает	6	5
32	вопрос о	3	5
33	по существу	2	5
34	но не	2	5
35	что она	2	5
36	другой стороны	2	5
37	можно было	2	5
38	сказать что	3	5
39	все это	5	4
40	с тем	3	4
41	но это	6	4
42	и пр	3	4
43	одной стороны	2	4
44	с этим	2	4
45	с одной	2	4
46	как и	7	4
47	и даже	2	4
48	хотя бы	2	4
49	и для	4	4
50	и с	2	4
51	и на	2	4
52	к ним	3	4
53	потому что	4	4
54	в основе	3	4
55	могут быть	2	4
56	как будто	2	4
57	все эти	2	4
58	я не	2	3
59	для этого	2	3
60	наряду с	3	3
61	эти формы	3	3
62	должен быть	5	3
63	уже не	2	3
64	как это	2	3
65	время как	2	3
66	в то	2	3
67	и должно	2	3
68	не существует	3	2
69	зависит от	2	2
70	не означает	3	2
71	и от	2	2
72	и потому	4	2
73	том чтобы	2	2
74	в ее	3	2
75	одна из	2	2
76	и мы	4	2
77	что такое	3	2
78	же как	2	2
79	в нем	5	2
80	это было	3	2
81	не есть	3	2
82	себя в	2	2
83	во всех	3	2
84	конечно не	3	2
85	большую роль	4	2
86	как в	3	2
87	он не	8	2
88	в эпоху	9	2
89	должно быть	4	2
90	ни к	2	2
91	можно назвать	2	2
92	xix века	5	2
93	в себе	2	2
94	когда мы	2	2
