N	2gram	Medvedev_V_1	FransuaR
1	и в	26	49
2	прежде всего	13	19
3	в его	14	18
4	не только	25	17
5	и его	6	17
6	и не	19	15
7	в этом	26	15
8	в них	4	13
9	только в	7	13
10	но и	10	13
11	в году	6	13
12	во время	3	12
13	как и	7	11
14	как бы	5	11
15	вовсе не	3	10
16	в этой	4	10
17	все это	10	9
18	в романе	4	9
19	для него	8	9
20	и др	9	9
21	в нем	6	9
22	до нас	2	8
23	все же	5	7
24	один из	5	7
25	жизни и	3	7
26	не может	17	7
27	таким образом	31	7
28	то же	10	7
29	все эти	6	7
30	именно в	2	6
31	то что	6	6
32	же время	5	6
33	во всех	6	6
34	так и	5	6
35	сказать что	5	6
36	точки зрения	3	6
37	в то	6	6
38	в творчестве	3	6
39	с его	3	5
40	никогда не	4	5
41	в своем	8	5
42	из этих	7	5
43	но не	2	5
44	может быть	22	5
45	в основном	5	5
46	и потому	2	5
47	относится к	2	5
48	в своей	4	5
49	в особенности	2	5
50	роль в	4	5
51	и образов	5	4
52	с другой	11	4
53	в жизни	2	4
54	и к	3	4
55	в себе	6	4
56	том что	8	4
57	одна из	4	4
58	в своих	2	4
59	этот процесс	2	4
60	в форме	3	4
61	не было	7	4
62	а в	3	4
63	лишь в	2	4
64	как на	3	4
65	в области	2	4
66	но в	2	4
67	например у	2	3
68	связана с	2	3
69	в книге	2	3
70	всех этих	2	3
71	с одной	2	3
72	о чем	2	3
73	в течение	2	3
74	в одном	4	3
75	человека и	3	3
76	что он	4	3
77	же в	6	3
78	в ее	4	3
79	в том	15	3
80	а затем	2	3
81	большей или	3	3
82	в значительной	3	3
83	в большей	2	3
84	одной стороны	2	3
85	было бы	7	3
86	из них	9	3
87	в самом	4	3
88	меньшей степени	2	3
89	даже в	5	3
90	мы видели	3	3
91	к этим	2	3
92	образов и	4	3
93	он пишет	7	3
94	другой стороны	8	3
95	что для	3	3
96	этом отношении	13	3
97	образов в	2	3
98	только с	2	3
99	можно было	2	3
100	или меньшей	3	3
101	также и	2	3
102	их в	6	3
103	далеко не	2	3
104	о том	10	3
105	в плане	5	3
106	в виду	4	3
107	в противоположность	3	2
108	связи с	4	2
109	что в	10	2
110	могут быть	5	2
111	но даже	3	2
112	эти явления	2	2
113	в качестве	11	2
114	не подлежит	2	2
115	даже и	3	2
116	и образы	3	2
117	как известно	2	2
118	можно сказать	4	2
119	в целях	2	2
120	по существу	3	2
121	это и	6	2
122	связанное с	2	2
123	что они	3	2
124	над романом	2	2
125	только то	2	2
126	так например	2	2
127	в пределах	5	2
128	еще не	2	2
129	по поводу	2	2
130	по словам	8	2
131	видеть в	2	2
132	вплоть до	2	2
133	одним из	5	2
134	у него	6	2
135	хотя и	2	2
136	в ней	2	2
137	себе и	2	2
138	вместе с	7	2
139	ее в	4	2
140	в их	5	2
141	всех других	3	2
142	в связи	3	2
143	того чтобы	3	2
144	и даже	2	2
145	мы наблюдаем	2	2
146	так же	3	2
147	другом месте	2	2
148	разума и	3	2
149	на основе	5	2
150	тому как	2	2
151	подобно тому	2	2
152	в другом	2	2
153	в конце	3	2
154	в художественном	10	2
