N	2gram	Bakhtin_Pr_3	Formalny
1	и в	53	38
2	в этом	8	27
3	может быть	12	23
4	и его	10	21
5	таким образом	6	20
6	и не	15	20
7	в самом	2	16
8	прежде всего	15	15
9	не в	2	15
10	не может	2	14
11	в нем	10	13
12	но и	7	13
13	с его	2	11
14	в том	14	11
15	вовсе не	3	11
16	в его	8	10
17	в связи	2	10
18	с другими	3	10
19	и с	6	9
20	как и	11	9
21	при этом	3	9
22	не только	4	9
23	что и	3	8
24	так и	6	8
25	тем что	2	8
26	точки зрения	4	8
27	что в	2	7
28	по существу	5	7
29	слова и	3	7
30	в своей	3	7
31	как мы	5	7
32	с точки	2	7
33	не было	4	6
34	то что	9	6
35	в истории	3	6
36	для понимания	2	6
37	и ее	6	6
38	в ней	7	6
39	было бы	5	6
40	вместе с	2	6
41	в их	2	6
42	то же	6	6
43	все эти	9	6
44	а не	11	6
45	могут быть	4	6
46	он не	3	6
47	только в	4	6
48	а в	2	6
49	хотя бы	2	6
50	что он	4	5
51	именно в	2	5
52	же время	5	5
53	во всех	12	5
54	с этим	2	5
55	и для	4	5
56	еще более	5	5
57	более того	6	5
58	в основе	5	5
59	говорить о	2	5
60	в то	5	5
61	к этому	4	4
62	мы видели	2	4
63	в дальнейшем	7	4
64	литературы и	2	4
65	в большинстве	4	4
66	здесь и	4	4
67	в сущности	10	4
68	не о	2	4
69	как бы	14	4
70	и к	5	4
71	из них	4	4
72	в некоторых	4	4
73	как в	7	4
74	в особенности	2	4
75	и наконец	2	4
76	и даже	2	4
77	даже и	2	4
78	здесь не	4	4
79	они не	3	4
80	ничего не	6	4
81	так как	7	4
82	но в	5	4
83	главным образом	3	3
84	место в	2	3
85	и др	14	3
86	с другой	2	3
87	зависимости от	2	3
88	например в	5	3
89	в зависимости	2	3
90	и отчасти	2	3
91	жизни и	9	3
92	и их	2	3
93	быть и	2	3
94	и до	5	3
95	значение и	2	3
96	все это	8	3
97	и прежде	6	3
98	большинстве случаев	4	3
99	менее всего	2	3
100	особенно в	4	3
101	мы не	4	3
102	и на	18	3
103	хотя и	4	3
104	и все	10	3
105	его в	2	3
106	что это	2	3
107	так сказать	5	3
108	в области	3	3
109	не то	3	3
110	это было	3	3
111	времени и	2	2
112	уже в	2	2
113	самого начала	4	2
114	и более	2	2
115	правда в	2	2
116	и другие	9	2
117	никогда не	2	2
118	в этих	5	2
119	характерно что	2	2
120	перед нами	5	2
121	это не	6	2
122	в одной	2	2
123	в конце	3	2
124	этих двух	2	2
125	между ними	2	2
126	что именно	2	2
127	в ее	3	2
128	с самого	3	2
129	том что	5	2
130	но это	3	2
131	от него	3	2
132	но не	5	2
133	кроме того	3	2
134	на язык	4	2
135	к другим	2	2
136	один из	6	2
137	и тем	2	2
138	в развитии	3	2
139	отношение к	6	2
140	ее в	3	2
141	во всей	4	2
142	в известной	2	2
143	и других	9	2
144	в той	2	2
145	в эпоху	10	2
146	и по	3	2
147	в таком	2	2
148	формы и	3	2
149	их в	2	2
150	сказать что	10	2
151	между тем	2	2
152	он в	2	2
153	и от	3	2
154	на литературу	3	2
155	и это	3	2
156	очень характерна	2	2
157	потому что	5	2
158	как это	2	2
159	в которой	2	2
160	с ним	2	2
161	отметить что	2	2
162	слово в	2	2
