N	2gram	Vinokur_Ku_1	Istorich
1	и т	33	27
2	и в	24	26
3	т д	14	24
4	т е	38	18
5	так же	4	18
6	то что	9	16
7	не только	10	15
8	что в	17	14
9	может быть	13	14
10	но и	6	12
11	и пр	15	11
12	что он	6	10
13	так и	7	10
14	таким образом	12	10
15	и его	5	10
16	что и	4	9
17	все же	12	9
18	и не	12	9
19	так как	9	9
20	то же	8	8
21	этих случаях	2	8
22	а в	5	8
23	в этих	4	7
24	превращается в	2	7
25	как и	2	7
26	в качестве	7	7
27	он не	2	7
28	как в	4	7
29	в этом	14	7
30	мы имеем	6	7
31	не всегда	2	6
32	что они	4	6
33	еще не	5	6
34	когда он	3	6
35	вместе с	7	6
36	не может	7	6
37	а не	8	6
38	и то	3	6
39	потому что	23	6
40	и как	2	5
41	это не	7	5
42	в одном	3	5
43	это и	4	5
44	но все	2	5
45	в силу	10	5
46	но не	5	5
47	ничего не	2	5
48	в его	12	5
49	до сих	4	5
50	то это	3	5
51	сих пор	4	5
52	и что	5	5
53	уже не	8	5
54	не в	11	5
55	с ними	4	5
56	и с	5	5
57	тем что	8	5
58	и здесь	3	5
59	но в	2	5
60	с другой	7	4
61	на себя	3	4
62	вовсе не	10	4
63	вопрос о	2	4
64	в тех	4	4
65	а на	2	4
66	в своей	2	4
67	даже в	3	4
68	другой стороны	6	4
69	здесь не	3	4
70	тогда как	2	4
71	того как	4	4
72	не просто	5	4
73	и даже	3	4
74	в которых	6	4
75	о том	9	4
76	в числе	2	4
77	и более	2	3
78	из этих	4	3
79	к себе	4	3
80	указать на	4	3
81	к своему	2	3
82	же в	4	3
83	этом случае	2	3
84	для нас	2	3
85	в том	30	3
86	по существу	4	3
87	том что	21	3
88	его к	3	3
89	и при	2	3
90	при этом	6	3
91	мы увидим	3	3
92	и если	3	3
93	например в	5	3
94	на его	3	3
95	относится к	2	3
96	как бы	7	3
97	все эти	6	3
98	и он	3	3
99	на то	4	3
100	что она	3	3
101	а именно	2	3
102	только тогда	3	3
103	не на	4	3
104	случаях когда	2	3
105	как это	3	3
106	не мог	2	3
107	между ними	2	3
108	не имеет	2	3
109	или в	2	3
110	в данном	4	3
111	связи с	7	3
112	только в	11	3
113	там где	4	3
114	иное как	2	3
115	е в	2	3
116	о чем	2	3
117	уже в	3	2
118	не могут	2	2
119	с тем	5	2
120	должна быть	3	2
121	не менее	7	2
122	и есть	2	2
123	никогда не	2	2
124	смысле этого	3	2
125	в своем	3	2
126	с этим	4	2
127	и все	2	2
128	этого не	2	2
129	по себе	2	2
130	и тем	2	2
131	с помощью	7	2
132	тем не	4	2
133	ни в	2	2
134	так что	4	2
135	что я	2	2
136	есть в	4	2
137	в истории	3	2
138	тех случаях	2	2
139	было бы	15	2
140	том как	3	2
141	если бы	9	2
142	эти случаи	2	2
143	конечно не	2	2
144	между прочим	2	2
145	у нас	10	2
146	в частности	4	2
147	в современной	2	2
148	хотя и	3	2
149	еще один	2	2
150	хотя бы	10	2
151	в нем	4	2
152	не есть	4	2
153	в целом	4	2
154	из них	4	2
155	на том	3	2
156	дело не	2	2
157	он иногда	2	2
158	все это	6	2
159	что это	5	2
160	в языке	8	2
161	в связи	3	2
162	лишь в	2	2
163	того что	9	2
164	на этот	2	2
165	увидим что	2	2
166	в таких	4	2
167	меня и	3	2
168	и на	4	2
169	с этой	2	2
170	не случайно	6	2
171	даже и	3	2
172	в себе	3	2
173	во все	2	2
174	в этой	3	2
175	этого слова	3	2
176	в особенности	3	2
177	в области	7	2
178	то мы	3	2
179	так например	2	2
