N	2gram	Vygotskiy__5	Marksizm
1	точки зрения	7	34
2	может быть	11	26
3	и не	6	26
4	не может	9	24
5	с точки	2	20
6	и в	30	19
7	и его	6	19
8	таким образом	20	17
9	в этом	14	16
10	как бы	19	15
11	прежде всего	4	13
12	как мы	5	13
13	как и	6	12
14	так и	3	11
15	если мы	16	11
16	и для	6	11
17	связи с	2	11
18	в самом	14	10
19	в нем	7	10
20	самом деле	8	10
21	для него	3	9
22	в результате	4	9
23	только в	5	9
24	при этом	8	8
25	но и	6	8
26	до сих	5	8
27	не только	16	8
28	все же	7	8
29	то что	37	8
30	сих пор	5	8
31	в каждом	2	7
32	все эти	2	7
33	так же	13	7
34	но в	5	7
35	в ее	3	7
36	во всех	2	7
37	то же	7	7
38	а не	8	7
39	с помощью	2	6
40	в том	27	6
41	другой стороны	5	6
42	и здесь	6	6
43	того же	2	6
44	в его	4	6
45	и того	2	6
46	мы не	3	6
47	ничего не	2	6
48	с другой	9	5
49	одного и	2	5
50	в конце	4	5
51	именно в	6	5
52	мы знаем	2	5
53	не в	8	5
54	до конца	2	5
55	рядом с	5	5
56	и потому	5	5
57	и все	4	5
58	к этому	3	5
59	вовсе не	3	5
60	по преимуществу	2	5
61	в отличие	2	5
62	того чтобы	20	5
63	хотя бы	3	5
64	этот вопрос	4	5
65	ясно что	6	5
66	отличие от	2	5
67	самого начала	3	4
68	что в	24	4
69	в отношении	2	4
70	вопрос о	3	4
71	с самого	3	4
72	в ней	4	4
73	не является	2	4
74	от того	4	4
75	а в	4	4
76	и на	3	4
77	тот же	3	4
78	сказать что	9	4
79	и между	3	4
80	с этим	2	4
81	по себе	7	4
82	еще не	5	4
83	было бы	5	4
84	как в	3	4
85	только на	4	4
86	для того	20	4
87	и эта	2	4
88	между ними	2	4
89	в данном	3	4
90	он является	2	3
91	этом отношении	3	3
92	и есть	5	3
93	понятно что	2	3
94	формы и	3	3
95	а как	2	3
96	или иной	2	3
97	можно сказать	2	3
98	и как	7	3
99	не дает	2	3
100	в котором	2	3
101	из них	2	3
102	все это	2	3
103	по отношению	2	3
104	конце концов	2	3
105	того что	8	3
106	от одного	2	3
107	в то	2	3
108	же самое	5	3
109	не существует	3	3
110	к другому	2	3
111	не могут	3	3
112	в каком	3	3
113	и к	4	3
114	этом случае	2	3
115	том что	21	3
116	и при	2	3
117	мы должны	3	3
118	совершенно не	6	3
119	в сущности	12	3
120	мы говорили	4	3
121	он не	3	3
122	не есть	4	3
123	в своей	4	3
124	быть и	2	3
125	целый ряд	3	3
126	это и	2	3
127	на самом	2	3
128	сводится к	5	3
129	и следовательно	2	3
130	на этот	3	3
131	к этим	2	3
132	но все	2	3
133	является в	2	3
134	и это	8	3
135	в которой	3	3
136	же как	2	2
137	должна быть	2	2
138	в частности	4	2
139	никогда не	9	2
140	это делает	2	2
141	тому что	8	2
142	в своем	6	2
143	что все	6	2
144	первый план	3	2
145	одной и	2	2
146	нам придется	2	2
147	ни в	3	2
148	как она	4	2
149	в свою	3	2
150	мог бы	2	2
151	и той	2	2
152	в виду	4	2
153	себе и	2	2
154	в нашем	2	2
155	жизни и	6	2
156	и только	3	2
157	имеет место	3	2
158	именно на	5	2
159	и даже	2	2
160	должно быть	2	2
161	можно было	3	2
162	не найдем	2	2
163	в своих	5	2
164	с этой	2	2
165	говорит он	2	2
166	в одной	2	2
167	из этих	3	2
168	о том	10	2
169	этом смысле	2	2
170	как он	2	2
171	так как	9	2
172	бы в	5	2
173	нет ни	2	2
174	и с	2	2
175	в основе	7	2
176	если бы	11	2
177	и та	2	2
178	до тех	2	2
179	между собой	2	2
180	не как	3	2
181	к внешнему	2	2
182	что он	17	2
183	в себе	5	2
184	для нашей	2	2
185	в романе	2	2
186	у нас	4	2
187	зависимости от	7	2
188	одна из	3	2
189	от него	4	2
190	в качестве	2	2
191	во внешнем	2	2
192	тех пор	2	2
193	мы уже	6	2
194	деле если	2	2
195	к тому	8	2
196	на первый	2	2
197	как вещь	2	2
198	пор пока	2	2
199	что и	3	2
200	как раз	13	2
201	в двух	5	2
202	человека в	3	2
203	из которых	4	2
204	и он	2	2
205	той же	3	2
206	в таком	3	2
207	или в	6	2
208	мы можем	7	2
209	тем что	6	2
210	могут быть	8	2
211	в другом	3	2
212	ту же	2	2
213	не знает	2	2
214	из этого	2	2
215	там где	4	2
