N	2gram	Bakhtin_Fr_7	VrazhdaK
1	в году	5	18
2	не только	5	9
3	в этом	15	8
4	и в	41	8
5	но и	9	7
6	что в	9	7
7	то что	8	7
8	и все	14	7
9	в нем	7	6
10	в романе	7	6
11	как и	14	6
12	но в	8	6
13	и с	4	6
14	о нем	3	6
15	то же	13	5
16	не было	3	5
17	и не	7	5
18	у него	6	5
19	в то	10	5
20	же время	9	5
21	уже в	5	4
22	как бы	7	4
23	все это	10	4
24	целый ряд	4	4
25	это не	6	4
26	что он	3	4
27	так же	5	4
28	с ним	2	4
29	может быть	4	4
30	при этом	3	4
31	несмотря на	3	4
32	о том	6	4
33	в ней	5	4
34	в виду	4	4
35	я не	3	3
36	с его	2	3
37	в своем	9	3
38	что у	3	3
39	и во	2	3
40	что есть	2	3
41	в связи	2	3
42	в конце	8	3
43	к этому	5	3
44	человека в	2	3
45	и у	5	3
46	он был	3	3
47	в том	11	3
48	и его	9	3
49	том что	4	3
50	и как	2	3
51	тем что	3	3
52	в его	12	3
53	далеко не	2	3
54	его в	3	3
55	но он	4	3
56	года он	2	3
57	в чем	2	3
58	он не	4	3
59	и т.п	9	2
60	место в	4	2
61	в своей	3	2
62	и это	5	2
63	из них	3	2
64	никогда не	2	2
65	вместе с	5	2
66	в них	7	2
67	не может	3	2
68	а в	5	2
69	таким образом	19	2
70	рядом с	4	2
71	это в	3	2
72	и образы	4	2
73	в одну	4	2
74	на место	4	2
75	но это	3	2
76	в той	3	2
77	уже не	2	2
78	не мог	2	2
79	с точки	3	2
80	же в	2	2
81	в этой	13	2
82	и то	2	2
83	их в	2	2
84	точки зрения	5	2
85	в свою	3	2
86	и ее	2	2
87	в себе	11	2
88	отношение к	2	2
89	для него	6	2
90	еще не	2	2
91	во время	3	2
92	в это	3	2
93	в мире	3	2
94	одна из	4	2
95	а также	2	2
