N	2gram	Vygotskiy__3	EvropaiC
1	таким образом	17	32
2	в том	23	31
3	и в	25	24
4	том что	20	20
5	все эти	7	19
6	не может	6	18
7	то что	15	17
8	может быть	13	15
9	все же	6	15
10	точки зрения	6	13
11	в своем	4	12
12	в этом	14	12
13	все это	6	11
14	между тем	3	11
15	с этим	4	11
16	отношению к	2	10
17	мы знаем	4	10
18	как бы	10	10
19	по отношению	3	10
20	все что	2	10
21	так и	5	10
22	на то	4	9
23	при этом	5	9
24	друг с	5	9
25	в результате	3	9
26	как и	15	9
27	того же	6	9
28	с другом	5	9
29	что в	17	9
30	не в	6	8
31	в самом	3	8
32	так же	17	8
33	если бы	5	8
34	и все	4	8
35	ясно что	2	8
36	мы говорили	4	8
37	не менее	6	7
38	для этого	2	7
39	к тому	4	7
40	но и	4	7
41	и не	10	7
42	и что	10	7
43	из этих	4	7
44	по своей	7	7
45	о котором	2	7
46	о том	5	7
47	что он	6	7
48	в силу	6	7
49	или менее	3	7
50	того чтобы	8	7
51	для того	7	7
52	все они	2	6
53	с другой	6	6
54	так что	2	6
55	в этой	5	6
56	отличается от	3	6
57	того что	10	6
58	как на	2	6
59	и на	6	6
60	так как	12	6
61	с ним	4	6
62	говорили выше	2	6
63	еще не	4	6
64	что и	10	6
65	в мире	2	6
66	мы можем	7	6
67	только в	10	6
68	вместе с	14	6
69	именно в	5	5
70	что это	5	5
71	столь же	7	5
72	и от	2	5
73	в пользу	5	5
74	что с	4	5
75	в целом	13	5
76	и их	3	5
77	другой стороны	3	5
78	потому что	6	5
79	его в	3	5
80	ступени развития	5	5
81	сравнению с	3	5
82	к этому	3	5
83	и к	5	5
84	в то	4	5
85	по своему	11	5
86	в его	15	5
87	не только	6	5
88	не будет	2	5
89	по сравнению	4	5
90	и для	2	5
91	но все	2	5
92	между двумя	2	5
93	в себе	2	5
94	не могут	4	4
95	никогда не	4	4
96	из того	2	4
97	тем не	5	4
98	что как	2	4
99	одним из	5	4
100	хотя и	2	4
101	из них	4	4
102	которых мы	2	4
103	факт что	5	4
104	должно быть	2	4
105	и то	2	4
106	совершенно так	2	4
107	всех этих	2	4
108	между собой	13	4
109	тот факт	5	4
110	связи с	9	4
111	ни один	4	4
112	мы должны	6	4
113	мы уже	5	4
114	иначе говоря	2	4
115	он не	4	4
116	не есть	3	4
117	то же	2	4
118	а с	3	4
119	в течение	2	4
120	если мы	3	4
121	из которых	5	4
122	и у	6	4
123	в таком	2	4
124	в виде	3	4
125	и т.д	5	4
126	в области	7	4
127	у взрослого	3	3
128	мы будем	2	3
129	же как	6	3
130	с одной	5	3
131	в этих	2	3
132	одного и	4	3
133	в тех	2	3
134	для нас	2	3
135	в нем	2	3
136	на этой	5	3
137	от того	4	3
138	в совершенно	2	3
139	что оно	4	3
140	и других	2	3
141	заключается в	9	3
142	и по	5	3
143	а в	4	3
144	каждый из	2	3
145	в начале	2	3
146	что мы	7	3
147	и потому	2	3
148	бы в	2	3
149	с тем	16	3
150	но по	2	3
151	прежде всего	4	3
152	в жизни	3	3
153	таким же	2	3
154	и того	4	3
155	во всем	3	3
156	как известно	3	3
157	тот же	2	3
158	и может	2	3
159	только что	2	3
160	рассматриваться как	4	3
161	или иначе	2	3
162	что по	2	3
163	которые не	4	3
164	в связи	6	3
165	ничего общего	3	3
166	и это	4	3
167	отличие от	6	3
168	свою очередь	2	2
169	но на	3	2
170	независимо от	4	2
171	в общей	2	2
172	в частности	4	2
173	можно ли	2	2
174	тому что	2	2
175	с этой	3	2
176	виде как	2	2
177	что эти	3	2
178	не стоит	2	2
179	исторического развития	2	2
180	как мы	8	2
181	для него	5	2
182	мы и	2	2
183	совершенно ясно	2	2
184	что они	10	2
185	на этом	3	2
186	в свою	3	2
187	одной стороны	5	2
188	и сам	3	2
189	между отдельными	5	2
190	с уже	2	2
191	всяком случае	4	2
192	в котором	3	2
193	вступают в	2	2
194	с ее	5	2
195	мы видели	6	2
196	на том	3	2
197	этот процесс	3	2
198	что она	5	2
199	заключает в	2	2
200	должны рассматриваться	2	2
201	то и	4	2
202	показывают что	5	2
203	имеет место	3	2
204	ни было	2	2
205	с ними	3	2
206	в которых	3	2
207	что элементы	2	2
208	только при	2	2
209	к той	2	2
210	но как	3	2
211	в один	2	2
212	во всяком	4	2
213	же мало	3	2
214	в основе	16	2
215	что развитие	3	2
216	отнюдь не	4	2
217	из нее	2	2
218	от нее	4	2
219	в них	2	2
220	тогда когда	4	2
221	конечно в	2	2
222	дальнейшего развития	2	2
223	на первый	2	2
224	то в	3	2
225	одна из	2	2
226	но не	6	2
227	том виде	2	2
228	было бы	10	2
229	и особенно	2	2
230	в процессе	27	2
231	одной и	2	2
232	в себя	3	2
233	тем самым	2	2
234	это обстоятельство	3	2
235	между ними	3	2
236	этот вопрос	3	2
237	этого слова	4	2
238	и только	2	2
239	в эту	2	2
