N	2gram	Vygotskiy__4	KulturaY
1	и т	6	54
2	т п	3	41
3	и в	33	23
4	точки зрения	6	23
5	в том	21	22
6	не только	7	17
7	было бы	12	16
8	в этом	28	16
9	с точки	4	16
10	может быть	22	14
11	самом деле	12	14
12	что в	21	13
13	в самом	12	13
14	для того	23	12
15	потому что	24	12
16	вопрос о	2	11
17	том что	22	11
18	а не	6	11
19	того что	4	11
20	в его	10	11
21	того чтобы	22	11
22	можно было	4	11
23	у нас	4	10
24	и не	13	10
25	прежде всего	2	9
26	хотя бы	2	9
27	таким образом	13	9
28	так как	12	9
29	если бы	10	8
30	до сих	3	8
31	сих пор	3	8
32	т д	2	8
33	как на	6	8
34	в виду	2	8
35	с другой	2	7
36	если мы	12	7
37	слова и	4	7
38	те же	2	7
39	и что	25	7
40	должно быть	3	7
41	сказать что	13	7
42	все эти	6	7
43	как это	14	7
44	с тем	4	6
45	для этого	8	6
46	по себе	9	6
47	что и	3	6
48	что он	20	6
49	тот же	3	6
50	при этом	2	6
51	так и	3	6
52	в их	2	6
53	не может	10	6
54	то же	9	6
55	говорить о	3	6
56	связи с	2	6
57	только в	4	6
58	о том	20	6
59	ничего не	2	6
60	я не	4	5
61	и есть	4	5
62	вовсе не	5	5
63	как и	5	5
64	не в	2	5
65	совершенно не	4	5
66	что она	10	5
67	как бы	25	5
68	все же	5	5
69	как мы	4	5
70	а в	4	5
71	также и	2	5
72	тем что	3	5
73	из этих	2	5
74	далеко не	3	5
75	же мы	2	4
76	тому что	6	4
77	ясно что	5	4
78	один из	2	4
79	этого слова	3	4
80	для нас	7	4
81	для нашей	2	4
82	в целом	5	4
83	тех пор	2	4
84	одной стороны	3	4
85	столь же	2	4
86	в сущности	6	4
87	в своей	4	4
88	том чтобы	4	4
89	и о	4	4
90	в ее	2	4
91	пор пока	2	4
92	точка зрения	2	4
93	то что	44	4
94	до тех	2	4
95	как в	3	4
96	целый ряд	5	4
97	как раз	9	4
98	в нашей	2	4
99	в своем	7	4
100	не было	3	4
101	с одной	3	4
102	о них	2	4
103	в той	3	4
104	заключается в	5	4
105	тем самым	3	4
106	что не	4	4
107	в таком	4	4
108	уже в	2	3
109	бы сказать	2	3
110	что это	13	3
111	это не	6	3
112	на самом	6	3
113	именно в	2	3
114	к тому	12	3
115	и к	2	3
116	ни в	3	3
117	с этой	4	3
118	по существу	2	3
119	это и	5	3
120	что именно	3	3
121	но не	3	3
122	по поводу	4	3
123	в какой	5	3
124	он не	11	3
125	но если	3	3
126	речь идет	3	3
127	был бы	3	3
128	то это	3	3
129	и именно	2	3
130	но и	3	3
131	на него	4	3
132	только после	5	3
133	другой стороны	2	3
134	тому же	3	3
135	а с	2	3
136	и вот	6	3
137	мы не	5	3
138	не по	2	3
139	в ней	6	3
140	не имеет	2	3
141	не потому	2	3
142	и с	2	3
143	бы и	2	3
144	той же	4	3
145	в которых	3	3
146	могло бы	3	3
147	этот вопрос	4	3
148	в результате	2	3
149	сам по	2	3
150	слово в	2	3
151	в каком	8	3
152	в то	3	3
153	и только	7	3
154	она не	3	3
155	мы должны	6	3
156	не понимает	2	3
157	бы не	2	3
158	когда мы	6	3
159	такой же	2	2
160	все это	13	2
161	и чтобы	2	2
162	самое это	2	2
163	но все	2	2
164	в частности	4	2
165	смысле этого	3	2
166	все они	2	2
167	в одном	3	2
168	что все	11	2
169	это в	4	2
170	в тех	2	2
171	сама по	3	2
172	можно сказать	2	2
173	и здесь	3	2
174	и как	5	2
175	есть конечно	2	2
176	что они	6	2
177	просто и	2	2
178	и если	9	2
179	конечно не	3	2
180	иначе говоря	2	2
181	она есть	2	2
182	никак не	6	2
183	что если	3	2
184	увидим что	3	2
185	слова как	3	2
186	самое важное	2	2
187	все те	2	2
188	в котором	2	2
189	его в	3	2
190	не все	2	2
191	но мы	2	2
192	в пределах	3	2
193	когда он	7	2
194	вместе с	8	2
195	внимание на	2	2
196	смысл и	4	2
197	этой фразы	3	2
198	быть не	2	2
199	только что	15	2
200	как я	3	2
201	в двух	4	2
202	не просто	4	2
203	перейти к	2	2
204	совершенно ясно	8	2
205	к другой	2	2
206	на этот	3	2
207	какой мере	2	2
208	ни одного	2	2
209	так же	13	2
210	как нельзя	2	2
211	во всяком	3	2
212	нам о	3	2
213	ни на	2	2
214	эти слова	3	2
215	еще раз	3	2
216	что мы	6	2
217	тому как	2	2
218	на этом	3	2
219	что эти	2	2
220	как он	5	2
221	не то	4	2
222	мы имеем	2	2
223	но в	2	2
