N	3gram	Vinokur_Ku_3	Myshleni
1	в том что	8	19
2	с точки зрения	16	10
3	по отношению к	2	10
4	для того чтобы	11	8
5	от того что	2	6
6	можно было бы	10	5
7	в зависимости от	7	5
8	и того же	2	4
9	одного и того	2	4
10	как мы видели	2	4
11	в первую очередь	3	3
12	отношений между понятиями	2	3
13	до сих пор	8	3
14	в первом случае	2	3
15	не могут быть	2	2
16	в этом случае	4	2
17	бы сказать что	3	2
18	с другой стороны	3	2
19	в связи с	4	2
20	только то что	2	2
21	не может быть	3	2
22	принять во внимание	2	2
