N	2gram	Bakhtin_Fr_8	RusskieA
1	и в	56	36
2	не только	8	22
3	что в	5	19
4	том что	8	19
5	в том	13	17
6	но и	9	16
7	так как	4	15
8	во время	5	14
9	и другие	5	13
10	в этом	14	12
11	в других	2	11
12	это не	2	10
13	как мы	7	10
14	как и	5	10
15	вместе с	2	10
16	и на	7	10
17	потому что	6	10
18	а в	2	9
19	с тем	2	8
20	из них	2	8
21	может быть	3	8
22	один из	5	8
23	о том	4	8
24	что они	2	7
25	что и	3	7
26	так и	13	7
27	и других	4	7
28	между тем	3	7
29	и не	9	6
30	так например	2	6
31	при этом	4	6
32	в них	11	6
33	уже не	3	6
34	таким образом	17	6
35	мы не	2	6
36	все это	8	6
37	в виде	2	6
38	то что	3	6
39	все же	2	5
40	как бы	11	5
41	в которых	2	5
42	того как	2	5
43	к этому	2	4
44	с собой	2	4
45	что на	2	4
46	одна из	4	4
47	еще не	10	4
48	связи с	6	4
49	и др	8	4
50	во всех	8	4
51	в некоторых	3	4
52	и их	8	4
53	в их	3	4
54	не может	2	4
55	в связи	3	4
56	но это	2	4
57	только в	9	4
58	начиная с	2	3
59	что это	4	3
60	в этих	11	3
61	в качестве	4	3
62	в своем	3	3
63	в одном	2	3
64	и к	4	3
65	несмотря на	2	3
66	только на	2	3
67	к ним	2	3
68	а также	3	3
69	в настоящее	3	3
70	своего рода	5	3
71	то же	11	3
72	и некоторые	2	3
73	с точки	2	3
74	так же	2	3
75	и те	2	3
76	их в	4	3
77	их и	2	3
78	точки зрения	6	3
79	как например	3	3
80	настоящее время	3	3
81	то есть	24	3
82	на украине	2	3
83	далеко не	2	3
84	связаны с	6	3
85	в области	5	3
86	не было	5	2
87	всех этих	3	2
88	они были	4	2
89	и более	4	2
90	в частности	7	2
91	в нашем	2	2
92	и потому	4	2
93	в образе	3	2
94	не просто	3	2
95	главным образом	3	2
96	значение и	2	2
97	в народной	4	2
98	его к	3	2
99	в нем	8	2
100	у него	7	2
101	интерес к	2	2
102	он был	12	2
103	так что	3	2
104	и как	2	2
105	этому вопросу	2	2
106	мы видим	6	2
107	такой же	5	2
108	но не	5	2
109	в большинстве	7	2
110	до конца	11	2
111	не были	3	2
112	когда он	2	2
113	и всей	3	2
114	например в	4	2
115	судить о	2	2
116	в ней	4	2
117	в его	18	2
118	и с	8	2
119	его как	2	2
120	и до	10	2
121	что она	2	2
122	в свете	4	2
123	не на	3	2
124	в особенности	4	2
125	все эти	15	2
126	на самом	2	2
127	в году	3	2
128	а не	2	2
129	и для	2	2
130	мы наблюдаем	3	2
131	с ним	2	2
132	в своих	4	2
133	были связаны	2	2
134	хотя и	2	2
135	и здесь	3	2
136	но в	6	2
137	там где	3	2
138	большинстве случаев	6	2
