N	2gram	Bakhtin_Fr_3	Hudozhes
1	том что	4	16
2	и в	40	14
3	так и	3	13
4	а не	5	12
5	в том	8	12
6	не только	13	12
7	при этом	3	12
8	о том	4	12
9	прежде всего	16	11
10	в этом	15	11
11	в себе	3	11
12	для него	5	10
13	в своей	6	10
14	у него	8	9
15	что он	2	9
16	как и	11	9
17	то же	7	9
18	как в	3	8
19	то что	5	8
20	же время	6	8
21	отношению к	2	8
22	по отношению	3	8
23	между тем	3	8
24	в этой	3	8
25	в то	6	8
26	в его	13	8
27	это не	2	7
28	еще не	3	7
29	своего рода	2	7
30	как бы	3	7
31	не может	3	7
32	именно в	2	7
33	а в	3	7
34	что в	12	6
35	было бы	4	6
36	в первой	2	6
37	не менее	2	5
38	с его	3	5
39	к жизни	2	5
40	в частности	3	5
41	в этих	6	5
42	об этом	3	5
43	может быть	9	5
44	только в	3	5
45	но и	11	5
46	жизни и	4	5
47	одновременно и	2	5
48	самом деле	3	5
49	и его	17	5
50	можно было	3	5
51	потому что	2	5
52	ни в	4	5
53	точки зрения	2	5
54	но в	8	5
55	связи с	6	4
56	в своем	7	4
57	и от	3	4
58	и все	9	4
59	в духе	7	4
60	можно сказать	2	4
61	и к	3	4
62	мы уже	13	4
63	в самом	6	4
64	и о	4	4
65	в ней	4	4
66	один из	4	4
67	из них	4	4
68	как раз	5	4
69	не было	5	4
70	он не	9	4
71	в конце	3	4
72	и это	2	4
73	и с	8	4
74	но не	2	3
75	если бы	3	3
76	но он	2	3
77	с этим	2	3
78	романа в	2	3
79	это в	2	3
80	в литературе	5	3
81	в мире	4	3
82	и смерти	3	3
83	как мы	10	3
84	в ее	3	3
85	как его	2	3
86	на этом	2	3
87	такого рода	3	3
88	по преимуществу	2	3
89	о нем	3	3
90	еще в	3	3
91	даже в	4	3
92	в нем	5	3
93	все же	2	3
94	в связи	5	3
95	и для	5	3
96	этом отношении	2	3
97	все эти	8	3
98	лишь в	2	3
99	того чтобы	4	3
100	и даже	4	3
101	к этой	3	3
102	в своих	5	3
103	тем что	3	3
104	и на	8	3
105	а также	4	3
106	поэтому и	3	2
107	представляется нам	2	2
108	так в	4	2
109	и так	2	2
110	и потому	4	2
111	мы знаем	2	2
112	не слышит	2	2
113	своей жизни	2	2
114	ему не	2	2
115	в другом	3	2
116	одна из	3	2
117	в целом	2	2
118	до конца	6	2
119	одной из	2	2
120	раз в	2	2
121	например в	2	2
122	на его	2	2
123	только на	4	2
124	в начале	3	2
125	значительной степени	2	2
126	никак не	3	2
127	этой книги	2	2
128	только для	3	2
129	как он	2	2
130	лежит на	2	2
131	сих пор	4	2
132	в форме	2	2
133	в их	4	2
134	все это	4	2
135	влияние на	2	2
136	особенно в	4	2
137	и не	13	2
138	жизнью и	4	2
139	на самом	3	2
140	они не	3	2
141	в значительной	3	2
142	в системе	2	2
143	той же	8	2
144	на основе	2	2
145	характер и	2	2
146	видно что	4	2
147	слова в	2	2
148	с того	2	2
149	но как	2	2
150	здесь не	3	2
151	так сказать	5	2
152	не раз	2	2
153	по адресу	2	2
154	мы не	2	2
155	до сих	4	2
