N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	45
2	то есть	18	25
3	и т.п	4	16
4	и не	15	15
5	не только	16	14
6	в этом	11	14
7	но в	7	14
8	в его	9	13
9	во всех	3	13
10	и его	12	13
11	как бы	9	12
12	что в	6	12
13	в своем	2	11
14	в романе	3	11
15	то же	10	11
16	в то	6	11
17	прежде всего	4	10
18	в том	18	10
19	в нем	5	10
20	но и	10	10
21	как и	2	10
22	право на	2	10
23	же время	5	9
24	вовсе не	2	8
25	и др	2	8
26	таким образом	3	8
27	в самой	2	8
28	так же	2	8
29	мира и	2	8
30	с его	6	7
31	том что	8	7
32	не в	7	7
33	что и	2	7
34	все это	2	7
35	потому что	3	7
36	что он	3	6
37	в этой	2	6
38	он не	4	6
39	здесь не	2	6
40	так и	11	6
41	того чтобы	2	6
42	для того	2	6
43	в них	2	6
44	с ним	2	5
45	и к	3	5
46	одной из	2	5
47	человека с	3	5
48	например в	3	5
49	хотя и	3	5
50	в акте	3	5
51	с ее	5	5
52	как раз	3	5
53	не может	7	5
54	все эти	2	5
55	в себя	2	5
56	и как	3	5
57	и на	2	5
58	его в	2	5
59	на время	2	4
60	об этом	2	4
61	том числе	2	4
62	до известной	2	4
63	но не	11	4
64	по своему	2	4
65	своего рода	5	4
66	в самом	5	4
67	первой части	2	4
68	и о	3	4
69	известной степени	3	4
70	а также	5	4
71	в их	5	4
72	всех и	2	4
73	а не	9	4
74	а в	12	4
75	сказать что	4	4
76	в основе	4	4
77	точки зрения	10	4
78	только в	5	4
79	о том	2	4
80	и это	2	4
81	как это	5	4
82	не менее	3	3
83	и другие	2	3
84	как в	2	3
85	это не	2	3
86	из этих	3	3
87	в одном	2	3
88	ни в	5	3
89	есть в	2	3
90	того же	2	3
91	для него	4	3
92	в своей	5	3
93	не могло	2	3
94	но она	2	3
95	что она	2	3
96	и одновременно	5	3
97	именно в	2	3
98	в году	2	3
99	того что	4	3
100	и для	2	3
101	но он	3	3
102	в другом	3	3
103	о чем	2	3
104	делает его	2	2
105	если мы	2	2
106	в сторону	2	2
107	себя и	2	2
108	жизни в	2	2
109	говорить о	3	2
110	превращается в	2	2
111	он должен	3	2
112	еще один	2	2
113	можно сказать	5	2
114	к тому	4	2
115	в отношении	3	2
116	отличие от	7	2
117	своей жизни	2	2
118	то что	4	2
119	в пределах	3	2
120	в качестве	24	2
121	может быть	14	2
122	но их	3	2
123	даже в	3	2
124	один из	2	2
125	слова и	2	2
126	в целом	3	2
127	а именно	2	2
128	во времени	4	2
129	так в	4	2
130	в отличие	7	2
131	начиная с	2	2
132	при этом	13	2
133	в одно	2	2
134	лишь в	4	2
135	и что	3	2
136	в системе	2	2
137	и больше	2	2
138	с точки	3	2
139	и притом	3	2
140	к нему	3	2
141	в данном	4	2
142	не столько	3	2
143	между тем	4	2
144	одно из	2	2
145	и т.д	3	2
146	на всех	2	2
147	в чем	2	2
148	говорит и	3	2
