N	2gram	Voloshinov_1	Marksizm
1	может быть	13	28
2	и пр	4	25
3	и в	38	19
4	как бы	28	19
5	и не	14	19
6	не может	12	18
7	в процессе	6	18
8	точки зрения	10	17
9	то же	14	16
10	и его	7	16
11	языка и	4	15
12	как мы	9	15
13	в этом	10	15
14	таким образом	7	14
15	лишь в	4	14
16	так сказать	4	14
17	не только	27	13
18	с точки	5	13
19	речи и	6	13
20	связи с	3	13
21	высказывание как	2	12
22	жизненной идеологии	4	12
23	речевого общения	8	12
24	высказывания и	3	11
25	в нем	4	11
26	если бы	4	11
27	вовсе не	2	11
28	не в	6	10
29	но и	13	10
30	том что	3	10
31	так и	6	10
32	и т.п	21	10
33	для него	3	9
34	при этом	9	9
35	в основе	2	9
36	как и	10	9
37	самом деле	4	9
38	а не	6	9
39	слова в	5	8
40	отнюдь не	10	8
41	же время	7	8
42	не является	5	8
43	в то	9	8
44	с его	7	8
45	только в	6	8
46	никогда не	7	7
47	в связи	2	7
48	высказывания в	2	7
49	высказывания как	3	7
50	в том	2	7
51	его в	4	7
52	но в	5	7
53	прежде всего	21	7
54	внутренней речи	18	7
55	на самом	3	7
56	и для	3	7
57	к тому	4	6
58	и как	9	6
59	в свою	6	6
60	того чтобы	7	6
61	в самом	4	6
62	и следовательно	5	6
63	речевое общение	7	6
64	с помощью	6	6
65	же самое	5	6
66	и все	4	6
67	между тем	3	6
68	мы уже	10	6
69	во всех	6	6
70	слова и	5	6
71	социальной группы	3	6
72	если мы	4	6
73	для того	9	6
74	хотя бы	18	6
75	мы можем	7	6
76	свою очередь	4	5
77	самого начала	4	5
78	или иной	4	5
79	к нему	2	5
80	в форме	6	5
81	так же	4	5
82	и на	6	5
83	и здесь	3	5
84	к этому	2	5
85	совершенно не	3	5
86	в его	6	5
87	мы ни	3	5
88	этого слова	3	5
89	все же	7	5
90	в той	5	5
91	с самого	4	5
92	речевого взаимодействия	7	5
93	выражение в	3	5
94	в душе	2	4
95	тому что	5	4
96	в отношении	2	4
97	это не	3	4
98	слова о	3	4
99	той или	3	4
100	то что	8	4
101	и тем	6	4
102	мы видели	5	4
103	и их	5	4
104	влияние на	4	4
105	ведь если	2	4
106	того что	4	4
107	речь и	4	4
108	сказать что	3	4
109	бы в	5	4
