N	2gram	Losev_Prob_1	Problemy
1	и в	32	46
2	то есть	33	40
3	и не	31	27
4	может быть	14	23
5	как бы	14	19
6	не может	8	19
7	в нем	13	17
8	в этом	19	16
9	не только	17	14
10	перед нами	5	12
11	но и	9	12
12	как и	3	12
13	как мы	7	12
14	и на	8	11
15	точки зрения	3	11
16	а не	15	11
17	не в	4	10
18	прежде всего	10	9
19	в том	9	9
20	в самом	6	9
21	и все	7	9
22	вовсе не	35	9
23	в его	6	9
24	с точки	3	9
25	до сих	3	8
26	сих пор	3	8
27	или в	4	8
28	и с	2	7
29	по себе	15	7
30	еще не	9	7
31	в сущности	2	7
32	как раз	13	7
33	в себе	15	7
34	никогда не	7	6
35	ни в	7	6
36	но это	8	6
37	есть в	5	6
38	хотя и	6	6
39	в него	2	6
40	о нем	3	6
41	но в	14	6
42	что он	7	6
43	мы увидим	3	6
44	то же	10	6
45	все это	7	6
46	и его	3	6
47	только в	7	6
48	это не	6	5
49	при этом	6	5
50	в котором	5	5
51	к нему	3	5
52	мы находим	2	5
53	в самой	3	5
54	особенно в	2	5
55	в то	6	5
56	так как	11	5
57	в жизни	3	5
58	с его	2	5
59	за пределы	6	5
60	о том	11	5
61	во всех	7	5
62	если мы	11	5
63	уже в	3	4
64	что в	12	4
65	в этих	3	4
66	можно сказать	5	4
67	да и	3	4
68	кроме того	2	4
69	например в	2	4
70	в виду	6	4
71	в их	4	4
72	таким образом	6	4
73	еще и	5	4
74	все эти	8	4
75	должно быть	2	4
76	потому что	16	4
77	же и	3	4
78	он и	8	4
79	и здесь	6	4
80	мы не	2	4
81	мы можем	4	4
82	как в	4	4
83	раз и	9	4
84	том что	12	4
85	но не	9	4
86	слово о	2	4
87	совершенно не	6	4
88	он не	3	4
89	то что	42	4
90	так и	12	4
91	уже не	3	4
92	самом деле	6	4
93	на себя	2	4
94	здесь не	7	4
95	в отношении	3	3
96	с другой	3	3
97	из этих	2	3
98	не могут	2	3
99	на то	8	3
100	мы и	4	3
101	в своем	5	3
102	более или	3	3
103	но для	3	3
104	но если	2	3
105	здесь нет	2	3
106	и для	4	3
107	и до	2	3
108	образом и	2	3
109	другой стороны	3	3
110	так же	9	3
111	и только	4	3
112	и даже	11	3
113	также и	11	3
114	но он	3	3
115	в конце	6	3
116	как он	4	3
117	их в	4	3
118	мы имеем	2	3
119	если бы	4	3
120	не как	2	3
121	и во	3	3
122	с собой	2	3
123	по существу	2	3
124	и при	2	3
125	того же	3	3
126	ведь это	2	3
127	и что	9	3
128	она не	2	3
129	но именно	3	3
130	было бы	8	3
131	мы уже	5	3
132	в своей	8	3
133	и о	8	3
134	никак не	4	3
135	или менее	3	3
136	что же	9	3
137	только на	4	3
138	сам по	7	3
139	тем что	7	3
140	в этой	10	3
141	далеко не	5	3
142	и это	9	3
143	дело в	3	3
144	не менее	19	2
145	он сам	2	2
146	сама по	4	2
147	только и	3	2
148	для этого	3	2
149	или иной	5	2
150	к тому	3	2
151	все время	2	2
152	для нас	5	2
153	его как	2	2
154	без всякого	2	2
155	мы будем	2	2
156	следовательно и	2	2
157	в одно	4	2
158	так что	6	2
159	и как	6	2
160	но все	3	2
161	оно и	3	2
162	же как	2	2
163	в конкретном	2	2
164	смысле слова	7	2
165	для него	2	2
166	мы здесь	2	2
167	и следовательно	3	2
168	той или	5	2
169	и является	7	2
170	себе что	2	2
171	и тем	13	2
172	на том	4	2
173	но она	3	2
174	то и	6	2
175	в других	5	2
176	не было	4	2
177	этих случаях	3	2
178	а в	4	2
179	этого романа	2	2
180	в которых	3	2
181	в результате	2	2
182	сказать что	13	2
183	и так	2	2
184	именно как	4	2
185	что мы	13	2
186	здесь только	2	2
187	с ним	3	2
188	между тем	2	2
189	поэтому и	2	2
190	сознания и	2	2
191	с этим	3	2
192	у пушкина	2	2
193	этом смысле	6	2
194	не хочет	3	2
195	о которых	3	2
196	сознании и	4	2
197	у нас	14	2
198	есть и	3	2
199	указывает на	14	2
200	здесь в	3	2
201	не нужно	3	2
202	об этом	10	2
203	но ведь	3	2
204	нет и	2	2
205	сами по	3	2
206	и пр	4	2
207	вместе с	2	2
208	это вовсе	2	2
209	все равно	5	2
210	он есть	4	2
211	что такое	6	2
212	на этот	3	2
213	хотя бы	3	2
214	можно было	3	2
215	ничего не	10	2
216	в данном	9	2
217	во всяком	7	2
218	могут быть	2	2
219	которые в	2	2
220	того как	3	2
