N	2gram	Tiupa_Lite_1	formyVre
1	и в	8	46
2	в этом	12	22
3	прежде всего	11	14
4	и его	4	12
5	только в	8	11
6	не только	24	11
7	в том	16	10
8	как бы	7	10
9	точки зрения	6	10
10	то есть	6	10
11	но в	3	10
12	у него	3	9
13	не в	8	9
14	но и	17	9
15	и не	12	9
16	в связи	4	8
17	связи с	6	8
18	как и	6	8
19	в его	7	8
20	жизни и	3	8
21	то же	5	8
22	с точки	2	8
23	потому что	3	8
24	из них	4	8
25	может быть	13	7
26	то что	10	7
27	так и	4	7
28	никогда не	4	6
29	при этом	19	6
30	еще не	4	6
31	его в	3	6
32	все же	4	6
33	в основе	3	6
34	в частности	15	5
35	в своем	11	5
36	в пределах	3	5
37	в то	5	5
38	но не	4	5
39	и др	3	5
40	в нем	2	5
41	что в	3	5
42	все эти	2	5
43	уже в	5	4
44	отнюдь не	2	4
45	с этой	5	4
46	из этих	2	4
47	человека и	2	4
48	же время	5	4
49	же в	5	4
50	том что	14	4
51	том же	3	4
52	в мире	2	4
53	к смерти	2	4
54	как в	5	4
55	мир в	4	4
56	а не	16	4
57	также и	3	4
58	к себе	3	4
59	в себе	7	4
60	о том	2	4
61	не было	3	3
62	все они	2	3
63	не является	2	3
64	того же	2	3
65	та же	2	3
66	к тому	2	3
67	что он	5	3
68	тем более	2	3
69	в качестве	17	3
70	для него	2	3
71	а также	5	3
72	всего в	3	3
73	не на	2	3
74	таким образом	3	3
75	в их	3	3
76	уже не	7	3
77	того что	6	3
78	и даже	3	3
79	и прежде	3	3
80	а в	3	3
81	роль в	2	3
82	тем что	2	3
83	в другом	2	3
84	в виду	3	3
85	мира в	3	3
86	на этом	2	2
87	и есть	3	2
88	с другой	3	2
89	это не	4	2
90	в индивидуальном	2	2
91	их не	2	2
92	или иной	2	2
93	не мог	3	2
94	в этой	4	2
95	перестает быть	4	2
96	было бы	2	2
97	в сущности	2	2
98	вплоть до	2	2
99	один из	3	2
100	жизни с	2	2
101	и т.п	4	2
102	не может	5	2
103	по аналогии	3	2
104	и только	2	2
105	сказано в	2	2
106	этом отношении	2	2
107	с одной	2	2
108	в себя	2	2
109	лишь в	4	2
110	тем же	3	2
111	в данном	5	2
112	могут быть	2	2
113	самим собою	2	2
114	ту же	2	2
115	далеко не	3	2
116	в конце	4	2
117	как он	2	2
118	как это	8	2
119	мыслится как	3	2
120	во всяком	3	2
