N	2gram	Losev_Dial_4	Mirosoze
1	и в	15	46
2	у достоевского	2	34
3	в нем	5	22
4	это –	25	22
5	может быть	17	21
6	в этом	11	20
7	никогда не	2	18
8	и не	30	18
9	не только	8	18
10	но и	4	15
11	не может	11	15
12	как и	7	13
13	не есть	40	13
14	а не	18	13
15	прежде всего	11	12
16	потому что	10	12
17	не было	2	11
18	в ней	5	11
19	у нас	3	11
20	та же	3	10
21	но в	3	10
22	в себе	8	10
23	не в	8	9
24	и есть	19	8
25	но это	4	8
26	как бы	14	8
27	в своем	5	8
28	так как	14	8
29	она не	4	8
30	человека и	2	7
31	в этой	4	7
32	что он	7	7
33	и потому	3	7
34	как в	3	7
35	хотя бы	4	7
36	и для	5	7
37	вопрос о	2	6
38	что это	13	6
39	так же	4	6
40	того что	13	6
41	жизни и	4	6
42	то же	9	5
43	я не	5	5
44	бы и	3	5
45	в отношении	2	5
46	что все	4	5
47	и вот	11	5
48	есть прежде	3	5
49	в самом	2	5
50	один из	4	5
51	что она	5	5
52	это не	12	5
53	тот кто	2	5
54	и все	11	5
55	есть не	5	5
56	во всем	2	5
57	то что	16	5
58	в своей	3	5
59	для того	5	5
60	и его	7	5
61	в его	4	5
62	и это	8	5
63	что в	7	4
64	для этого	2	4
65	все что	2	4
66	свободы и	3	4
67	есть религия	4	4
68	не имеет	14	4
69	должны быть	4	4
70	также и	4	4
71	с его	5	4
72	в жизни	5	4
73	думать что	2	4
74	в свою	3	4
75	том что	10	4
76	что и	6	4
77	себя в	2	4
78	так и	5	4
79	т е	46	4
80	уже не	9	4
81	того чтобы	5	4
82	жизнь и	2	4
83	себя и	3	3
84	на все	2	3
85	идеи и	4	3
86	и можно	5	3
87	ни в	8	3
88	в том	11	3
89	лишь как	4	3
90	что они	4	3
91	и нет	3	3
92	же есть	3	3
93	– не	5	3
94	не мог	2	3
95	и на	5	3
96	сказать что	6	3
97	и с	4	3
98	что иное	8	3
99	о том	5	3
100	нет ничего	6	3
101	с ним	3	3
102	иное как	8	3
103	если бы	6	3
104	в них	2	3
105	и во	2	3
106	что было	2	3
107	не что	8	3
108	это и	9	3
109	есть и	3	3
110	если есть	2	3
111	не будет	2	3
112	от того	2	3
113	и тогда	2	3
114	в глубине	2	3
115	того как	2	3
116	все равно	2	3
117	идея и	3	3
118	той же	5	3
119	тем что	2	3
120	только в	7	3
121	отношении к	2	3
122	есть в	4	3
123	в чем	8	3
124	мы еще	2	2
125	науки и	2	2
126	всегда есть	2	2
127	тут в	2	2
128	мир и	4	2
129	не всегда	3	2
130	в человеке	2	2
131	что человек	2	2
132	да и	2	2
133	так что	6	2
134	это есть	13	2
135	тут не	2	2
136	и если	3	2
137	есть также	2	2
138	и той	3	2
139	она есть	10	2
140	но для	2	2
141	хотя и	6	2
142	же и	2	2
143	в сфере	5	2
144	что есть	2	2
145	отношения к	3	2
146	в разных	2	2
147	лишь в	2	2
148	должно быть	2	2
149	в основе	10	2
150	личности и	10	2
151	не о	4	2
152	точки зрения	14	2
153	– идея	2	2
154	бы в	4	2
155	нет ни	3	2
156	е в	2	2
157	есть по	2	2
158	на этом	3	2
159	есть еще	2	2
160	и та	3	2
161	– в	15	2
162	же что	3	2
163	тогда когда	5	2
164	личности в	5	2
165	по себе	13	2
166	– то	3	2
167	мы видим	4	2
168	то в	5	2
169	– это	5	2
170	– вот	2	2
171	и что	9	2
172	себе и	2	2
173	в сущности	5	2
174	во всех	2	2
175	оно не	2	2
176	и возможно	2	2
177	нем нет	2	2
178	вместе с	2	2
179	быть и	3	2
180	ее в	2	2
181	что же	2	2
182	– все	3	2
183	бы не	2	2
184	одной и	3	2
185	к своему	2	2
186	что не	3	2
187	вот почему	3	2
188	тому как	4	2
189	от этого	3	2
190	сам по	2	2
191	подобно тому	4	2
192	что личность	2	2
193	сознания и	3	2
194	как будто	2	2
195	это все	2	2
196	в которой	2	2
197	ничего не	17	2
