N	3gram	Bakhtin_Pr_5	Problemy
1	в пределах одного	5	9
2	с точки зрения	2	8
3	в большинстве случаев	2	8
4	то же время	10	5
5	второй голос голядкина	4	5
6	сам по себе	2	5
7	по отношению к	6	5
8	в то же	10	5
9	с самим собою	7	5
10	в отличие от	2	4
11	и не может	2	4
12	как и все	2	4
13	не может быть	3	4
14	второго голоса голядкина	3	4
15	я ведь и	2	4
16	друг с другом	4	4
17	той или иной	4	3
18	в той или	4	3
19	и сам знаю	2	3
20	можно было бы	2	3
21	там в виде	3	3
22	с другой стороны	3	3
23	в эту минуту	3	3
24	к себе самому	13	3
25	о себе самом	5	3
26	но в то	4	3
27	мы уже говорили	5	3
28	к тому же	3	3
29	с самим собой	7	3
30	слово о себе	4	3
31	сам знаю что	2	3
32	в произведениях достоевского	2	3
33	из рассказа в	2	2
34	почему же не	2	2
35	одна и та	2	2
36	голосов в пределах	2	2
37	друг на друга	2	2
38	в речь героя	2	2
39	тобой яков петрович	2	2
40	внутренней речи голядкина	2	2
41	в слове другого	2	2
42	достоевского как мы	2	2
43	в речи девушкина	2	2
44	в творчестве достоевского	4	2
45	к одному знаменателю	2	2
46	а удастся крепись	2	2
47	в другом человеке	2	2
48	с тобой яков	2	2
49	пределах одного разложившегося	2	2
50	принадлежит самому голядкину	2	2
51	в этом смысле	3	2
52	совершить подвиг добродетели	2	2
53	виллель выжидал да	2	2
54	замещающий другого голос	2	2
55	интрига голядкина с	2	2
56	слова и мысли	3	2
57	в канцелярии двойник	2	2
58	выжидал да что	2	2
59	одно и то	3	2
60	идешь совершить подвиг	2	2
61	он господа тоже	2	2
62	в романах достоевского	4	2
63	и та же	2	2
64	как чужой голос	2	2
65	в конце концов	3	2
66	другого в слове	2	2
67	следует быть в	2	2
68	ничего что он	2	2
69	уже говорили что	3	2
70	к самому голядкину	2	2
71	реплики внутреннего диалога	2	2
72	это он говорил	2	2
73	как раз и	2	2
74	да что тут	2	2
75	держись а удастся	2	2
76	за пределы самосознания	2	2
77	что тут виллель	2	2
78	и то же	3	2
79	во внутреннем диалоге	4	2
80	словами самого голядкина	2	2
81	в пределах самосознания	2	2
82	диалогически обращен к	3	2
83	в отношении к	7	2
84	друг к другу	3	2
85	сам виллель выжидал	2	2
86	и сам виллель	2	2
87	стоит он теперь	2	2
88	одного разложившегося сознания	2	2
89	удастся держись а	2	2
90	ты идешь совершить	2	2
91	в каждом слове	2	2
92	но все же	2	2
93	не удастся держись	2	2
94	какое мы наблюдали	2	2
95	его второй голос	3	2
