N	3gram	Bakhtin_Pr_4	Problemy
1	к себе самому	3	14
2	в то же	5	12
3	то же время	5	12
4	в отношении к	2	7
5	с самим собою	3	7
6	с самим собой	2	6
7	не может быть	8	6
8	о себе самом	3	5
9	по отношению к	5	5
10	в этом смысле	2	4
11	с точки зрения	9	4
12	слово о себе	3	4
13	в самом деле	4	3
14	и сам знаю	3	3
15	в романах достоевского	4	3
16	и не в	2	3
17	с другой стороны	3	3
18	но в то	2	3
19	в братьях карамазовых	2	3
20	я ведь и	4	3
21	мы увидим что	2	2
22	друг с другом	5	2
23	двух голосов в	2	2
24	той или иной	2	2
25	о том что	2	2
26	друг на друга	2	2
27	в большинстве случаев	8	2
28	в пределах одного	6	2
29	в произведениях достоевского	2	2
30	в отличие от	3	2
31	и не может	7	2
32	сама по себе	2	2
33	как раз и	3	2
34	сам знаю что	3	2
35	как и все	4	2
36	ведь и сам	3	2
