N	2gram	Trubetskoy_1	Analitik
1	может быть	16	29
2	в том	30	27
3	не может	17	22
4	и не	8	21
5	в частности	2	19
6	и в	23	18
7	но и	9	17
8	отнюдь не	2	15
9	не только	7	15
10	тогда как	6	14
11	не в	8	14
12	как и	9	13
13	в его	5	13
14	в этом	12	13
15	том что	19	12
16	при этом	9	12
17	в себе	5	11
18	то есть	2	11
19	но не	2	10
20	то же	4	9
21	а в	3	9
22	иначе говоря	4	9
23	в то	6	9
24	в мире	6	8
25	не есть	2	8
26	но в	4	8
27	к тому	8	7
28	том чтобы	2	7
29	этого слова	2	7
30	тем самым	3	7
31	это не	3	6
32	прежде всего	3	6
33	же время	2	6
34	в самом	8	6
35	в сущности	2	6
36	далеко не	5	6
37	то что	18	6
38	в себя	2	6
39	отличие от	3	6
40	по отношению	9	6
41	в основе	2	6
42	точки зрения	13	6
43	по своей	7	6
44	только в	6	6
45	и того	3	5
46	в этой	6	5
47	что в	8	5
48	имеет место	2	5
49	как бы	10	5
50	отношению к	9	5
51	в целом	5	5
52	в их	4	5
53	и состоит	2	5
54	сводится к	2	5
55	лишь в	5	5
56	между тем	12	5
57	и на	6	5
58	о том	7	5
59	на вопрос	4	4
60	того что	6	4
61	и более	2	4
62	себя и	2	4
63	лишь при	4	4
64	столь же	5	4
65	с другой	6	4
66	тому же	6	4
67	того же	9	4
68	для того	8	4
69	в области	4	4
70	все же	13	4
71	вместе с	6	4
72	так и	10	4
73	именно в	5	4
74	из того	4	4
75	ни было	2	4
76	не более	2	4
77	из которых	4	4
78	с точки	8	4
79	в другом	2	4
80	с ним	6	4
81	не могут	4	3
82	в нашем	3	3
83	то ни	3	3
84	вследствие этого	2	3
85	хотя бы	4	3
86	и все	7	3
87	в нем	3	3
88	и к	5	3
89	что он	7	3
90	в силу	7	3
91	как известно	3	3
92	еще не	5	3
93	одной стороны	2	3
94	никто не	2	3
95	одним из	4	3
96	нашем случае	2	3
97	он не	3	3
98	в котором	2	3
99	даже в	3	3
100	что и	7	3
101	не будет	5	3
102	бы то	2	3
103	таким образом	31	3
104	а с	4	3
105	с одной	3	3
106	от себя	2	3
107	того чтобы	8	3
108	к нему	2	3
109	что как	4	3
110	в таком	4	3
111	между двумя	5	3
112	я в	2	3
113	как будто	5	3
114	что мы	4	3
115	если бы	8	3
116	и то	4	2
117	в психике	7	2
118	только не	2	2
119	на все	5	2
120	никогда не	4	2
121	все эти	19	2
122	между собой	4	2
123	для этого	7	2
124	из этих	8	2
125	тогда когда	3	2
126	представляет собою	2	2
127	вовсе не	2	2
128	том и	2	2
129	вопрос о	3	2
130	в начале	2	2
131	то в	2	2
132	и потому	3	2
133	такой же	2	2
134	должно быть	4	2
135	и сам	2	2
136	отношение к	4	2
137	для него	2	2
138	было бы	3	2
139	несмотря на	6	2
140	широком смысле	2	2
141	из них	5	2
142	на каждом	2	2
143	в процессе	2	2
144	и до	3	2
145	данном случае	3	2
146	что же	2	2
147	другой стороны	5	2
148	отличается от	6	2
149	как к	5	2
150	на этом	2	2
151	на самом	7	2
152	самом деле	12	2
153	может служить	3	2
154	и по	3	2
155	следует что	2	2
156	как мы	2	2
157	каждый из	3	2
158	также и	2	2
159	культуры в	10	2
160	тем более	3	2
161	все прочие	4	2
162	для себя	2	2
163	в данном	3	2
164	одного и	3	2
165	при помощи	3	2
166	так как	7	2
167	потому что	9	2
168	в которой	5	2
169	в сознании	6	2
170	и с	5	2
