N	2gram	Bakhtin_Fr_6	Problema
1	и в	41	30
2	в своей	2	22
3	то есть	24	21
4	то что	10	18
5	не только	10	18
6	том что	7	17
7	в этом	12	17
8	и даже	4	14
9	но и	13	13
10	таким образом	17	13
11	людей и	3	13
12	потому что	3	13
13	в том	2	12
14	в его	7	12
15	и не	3	12
16	а именно	2	12
17	также и	6	12
18	о том	9	12
19	в своем	5	11
20	у него	7	11
21	так что	2	11
22	для нас	2	10
23	точки зрения	2	10
24	в этой	8	10
25	все же	4	9
26	сказать что	6	9
27	но в	8	9
28	и вообще	4	9
29	только в	3	9
30	и все	9	9
31	в конце	2	8
32	вовсе не	7	8
33	никак не	3	8
34	хотя и	2	8
35	с точки	2	8
36	никогда не	8	7
37	что он	6	7
38	у нас	4	7
39	как и	7	7
40	в дальнейшем	2	7
41	связи с	2	7
42	но не	2	7
43	может быть	2	7
44	вместе с	6	7
45	так и	5	7
46	до нас	5	7
47	мы находим	2	7
48	не в	4	7
49	в результате	4	7
50	с другой	4	6
51	прежде всего	10	6
52	и как	4	6
53	и для	3	6
54	как бы	7	6
55	в нем	16	6
56	другой стороны	2	6
57	и что	5	6
58	а в	4	6
59	и его	13	6
60	и на	9	6
61	так как	10	6
62	что в	7	5
63	людей в	3	5
64	так же	5	5
65	в самом	10	5
66	и их	3	5
67	еще в	5	5
68	не может	4	5
69	в году	6	5
70	а не	2	5
71	и у	2	5
72	и то	2	5
73	но он	5	5
74	как раз	2	5
75	и с	16	5
76	в частности	2	4
77	как о	2	4
78	нового времени	4	4
79	тогда когда	2	4
80	человека и	2	4
81	при этом	3	4
82	того же	4	4
83	было бы	3	4
84	и сам	3	4
85	из земли	2	4
86	не мог	3	4
87	и он	5	4
88	или в	6	4
89	в себе	5	4
90	в то	6	4
91	из этого	4	4
92	он сам	3	3
93	все время	4	3
94	именно в	4	3
95	и другие	2	3
96	еще более	2	3
97	в духе	3	3
98	о котором	4	3
99	в ее	5	3
100	нас не	3	3
101	в начале	3	3
102	что они	2	3
103	тот же	4	3
104	одной стороны	4	3
105	он не	2	3
106	а также	5	3
107	человеческий род	2	3
108	с одной	4	3
109	того что	3	3
110	в эпоху	6	3
111	к нему	3	3
112	есть только	3	3
113	внимание на	2	3
114	в ней	4	3
115	он в	2	3
116	в другом	4	3
117	с ним	4	3
118	в одном	5	3
119	мира в	2	3
120	поэтому и	3	2
121	не могут	2	2
122	мы будем	3	2
123	землю и	2	2
124	это уже	2	2
125	в них	7	2
126	как в	4	2
127	во втором	3	2
128	с этой	3	2
129	уже в	4	2
130	один из	6	2
131	представление о	2	2
132	что именно	2	2
133	здесь в	9	2
134	то же	5	2
135	как мы	12	2
136	он был	4	2
137	раз в	2	2
138	в античной	2	2
139	кроме того	9	2
140	до сих	3	2
141	в большей	4	2
142	со всеми	2	2
143	жизни и	3	2
144	в данном	3	2
145	что не	3	2
146	в целях	3	2
147	на его	2	2
148	конечно не	3	2
149	борьбу с	2	2
150	в котором	4	2
151	но уже	2	2
152	из них	5	2
153	в первой	3	2
154	и до	7	2
155	все что	4	2
156	данном случае	2	2
157	этот образ	7	2
158	все эти	11	2
159	с помощью	6	2
160	мы не	2	2
161	они не	3	2
162	самом деле	4	2
163	именно на	4	2
164	в значительной	2	2
165	того чтобы	4	2
166	земли и	4	2
167	между тем	2	2
168	тем что	5	2
169	в одной	3	2
170	и сейчас	2	2
171	в таких	2	2
172	есть в	3	2
173	мира и	2	2
174	в чем	3	2
175	в области	2	2
176	духа в	2	2
177	сих пор	3	2
