N	2gram	Bakhtin_Fr_7	Mirosoze
1	может быть	4	30
2	не только	5	29
3	и в	41	28
4	не может	3	28
5	но и	9	25
6	а не	2	25
7	он не	4	24
8	в этом	15	20
9	не было	3	18
10	у него	6	17
11	не в	9	16
12	потому что	5	16
13	в ней	5	15
14	в своей	3	15
15	и есть	3	14
16	никогда не	2	14
17	он был	3	14
18	до конца	2	14
19	в нем	7	13
20	человека в	2	13
21	и это	5	12
22	для него	6	11
23	и не	7	11
24	что в	9	10
25	в своем	9	10
26	в мире	3	10
27	прежде всего	11	10
28	и все	14	10
29	что он	3	10
30	было бы	4	10
31	и потому	3	10
32	к человеку	2	9
33	но он	4	9
34	в его	12	9
35	не есть	2	9
36	и его	9	9
37	из самых	3	8
38	в человеке	2	8
39	того что	2	7
40	в конце	8	7
41	но в	8	7
42	к нему	5	7
43	в себе	11	7
44	в том	11	6
45	в этой	13	6
46	все это	10	6
47	и на	4	6
48	вместе с	5	6
49	только в	6	6
50	в которой	2	6
51	это не	6	5
52	мира и	4	5
53	как и	14	5
54	то что	8	5
55	что есть	2	5
56	уже в	5	4
57	в этих	2	4
58	не знает	3	4
59	отношение к	2	4
60	был в	2	4
61	в их	3	4
62	и по	3	4
63	а в	5	4
64	в которых	2	4
65	точки зрения	5	4
66	в них	7	4
67	что и	5	4
68	есть не	2	4
69	уже не	2	4
70	тем что	3	4
71	и вот	2	3
72	к тому	2	3
73	не мог	2	3
74	и их	3	3
75	в свете	3	3
76	не имеет	3	3
77	должно быть	4	3
78	особенно в	2	3
79	и мира	2	3
80	с этим	2	3
81	и еще	2	3
82	его в	3	3
83	так как	3	3
84	то есть	20	3
85	и с	4	3
86	на этом	5	3
87	с его	2	3
88	интерес к	2	3
89	том что	4	3
90	учение о	2	3
91	есть и	3	3
92	ничего не	4	3
93	на том	2	3
94	все его	3	3
95	он знает	2	2
96	место в	4	2
97	по своему	2	2
98	и от	8	2
99	легенды о	3	2
100	момент в	4	2
101	его как	2	2
102	мир не	2	2
103	в свою	3	2
104	движения в	2	2
105	в виду	4	2
106	жизни и	3	2
107	всего в	5	2
108	по отношению	2	2
109	все эти	13	2
110	движение в	8	2
111	и те	3	2
112	также и	2	2
113	в более	4	2
114	к новому	2	2
115	проникает в	3	2
116	как бы	7	2
117	о том	6	2
118	как он	2	2
119	бы в	2	2
120	с ним	2	2
121	и во	2	2
122	человек может	2	2
123	к этому	5	2
124	вокруг которого	2	2
125	отношению к	2	2
126	мы видим	6	2
127	через все	2	2
128	в то	10	2
129	все что	4	2
130	связано с	2	2
131	никто не	10	2
132	и к	5	2
133	так называемый	2	2
134	о нем	3	2
135	должен быть	2	2
136	как в	5	2
137	и сама	2	2
138	оказывается что	3	2
139	на земле	4	2
140	в той	3	2
141	и у	5	2
142	и как	2	2
143	и для	5	2
144	конце концов	4	2
145	от этого	3	2
