N	2gram	Bakhtin_Pr_3	Otkroven
1	у достоевского	17	19
2	и в	53	19
3	но и	7	13
4	и не	15	13
5	в этом	8	12
6	из подполья	5	11
7	а не	11	11
8	не в	2	11
9	человека в	3	11
10	может быть	12	11
11	не только	4	11
12	человека и	7	10
13	и все	10	10
14	в нем	10	10
15	никогда не	2	9
16	к человеку	2	9
17	не было	4	9
18	потому что	5	9
19	прежде всего	15	9
20	но он	2	7
21	от него	3	7
22	ивана карамазова	4	7
23	нет ничего	2	7
24	он не	3	7
25	в его	8	7
26	все это	8	6
27	как и	11	6
28	то что	9	5
29	а в	2	5
30	достоевского и	6	5
31	отношение к	6	5
32	в том	14	5
33	для достоевского	3	5
34	в самом	2	5
35	в творчестве	8	5
36	с его	2	4
37	и мысли	2	4
38	в преступлении	2	4
39	на земле	14	4
40	он сам	4	4
41	и его	10	4
42	все эти	9	4
43	человек и	2	4
44	не может	2	4
45	что в	2	4
46	достоевского в	3	3
47	нем нет	3	3
48	и наказании	2	3
49	в этих	5	3
50	преступлении и	2	3
51	это не	6	3
52	что он	4	3
53	хотя бы	2	3
54	записки из	2	3
55	в своих	2	3
56	еще не	5	3
57	и от	3	3
58	могут быть	4	3
59	достоевский был	4	3
60	и ее	6	3
61	в бесах	2	3
62	в себе	5	3
63	было бы	5	3
64	о том	2	3
65	с ним	2	3
66	как бы	14	3
67	это было	3	3
68	уже в	2	2
69	что и	3	2
70	ее в	3	2
71	он в	2	2
72	и для	4	2
73	в истории	3	2
74	так и	6	2
75	жизни в	3	2
76	произведений достоевского	2	2
77	все еще	3	2
78	к этому	4	2
79	творчество достоевского	2	2
80	и к	5	2
81	ко всем	2	2
82	в ее	3	2
83	в которой	2	2
84	том что	5	2
85	и на	18	2
86	достоевского с	3	2
87	сказать что	10	2
88	и с	6	2
89	человека к	3	2
90	тем что	2	2
91	ума и	2	2
92	даже и	2	2
93	его в	2	2
94	героев достоевского	2	2
95	в своей	3	2
96	так как	7	2
97	ничего не	6	2
98	и из	3	2
99	хотя и	4	2
100	но в	5	2
101	и потому	5	2
