N	2gram	Trubetskoy_1	FransuaR
1	и в	23	41
2	то есть	2	20
3	таким образом	31	19
4	в этом	12	15
5	и все	7	14
6	как и	9	14
7	в этой	6	13
8	то же	4	13
9	все эти	19	13
10	мы уже	4	12
11	в его	5	12
12	прежде всего	3	11
13	в том	30	11
14	как мы	2	11
15	в себе	5	11
16	никто не	2	10
17	так и	10	10
18	все это	11	10
19	в то	6	10
20	не в	8	9
21	же время	2	9
22	но и	9	9
23	в своем	10	9
24	что в	8	9
25	в конце	4	8
26	и от	5	8
27	по существу	6	8
28	то что	18	8
29	но в	4	8
30	в них	2	7
31	вовсе не	2	7
32	как бы	10	7
33	в нем	3	7
34	и не	8	7
35	у него	5	6
36	все они	5	6
37	это не	3	6
38	есть в	2	6
39	для него	2	6
40	и до	3	6
41	только в	6	6
42	о том	7	6
43	к этому	5	5
44	не только	7	5
45	и к	5	5
46	на этом	2	5
47	в ней	3	5
48	вместе с	6	5
49	что и	7	5
50	мы видели	2	5
51	и у	4	5
52	а в	3	5
53	к нему	2	5
54	и для	6	5
55	так же	8	5
56	на одном	2	5
57	точки зрения	13	5
58	и это	3	5
59	потому что	9	5
60	на земле	3	4
61	что это	5	4
62	хотя и	4	4
63	из одного	2	4
64	в одну	4	4
65	том что	19	4
66	но все	5	4
67	одна из	2	4
68	все что	9	4
69	было бы	3	4
70	в сущности	2	4
71	может быть	16	4
72	он не	3	4
73	в виду	2	4
74	на этой	2	4
75	целый ряд	4	4
76	и наконец	3	4
77	должно быть	4	4
78	при виде	2	4
79	и на	6	4
80	та же	3	4
81	и с	5	4
82	конце концов	4	4
83	я не	2	3
84	что у	2	3
85	того же	9	3
86	и потому	3	3
87	в мире	6	3
88	такой же	2	3
89	по этому	2	3
90	свою очередь	2	3
91	в свою	2	3
92	оказывается что	5	3
93	при этом	9	3
94	из них	5	3
95	несмотря на	6	3
96	все то	2	3
97	и их	5	3
98	таким же	3	3
99	что он	7	3
100	с ее	2	3
101	жизни и	2	3
102	во всех	10	3
103	в их	4	3
104	не может	17	3
105	не было	2	3
106	тем самым	3	3
107	с точки	8	3
108	и по	3	3
109	и те	2	3
110	не подлежит	3	3
111	с ними	2	3
112	ничем не	4	3
113	не знает	2	3
114	его в	5	3
115	так как	7	3
116	все его	2	3
117	что все	5	2
118	ни было	2	2
119	именно в	5	2
120	но по	3	2
121	никогда не	4	2
122	в этих	3	2
123	другими словами	2	2
124	и так	2	2
125	с этим	11	2
126	же что	2	2
127	на самом	7	2
128	том и	2	2
129	и ее	2	2
130	о котором	7	2
131	к тому	8	2
132	отношению к	9	2
133	из всех	5	2
134	более или	7	2
135	по своему	5	2
136	в себя	2	2
137	отношение к	4	2
138	тот же	3	2
139	еще не	5	2
140	того что	6	2
141	и может	3	2
142	на том	2	2
143	почти ничего	2	2
144	в состоянии	4	2
145	не есть	2	2
146	весьма часто	2	2
147	в процессе	2	2
148	образом и	2	2
149	или менее	7	2
150	по отношению	9	2
151	в связи	3	2
152	в разных	3	2
153	в течение	4	2
154	и других	2	2
155	из которых	4	2
156	жизнь и	3	2
157	у них	6	2
158	в данном	3	2
159	и то	4	2
160	в результате	9	2
161	их в	2	2
162	во всяком	2	2
163	развития человечества	2	2
164	в которых	2	2
165	ту же	2	2
166	и т.д	4	2
167	также и	2	2
168	далеко не	5	2
169	бы в	3	2
170	в которой	5	2
171	с ним	6	2
172	в области	4	2
