N	2gram	Bakhtin_Pr_1	Dialekti
1	и не	34	30
2	может быть	21	20
3	и в	23	19
4	не только	13	19
5	по себе	7	18
6	а не	20	16
7	в себе	5	15
8	то что	18	14
9	что она	2	14
10	и даже	3	14
11	в том	11	14
12	как бы	28	14
13	так как	7	14
14	потому что	12	14
15	вовсе не	8	13
16	но и	11	12
17	то же	10	12
18	точки зрения	21	12
19	и все	3	12
20	ни в	3	10
21	как и	8	10
22	и как	8	10
23	в нем	20	10
24	так и	10	10
25	том что	9	10
26	это не	10	10
27	сказать что	5	10
28	никогда не	5	9
29	по крайней	2	9
30	крайней мере	2	9
31	не может	11	9
32	личности в	4	8
33	прежде всего	7	8
34	она не	5	8
35	мы уже	2	8
36	с точки	15	8
37	не в	6	8
38	в этом	25	8
39	в своей	11	8
40	есть не	2	7
41	но это	5	7
42	и к	4	7
43	что в	8	7
44	и притом	2	7
45	как будто	3	7
46	я не	3	6
47	что он	10	6
48	да и	2	6
49	в то	10	6
50	но не	8	6
51	того что	2	6
52	жизни и	6	6
53	не потому	2	6
54	сознания и	3	5
55	должна быть	2	5
56	с другой	2	5
57	же время	7	5
58	можно сказать	2	5
59	в самом	8	5
60	и потому	3	5
61	что и	5	5
62	и это	5	5
63	как раз	4	5
64	все равно	2	5
65	в смысле	2	5
66	и его	13	5
67	но как	3	5
68	говорить о	2	5
69	только в	8	5
70	о том	2	5
71	и с	4	5
72	уже в	5	4
73	нисколько не	2	4
74	и есть	5	4
75	в своем	8	4
76	в одном	9	4
77	не могут	6	4
78	все же	5	4
79	при этом	3	4
80	то время	2	4
81	еще не	5	4
82	к нему	3	4
83	за пределы	6	4
84	он не	4	4
85	хотя бы	2	4
86	только то	3	4
87	от того	2	4
88	все это	7	4
89	во времени	3	4
90	другой стороны	2	4
91	таким образом	11	4
92	и вот	2	4
93	заключается в	2	4
94	самом деле	5	4
95	и по	2	4
96	а в	7	4
97	в одной	4	4
98	но он	2	4
99	как он	2	4
100	с ним	6	4
101	и уже	3	3
102	всех этих	3	3
103	в этих	2	3
104	он есть	3	3
105	была бы	2	3
106	вопрос о	4	3
107	ведь это	2	3
108	как мы	5	3
109	уже не	8	3
110	это и	9	3
111	время не	2	3
112	в этой	4	3
113	кроме того	3	3
114	было бы	6	3
115	себе и	3	3
116	не значит	2	3
117	даже в	2	3
118	сами по	3	3
119	как же	3	3
120	из них	2	3
121	и их	2	3
122	не было	3	3
123	в той	6	3
124	в данном	2	3
125	они не	3	3
126	в один	2	3
127	его в	4	3
128	или как	5	3
129	ничего не	6	3
130	нет ни	2	3
131	в противоположность	3	2
132	самого начала	3	2
133	само по	2	2
134	в зависимости	3	2
135	перед нами	4	2
136	и показать	2	2
137	в конце	5	2
138	на самом	4	2
139	именно в	6	2
140	он может	3	2
141	же в	2	2
142	с самого	2	2
143	но все	4	2
144	мы видим	3	2
145	из всего	2	2
146	зависимости от	3	2
147	в истории	2	2
148	воля к	2	2
149	до сих	2	2
150	на его	2	2
151	в сущности	5	2
152	несмотря на	6	2
153	в искусстве	2	2
154	которые были	3	2
155	в сфере	2	2
156	всяком случае	3	2
157	сих пор	2	2
158	все в	6	2
159	себя в	3	2
160	в мире	7	2
161	как не	4	2
162	во всех	5	2
163	на него	2	2
164	данном случае	2	2
165	в каждом	8	2
166	в их	3	2
167	тому что	2	2
168	так же	6	2
169	в изображении	2	2
170	не на	3	2
171	не во	3	2
172	смысл и	2	2
173	не раз	2	2
174	например в	3	2
175	с ее	2	2
176	как в	6	2
177	а потому	2	2
178	человеческой жизни	2	2
179	бы и	4	2
180	на мир	8	2
181	в своих	2	2
182	в результате	4	2
183	их в	2	2
184	между тем	5	2
185	не как	12	2
186	тем что	3	2
187	его личности	2	2
188	во все	3	2
189	мы должны	2	2
190	во всяком	4	2
191	все эти	8	2
192	есть в	3	2
193	ни на	2	2
194	в которой	4	2
195	в области	3	2
196	человека но	2	2
197	но в	4	2
198	в жизни	6	2
199	вместе с	2	2
