N	2gram	Tiupa_Lite_1	StatiiOP
1	и в	8	29
2	том что	14	27
3	в том	16	27
4	в этом	12	21
5	но и	17	19
6	что в	3	19
7	не только	24	19
8	пушкина в	2	18
9	о том	2	17
10	что он	5	13
11	в его	7	13
12	то что	10	11
13	к тому	2	10
14	таким образом	3	10
15	в своем	11	9
16	так и	4	9
17	этом отношении	2	9
18	и не	12	9
19	потому что	3	9
20	по поводу	2	8
21	как раз	4	8
22	но в	3	8
23	в самом	3	7
24	в виду	3	7
25	я не	7	7
26	в своей	4	7
27	не столько	5	7
28	одним из	5	6
29	все же	4	6
30	и его	4	6
31	прежде всего	11	5
32	в качестве	17	5
33	было бы	2	5
34	как бы	7	5
35	своего рода	11	5
36	а не	16	5
37	того что	6	5
38	между тем	2	5
39	точки зрения	6	5
40	в русской	10	5
41	а как	2	4
42	в частности	15	4
43	с другой	3	4
44	не в	8	4
45	для него	2	4
46	в нем	2	4
47	дело в	3	4
48	в другом	2	4
49	связи с	6	4
50	своего времени	2	4
51	не менее	7	3
52	на рубеже	3	3
53	не является	2	3
54	на себя	2	3
55	могло быть	2	3
56	самого пушкина	3	3
57	не мог	3	3
58	тому же	2	3
59	но не	4	3
60	что ему	3	3
61	например в	3	3
62	никогда не	4	3
63	и даже	3	3
64	всяком случае	2	3
65	не могло	2	3
66	из них	4	3
67	самом деле	2	3
68	как в	5	3
69	в их	3	3
70	не было	3	3
71	еще и	3	3
72	тем что	2	3
73	в году	13	3
74	хотя бы	2	3
75	во всяком	3	3
76	в россии	2	3
77	xix века	6	3
78	с его	5	2
79	и др	3	2
80	по этому	2	2
81	с этой	5	2
82	для своего	2	2
83	в конце	4	2
84	и я	6	2
85	не должен	3	2
86	тем не	2	2
87	xviii века	2	2
88	как и	6	2
89	из его	2	2
90	в этой	4	2
91	что я	2	2
92	в москве	2	2
93	в то	5	2
94	и сам	6	2
95	несмотря на	3	2
96	такого рода	10	2
97	может быть	13	2
98	том же	3	2
99	тем же	3	2
100	искусства и	5	2
101	а также	5	2
102	еще в	4	2
103	на почве	2	2
104	даже в	2	2
105	только в	8	2
106	не к	2	2
107	также и	3	2
108	дело не	2	2
109	со стороны	4	2
110	не на	2	2
111	не может	5	2
112	тогда как	13	2
113	то же	5	2
114	все эти	2	2
115	при этом	19	2
116	в отличие	5	2
117	что такое	2	2
118	с точки	2	2
119	в данном	5	2
120	в себе	7	2
121	на это	2	2
122	его в	3	2
123	как он	2	2
124	как это	8	2
125	того же	2	2
126	отличие от	5	2
127	в области	3	2
128	поэзии и	2	2
