N	2gram	Vinokur_Ku_1	FransuaR
1	и в	24	29
2	таким образом	12	20
3	и не	12	16
4	и все	2	13
5	в этой	3	13
6	как и	2	12
7	но в	2	12
8	так и	7	11
9	и на	4	11
10	в этом	14	11
11	то же	8	10
12	в то	2	10
13	не только	10	10
14	вовсе не	10	9
15	но и	6	9
16	все эти	6	9
17	и с	5	9
18	же время	2	8
19	прежде всего	9	8
20	в его	12	8
21	и его	5	8
22	как бы	7	8
23	в них	7	7
24	еще и	5	7
25	так же	4	7
26	в том	30	7
27	так как	9	7
28	из них	4	6
29	в большинстве	2	6
30	в сущности	3	6
31	что это	5	5
32	это не	7	5
33	это и	4	5
34	того же	4	5
35	до конца	2	5
36	в нем	4	5
37	в своей	2	5
38	рядом с	5	5
39	с его	4	4
40	что он	6	4
41	еще не	5	4
42	и есть	2	4
43	один из	4	4
44	то что	9	4
45	конечно не	2	4
46	все это	6	4
47	на самом	2	4
48	с помощью	7	4
49	с другой	7	4
50	также и	2	4
51	в результате	5	4
52	тем что	8	4
53	точки зрения	14	4
54	в которой	6	4
55	в частности	4	3
56	его так	2	3
57	в качестве	7	3
58	в своем	3	3
59	превращается в	2	3
60	и здесь	3	3
61	все же	12	3
62	том что	21	3
63	и как	2	3
64	более или	3	3
65	тот же	2	3
66	того что	9	3
67	той же	3	3
68	по преимуществу	2	3
69	он не	2	3
70	здесь не	3	3
71	или менее	3	3
72	другой стороны	6	3
73	в разных	2	3
74	при этом	6	3
75	того чтобы	17	3
76	для того	16	3
77	с него	2	3
78	и даже	3	3
79	роль в	4	3
80	с ними	4	3
81	не случайно	6	3
82	в ней	6	3
83	же и	2	3
84	в себе	3	3
85	на эту	2	3
86	там где	4	3
87	своего времени	2	3
88	уже в	3	2
89	связи с	7	2
90	уже и	3	2
91	в этих	4	2
92	его к	3	2
93	к тому	5	2
94	ни в	2	2
95	соответствии с	3	2
96	что я	2	2
97	что они	4	2
98	есть в	4	2
99	так называемые	3	2
100	именно в	6	2
101	мы увидим	3	2
102	но не	5	2
103	было в	2	2
104	не может	7	2
105	о чем	2	2
106	и мы	2	2
107	на его	3	2
108	может быть	13	2
109	между прочим	2	2
110	в ряде	2	2
111	том же	2	2
112	хотя и	3	2
113	никогда не	2	2
114	уже не	8	2
115	в виду	5	2
116	все те	2	2
117	в котором	3	2
118	если в	2	2
119	со стороны	4	2
120	и для	2	2
121	как в	4	2
122	в их	3	2
123	как раз	8	2
124	не на	4	2
125	в особенности	3	2
126	и под	2	2
127	в той	5	2
128	они не	3	2
129	с точки	9	2
130	между ними	2	2
131	бы на	2	2
132	не столько	2	2
133	как на	3	2
134	в слове	2	2
135	или в	2	2
136	не мог	2	2
137	и то	3	2
138	и при	2	2
139	даже и	3	2
140	этого рода	6	2
141	только в	11	2
142	о том	9	2
143	здесь только	2	2
144	так сказать	5	2
145	с ним	5	2
146	к которому	3	2
147	в числе	2	2
